rho,vol_9060,sharpe_9060
-0.6,0.11736636223698761,0.5641637577605737
-0.3,0.12646869248277223,0.5235592038980508
0.0,0.13495850240670362,0.49062376044133305
0.3,0.14294497040965956,0.46321215615035866
0.6,0.15050824482059666,0.439935021720793
0.9,0.15770922278844343,0.41984765877090874
