financing,cagr_9060,vs_equity_pp
0.02,0.0807474819284093,0.5747481928409306
0.03,0.0757474819284093,0.0747481928409302
0.04,0.07074748192840931,-0.42525180715906885
0.05,0.0657474819284093,-0.9252518071590693
0.06,0.06074748192840931,-1.425251807159069
