spread_over_short_rate,cagr_9060,vol,sharpe,vs_equities_pp
0.0,0.0923488863666686,0.13011669007100485,0.5430374393282189,0.7448721739041986
0.0025,0.09075798417314807,0.13013648581197562,0.5317742864081827,0.5857819545521448
0.005,0.08916004398921462,0.1301544414111457,0.5204542554971944,0.4259879361588004
0.01,0.08597535758533081,0.13018402811027907,0.4978710454744231,0.10751929577041963
0.02,0.07956610370077488,0.13026624197866515,0.45219700533575147,-0.5334060926851736
