date,equity_dm,rf,cash,futures,duration,n_ccy,scv_dm,rec9060,w_equity,w_bond,lev15,acwi,ntsg,equity_dm_exc
1990-08-17,-0.0129,0.0003,0.0010680824971913538,-0.0017399228093769087,5.03174911519235,2.0,-0.0093999999999999,-0.012630137035992584,0.8999317347082777,0.650286716668851,-0.020327537407037077,,,-0.0132
1990-08-20,-0.0066,0.0003,0.001044563641653917,-0.00016123308333982895,5.023779972783763,2.0,-0.0102,-0.005954343618725599,0.8994154285173757,0.6035940061186335,-0.010816808950750767,,,-0.0069
1990-08-21,-0.0146,0.0003,0.0004931152588601931,-0.0020095669865812984,5.023442062001187,2.0,-0.0132,-0.014302119575054228,0.8991436228704629,0.6123519367399036,-0.023258361548831763,,,-0.0149
1990-08-22,-0.0157999999999999,0.0003,0.0006963162004362704,-0.0036006582249000496,5.015845943045833,2.0,-0.0095,-0.016348387730416913,0.8996448972286955,0.622529286895613,-0.025382600451225312,,,-0.016099999999999903
1990-08-23,-0.0361,0.0003,0.00025441788559374217,-0.00401655461315874,4.9992694439544065,2.0,-0.0233,-0.03495921024671089,0.8985814129788539,0.6450808022889494,-0.05427855403348547,,,-0.0364
1990-08-24,0.0069,0.0003,0.00012412884021265112,-0.002605897104460862,4.979840754317202,2.0,-0.0056999999999999,0.004524355743230402,0.9007065080656759,0.642175372454424,0.010425171912879394,,,0.0066
1990-08-27,0.0336,0.0003,0.0017645849825989835,0.006700859542306276,4.96844387414263,2.0,0.0173,0.03471911467869915,0.8997323365634039,0.6206277272202827,0.050824606536725714,,,0.033299999999999996
1990-08-28,0.013,0.0003,0.0008200808216329058,-0.0018900719045498826,4.998404046872683,2.0,0.0095,0.010598241219212268,0.9018706146165032,0.6141191443906938,0.019364856623083293,,,0.0127
1990-08-29,-0.0037,0.0003,0.00010937065574045998,0.004700085278210019,4.989801966847554,2.0,0.0003,-0.00044717045636988306,0.8989356708165883,0.614393883183828,-0.005623604676764815,,,-0.004
1990-08-30,0.0014999999999999,0.0003,-0.0006184043104744375,0.00034855297741922853,5.010337330105938,2.0,-0.0027,0.0014926453501526993,0.8989422723199789,0.6134781778342635,0.002124140405614705,,,0.0011999999999999001
1990-08-31,0.0045,0.0003,-0.0001951580071269449,0.000633628743953395,5.009850902142885,2.0,-0.0013,0.004406805494442834,0.8990256812337128,0.6107865602645579,0.006596052934759067,,,0.0042
1990-09-03,-0.0073,0.0003,0.0006538532240577153,9.969057648551663e-05,5.011000478456157,2.0,-0.0045,-0.006466849090928539,0.8992452835444109,0.6039053648597501,-0.011298162100456643,,,-0.0076
1990-09-04,-0.0092,0.0003,9.202594355069152e-05,-0.0016216153227096117,5.011055263417621,2.0,-0.0055,-0.009250415640638221,0.8992910428641993,0.6095438992792989,-0.013973267081274887,,,-0.0095
1990-09-05,-0.0001,0.0003,0.0017105195421181396,0.001990104349977325,5.003189800649754,2.0,0.0028,0.0012879846577964482,0.8980444462910707,0.6087598259631756,-0.00027205842578326145,,,-0.00039999999999999996
1990-09-06,-0.0061,0.0003,0.0007443062773275503,6.883467235779714e-05,5.011511531405022,2.0,-0.0034,-0.005367638789455675,0.8973832040638342,0.6120450627830648,-0.009370112026617083,,,-0.0064
1990-09-07,0.0019,0.0003,0.00045766568871704656,0.0012161703407956507,5.012954044039432,2.0,-0.0048,0.0024889276005191086,0.8968560224436039,0.6105255089929114,0.0027629744032813264,,,0.0016
1990-09-10,0.0116999999999999,0.0003,0.000371802510527938,-0.00212472255467607,5.01884292043318,2.0,0.0004,0.009211970625351062,0.899067058572404,0.6049527024680489,0.017389256083095495,,,0.0113999999999999
1990-09-11,-0.0082,0.0003,-0.0002843247909766345,0.0003323526553846308,5.009073547353422,2.0,-0.0022,-0.007207333980794428,0.8981681062044232,0.6093444514389131,-0.012491429455367742,,,-0.0085
1990-09-12,0.0134,0.0003,0.001743554731093504,0.0005025895112008044,5.011081426784952,2.0,0.004,0.012511762364903145,0.8989560345468172,0.6018146890616655,0.020186164293683584,,,0.0131
1990-09-13,-0.0014,0.0003,0.0006761930478537978,0.00031952118216655405,5.012006218564559,2.0,0.0003,-0.0010053105588992972,0.898600869040334,0.602420308558755,-0.002224280740140361,,,-0.0017
1990-09-14,-0.0047,0.0003,0.0010482912319428992,-0.0020423431227621115,5.012419262039987,2.0,-0.0034,-0.005354834942368325,0.8991924722260349,0.6056635368290858,-0.007197898229325594,,,-0.005
1990-09-17,-0.007,0.0003,0.0005504449607706707,-0.0015297233676339042,5.002515698440398,2.0,-0.0039,-0.007187388743935319,0.8993621906059347,0.6100481903254893,-0.010922156276907402,,,-0.0073
1990-09-18,-0.0117,0.0003,0.0002521247746650025,0.000418743552712534,4.9944869118634,2.0,-0.0081999999999999,-0.01024903209820549,0.8980437320108163,0.6163653384636243,-0.017860519968557864,,,-0.012
1990-09-19,-0.0103,0.0003,-0.00044995014274782594,8.575321600896727e-05,4.9958037534076825,2.0,-0.0091,-0.00925019925539372,0.8970921628277135,0.6221200731005848,-0.01583535419031934,,,-0.0106
1990-09-20,-0.0159999999999999,0.0003,0.0002042597446498211,-0.0010535729244724465,4.99851335560829,2.0,-0.0141,-0.014995189932340058,0.8961770330459959,0.6315908985843951,-0.02469650186767125,,,-0.0162999999999999
1990-09-21,-0.0043999999999999,0.0003,-0.00022487191809193458,-0.0028985317515910214,4.993278642879424,2.0,-0.0103,-0.0058045664654732265,0.8974431223532752,0.6352784143646553,-0.006940518386420513,,,-0.0046999999999999
1990-09-24,-0.0057,0.0003,0.001902211548141721,-0.0024934431911385105,4.9786303516138375,2.0,-0.0046999999999999,-0.006526418994421634,0.89818965860437,0.6394517443751613,-0.009238498002171358,,,-0.006
