horizon,p_outperform,median_advantage_pp,p5_advantage_pp,p95_advantage_pp,cagr_9060_median,cagr_9060_p5,cagr_9060_p95,cagr_eq_median,cagr_eq_p5,cagr_eq_p95,wealth_9060_median,wealth_eq_median,wealth_9060_p5,wealth_eq_p5,vol_9060_median,vol_eq_median,mdd_9060_median,mdd_eq_median,mdd_9060_p5,mdd_eq_p5,p_lose_money_9060,p_lose_money_eq,p_cagr_gt_4_9060,p_cagr_gt_4_eq,p_cagr_gt_6_9060,p_cagr_gt_6_eq,p_cagr_gt_8_9060,p_cagr_gt_8_eq
10,0.6893,0.7110666886905537,-1.6372816156635117,2.9336042341121313,0.0948010825153276,0.01151452101681919,0.1662760120492623,0.08799832672419738,-0.006760292591640287,0.1715363548978153,2.4737293488616765,2.324246975311526,1.1212984392271594,0.9344170048354665,0.13404347889890222,0.14765520797892404,-0.23858800960082321,-0.2737154434499671,-0.4871330403732424,-0.5649938432402917,0.03095,0.0625,0.8648,0.80295,0.7608,0.69235,0.6188,0.5572
20,0.7609,0.7144907653657939,-0.9575545661807539,2.3249101744233522,0.09371478523696475,0.03497733175819946,0.1462249925822554,0.08655959631388943,0.01980870094115734,0.14760817002715837,5.999038728813213,5.261033115469731,1.988917471597487,1.4803835836585666,0.13524762409718838,0.1488682017237103,-0.33639445876769475,-0.3853179810623465,-0.5452819771868117,-0.6285891214446477,0.00495,0.01755,0.9341,0.87825,0.8347,0.7514,0.6536,0.56725
30,0.7968,0.7062825463539091,-0.6656518243856469,2.023693998839912,0.0933275763072644,0.045452060831946195,0.13652353300356213,0.08650318361072018,0.03150016577645581,0.13678201230334586,14.538147316952166,12.048419972032445,3.7942303565802975,2.535590247891724,0.13564267591126747,0.14924468757468956,-0.3863411515321504,-0.4525818751291348,-0.576554332192118,-0.6678464050183749,0.00105,0.0051,0.96525,0.91925,0.8764,0.79225,0.6823,0.5813
40,0.8414,0.7053463996395726,-0.4506916728620159,1.8443702574978535,0.09319290384370427,0.051911225178004596,0.1306846030843973,0.08606852532818665,0.039253433404022334,0.1295177395361488,35.30792189306443,27.182482764464922,7.571180212044068,4.665076602700361,0.13558512960027516,0.14928566495323412,-0.4163495443704891,-0.4930238309890345,-0.601859906044828,-0.6938476023179063,0.00015,0.0017,0.98225,0.94695,0.90965,0.82575,0.7009,0.58645
