shift,term_premium,p_win_10y,median_adv_10y,p_win_20y,median_adv_20y,p_win_30y,median_adv_30y,p_win_40y,median_adv_40y
-0.02,0.0023668014533195954,0.3305,-0.6421295596665655,0.28225,-0.5680875792108409,0.2295,-0.6092062778364493,0.203,-0.588153995872831
-0.015,0.007366801453319596,0.425125,-0.27055811915711603,0.393,-0.27459673137413265,0.373,-0.26470068742467934,0.365375,-0.23724303885339637
-0.01,0.012366801453319596,0.51075,0.0335432052546103,0.518375,0.04825408133752873,0.527,0.051063358956626725,0.5375,0.07306682857933788
-0.005,0.017366801453319595,0.59725,0.3634779153387613,0.63675,0.3613803694292539,0.680375,0.36559426967055497,0.704,0.387565240227139
0.0,0.022366801453319596,0.69325,0.7129131567414237,0.757625,0.7342824870094411,0.8035,0.7113405446578347,0.8405,0.7046575661716625
0.005,0.027366801453319597,0.77175,1.0410360516454498,0.841125,1.032384223456806,0.90275,1.0347769896818293,0.92725,1.0297973639102564
0.01,0.0323668014533196,0.8285,1.3440893066335002,0.9065,1.340539294561649,0.950625,1.361840131011216,0.973625,1.3511764434021134
