Date,EFA
2002-03-21,20.63050079345703
2002-03-22,20.44810676574707
2002-03-25,20.195829391479492
2002-03-26,20.32367515563965
2002-03-27,20.354354858398438
2002-03-28,20.471969604492188
2002-04-01,20.586179733276367
2002-04-02,20.506059646606445
2002-04-03,20.509469985961914
2002-04-04,20.480493545532227
2002-04-05,20.480493545532227
2002-04-08,20.243562698364258
2002-04-09,20.212879180908203
2002-04-10,20.477083206176758
2002-04-11,20.021963119506836
2002-04-12,20.22651481628418
2002-04-15,20.36969566345215
2002-04-16,20.75152015686035
2002-04-17,20.77879524230957
2002-04-18,20.845266342163086
2002-04-19,20.928794860839844
2002-04-22,20.782201766967773
2002-04-23,20.727657318115234
2002-04-24,20.625383377075195
2002-04-25,20.812885284423828
2002-04-26,20.628787994384766
2002-04-29,20.574243545532227
2002-04-30,20.783906936645508
2002-05-01,20.893003463745117
2002-05-02,20.836746215820312
2002-05-03,20.97822380065918
2002-05-06,20.76174545288086
2002-05-07,20.489011764526367
2002-05-08,20.94073486328125
2002-05-09,20.838451385498047
2002-05-10,20.666290283203125
2002-05-13,20.973114013671875
2002-05-14,20.996978759765625
2002-05-15,21.085615158081055
2002-05-16,21.19300651550293
2002-05-17,21.38220977783203
2002-05-20,21.27312469482422
2002-05-21,21.240734100341797
2002-05-22,21.281644821166992
2002-05-23,21.302101135253906
2002-05-24,21.162317276000977
2002-05-28,21.119707107543945
2002-05-29,21.099254608154297
2002-05-30,21.005502700805664
2002-05-31,20.89470863342285
2002-06-03,20.855501174926758
2002-06-04,20.736175537109375
2002-06-05,20.693565368652344
2002-06-06,20.489011764526367
2002-06-07,20.327083587646484
2002-06-10,20.393558502197266
2002-06-11,20.292991638183594
2002-06-12,20.180492401123047
2002-06-13,19.841278076171875
2002-06-14,19.61285972595215
2002-06-17,19.923091888427734
2002-06-18,19.97081756591797
2002-06-19,19.43217658996582
2002-06-20,19.341833114624023
2002-06-21,19.363998413085938
2002-06-24,19.365699768066406
2002-06-25,19.381038665771484
2002-06-26,19.384450912475586
2002-06-27,19.863435745239258
2002-06-28,20.207759857177734
2002-07-01,20.04582405090332
2002-07-02,19.679336547851562
2002-07-03,19.491836547851562
2002-07-05,20.24866485595703
2002-07-08,20.233325958251953
2002-07-09,19.98616600036621
2002-07-10,19.42535972595215
2002-07-11,19.34695053100586
2002-07-12,19.082740783691406
2002-07-15,18.859437942504883
2002-07-16,18.49466896057129
2002-07-17,18.96341896057129
2002-07-18,19.03841781616211
2002-07-19,18.365114212036133
2002-07-22,17.702028274536133
2002-07-23,17.19918441772461
2002-07-24,17.81453514099121
2002-07-25,17.62532615661621
2002-07-26,17.62532615661621
2002-07-29,18.46908950805664
2002-07-30,18.351469039916992
2002-07-31,18.28158950805664
2002-08-01,17.642370223999023
2002-08-02,17.574190139770508
2002-08-05,16.97758674621582
2002-08-06,17.349184036254883
2002-08-07,17.684980392456055
2002-08-08,18.0855655670166
2002-08-09,18.256019592285156
2002-08-12,18.051467895507812
2002-08-13,17.879314422607422
2002-08-14,18.298635482788086
2002-08-15,18.443523406982422
2002-08-16,18.443523406982422
2002-08-19,18.77591323852539
2002-08-20,18.2730655670166
2002-08-21,18.733295440673828
2002-08-22,18.7878475189209
2002-08-23,18.554323196411133
2002-08-26,18.63954734802246
2002-08-27,18.803192138671875
2002-08-28,18.29010772705078
2002-08-29,18.111135482788086
2002-08-30,18.102609634399414
2002-09-03,17.39520835876465
2002-09-04,17.39861488342285
2002-09-05,17.267364501953125
2002-09-06,17.519638061523438
2002-09-09,17.44123077392578
2002-09-10,17.574190139770508
2002-09-11,17.737829208374023
2002-09-12,17.444644927978516
2002-09-13,17.015092849731445
2002-09-16,16.875314712524414
2002-09-17,16.790084838867188
2002-09-18,16.78156280517578
2002-09-19,16.49178123474121
2002-09-20,16.40143585205078
2002-09-23,15.818474769592285
2002-09-24,15.562784194946289
2002-09-25,15.95484447479248
2002-09-26,16.51735496520996
2002-09-27,16.512239456176758
2002-09-30,16.227575302124023
2002-10-01,16.624740600585938
2002-10-02,16.396324157714844
2002-10-03,16.215641021728516
2002-10-04,15.93779182434082
2002-10-07,15.545741081237793
2002-10-08,15.586653709411621
2002-10-09,15.341193199157715
2002-10-10,15.699159622192383
2002-10-11,16.270185470581055
2002-10-14,15.85256290435791
2002-10-15,16.960538864135742
2002-10-16,16.66223907470703
2002-10-17,16.900880813598633
2002-10-18,16.764511108398438
2002-10-21,17.003154754638672
2002-10-22,16.808835983276367
2002-10-23,16.653717041015625
2002-10-24,16.49178123474121
2002-10-25,16.773033142089844
2002-10-28,16.8497371673584
2002-10-29,16.47473907470703
2002-10-30,16.738948822021484
2002-10-31,16.8497371673584
2002-11-01,17.112245559692383
2002-11-04,17.33555030822754
2002-11-05,17.599760055541992
2002-11-06,17.608278274536133
2002-11-07,17.309980392456055
2002-11-08,17.16509246826172
2002-11-11,16.82929039001465
2002-11-12,17.139522552490234
2002-11-13,16.943490982055664
2002-11-14,17.321910858154297
2002-11-15,17.582712173461914
2002-11-18,17.361114501953125
2002-11-19,17.19918441772461
2002-11-20,17.43782615661621
2002-11-21,17.863969802856445
2002-11-22,17.778736114501953
2002-11-25,17.640670776367188
2002-11-26,17.22816276550293
2002-11-27,17.705442428588867
2002-11-29,17.795780181884766
2002-12-02,17.884418487548828
2002-12-03,17.567367553710938
2002-12-04,17.48725700378418
2002-12-05,17.291229248046875
2002-12-06,17.412250518798828
2002-12-09,16.96565818786621
2002-12-10,17.195772171020508
2002-12-11,17.17361068725586
2002-12-12,17.139522552490234
2002-12-13,16.97758674621582
2002-12-16,17.344066619873047
2002-12-17,17.25713539123535
2002-12-18,16.892356872558594
2002-12-19,16.986112594604492
2002-12-20,17.08838653564453
2002-12-23,17.119998931884766
2002-12-24,17.08873176574707
2002-12-26,17.146060943603516
2002-12-27,16.87679672241211
2002-12-30,17.128681182861328
2002-12-31,17.19991111755371
2003-01-02,17.562986373901367
2003-01-03,17.58035659790039
2003-01-06,17.797504425048828
2003-01-07,17.519556045532227
2003-01-08,17.281558990478516
2003-01-09,17.493497848510742
2003-01-10,17.47091293334961
2003-01-13,17.507394790649414
2003-01-14,17.641157150268555
2003-01-15,17.47264862060547
2003-01-16,17.545618057250977
2003-01-17,17.361473083496094
2003-01-21,17.05572509765625
2003-01-22,16.815996170043945
2003-01-23,16.934125900268555
2003-01-24,16.75519371032715
2003-01-27,16.30873680114746
2003-01-28,16.378223419189453
2003-01-29,16.338268280029297
2003-01-30,16.32784080505371
2003-01-31,16.459869384765625
2003-02-03,16.718713760375977
2003-02-04,16.47724151611328
2003-02-05,16.505035400390625
2003-02-06,16.345218658447266
2003-02-07,16.10895347595215
2003-02-10,16.1645450592041
2003-02-11,16.242721557617188
2003-02-12,16.070735931396484
2003-02-13,16.306995391845703
2003-02-14,16.461605072021484
2003-02-18,16.703075408935547
2003-02-19,16.31220817565918
2003-02-20,16.32957649230957
2003-02-21,16.43381118774414
2003-02-24,16.234033584594727
2003-02-25,16.034252166748047
2003-02-26,15.843162536621094
2003-02-27,15.865744590759277
2003-02-28,16.11243438720703
2003-03-03,16.181921005249023
2003-03-04,15.947400093078613
2003-03-05,15.973458290100098
2003-03-06,15.791051864624023
2003-03-07,15.676399230957031
2003-03-10,15.242101669311523
2003-03-11,15.191715240478516
2003-03-12,15.016263961791992
2003-03-13,15.445350646972656
2003-03-14,15.521784782409668
2003-03-17,15.959559440612793
2003-03-18,16.027305603027344
2003-03-19,16.11243438720703
2003-03-20,16.214927673339844
2003-03-21,16.607528686523438
2003-03-24,16.06900405883789
2003-03-25,16.247936248779297
2003-03-26,16.25661849975586
2003-03-27,16.147178649902344
2003-03-28,16.04294204711914
2003-03-31,15.738932609558105
2003-04-01,15.983877182006836
2003-04-02,16.247936248779297
2003-04-03,16.157596588134766
2003-04-04,16.37474250793457
2003-04-07,16.586685180664062
2003-04-08,16.59015655517578
2003-04-09,16.527620315551758
2003-04-10,16.4424991607666
2003-04-11,16.34868812561035
2003-04-14,16.59710693359375
2003-04-15,16.824676513671875
2003-04-16,16.713504791259766
2003-04-17,16.954965591430664
2003-04-21,16.895904541015625
2003-04-22,17.14084815979004
2003-04-23,17.29198455810547
2003-04-24,17.15648078918457
2003-04-25,16.852474212646484
2003-04-28,17.15126609802246
2003-04-29,17.250289916992188
2003-04-30,17.338882446289062
2003-05-01,17.410112380981445
2003-05-02,17.56124496459961
2003-05-05,17.69501495361328
2003-05-06,18.068506240844727
2003-05-07,17.901744842529297
2003-05-08,17.632469177246094
2003-05-09,17.85483169555664
2003-05-12,17.997285842895508
2003-05-13,17.99554443359375
2003-05-14,18.000755310058594
2003-05-15,18.03203010559082
2003-05-16,18.2543888092041
2003-05-19,17.76102638244629
2003-05-20,17.93821907043457
2003-05-21,17.752336502075195
2003-05-22,17.990333557128906
2003-05-23,18.09282875061035
2003-05-27,18.249176025390625
2003-05-28,18.33603858947754
2003-05-29,18.422889709472656
2003-05-30,18.4576416015625
2003-06-02,18.629623413085938
2003-06-03,18.674793243408203
2003-06-04,18.78770637512207
2003-06-05,18.977062225341797
2003-06-06,19.091712951660156
2003-06-09,18.954469680786133
2003-06-10,19.107343673706055
2003-06-11,19.421775817871094
2003-06-12,19.473892211914062
2003-06-13,19.360980987548828
2003-06-16,19.644134521484375
2003-06-17,19.68409538269043
2003-06-18,19.62850570678711
2003-06-19,19.39572525024414
2003-06-20,19.421775817871094
2003-06-23,19.20636558532715
2003-06-24,19.055227279663086
2003-06-25,18.865875244140625
2003-06-26,18.952733993530273
2003-06-27,18.810287475585938
2003-06-30,18.81549835205078
2003-07-01,18.926681518554688
2003-07-02,19.300174713134766
2003-07-03,19.19594383239746
2003-07-07,19.54859161376953
2003-07-08,19.456520080566406
2003-07-09,19.355762481689453
2003-07-10,19.25674057006836
2003-07-11,19.21505355834961
2003-07-14,19.421775817871094
2003-07-15,19.239376068115234
2003-07-16,19.095190048217773
2003-07-17,18.7963924407959
2003-07-18,19.091712951660156
2003-07-21,18.945789337158203
2003-07-22,18.90062713623047
2003-07-23,19.180309295654297
2003-07-24,19.211576461791992
2003-07-25,19.453044891357422
2003-07-28,19.503427505493164
2003-07-29,19.421775817871094
2003-07-30,19.26021957397461
2003-07-31,19.100399017333984
2003-08-01,19.096925735473633
2003-08-04,19.152507781982422
2003-08-05,18.97358512878418
2003-08-06,18.944047927856445
2003-08-07,19.056964874267578
2003-08-08,19.11604118347168
2003-08-11,19.300174713134766
2003-08-12,19.38182258605957
2003-08-13,19.39572525024414
2003-08-14,19.671934127807617
2003-08-15,19.626766204833984
2003-08-18,19.899503707885742
2003-08-19,19.8560791015625
2003-08-20,19.819591522216797
2003-08-21,19.8560791015625
2003-08-22,19.74142074584961
2003-08-25,19.661508560180664
2003-08-26,19.55901527404785
2003-08-27,19.59376335144043
2003-08-28,19.708406448364258
2003-08-29,19.729267120361328
2003-09-02,20.028060913085938
2003-09-03,20.29037857055664
2003-09-04,20.266050338745117
2003-09-05,20.306001663208008
2003-09-08,20.396345138549805
2003-09-09,20.43629264831543
2003-09-10,20.229568481445312
2003-09-11,20.342485427856445
2003-09-12,20.429346084594727
2003-09-15,20.48841094970703
2003-09-16,20.691667556762695
2003-09-17,20.827165603637695
2003-09-18,21.046043395996094
2003-09-19,20.96787452697754
2003-09-22,20.73162078857422
2003-09-23,20.778522491455078
2003-09-24,20.67776870727539
2003-09-25,20.411970138549805
2003-09-26,20.32512092590332
2003-09-29,20.585695266723633
2003-09-30,20.32512092590332
2003-10-01,20.99219512939453
2003-10-02,20.95920181274414
2003-10-03,21.264936447143555
2003-10-06,21.487293243408203
2003-10-07,21.454286575317383
2003-10-08,21.365690231323242
2003-10-09,21.51334571838379
2003-10-10,21.603687286376953
2003-10-13,21.817367553710938
2003-10-14,21.932008743286133
2003-10-15,21.723552703857422
2003-10-16,21.853843688964844
2003-10-17,21.740922927856445
2003-10-20,21.97370719909668
2003-10-21,21.89901351928711
2003-10-22,21.685338973999023
2003-10-23,21.410856246948242
2003-10-24,21.45255470275879
2003-10-27,21.548107147216797
2003-10-28,21.801721572875977
2003-10-29,21.77566909790039
2003-10-30,21.79998779296875
2003-10-31,21.6453800201416
2003-11-03,21.754817962646484
2003-11-04,21.874683380126953
2003-11-05,21.749614715576172
2003-11-06,21.55852699279785
2003-11-07,21.75830078125
2003-11-10,21.577627182006836
2003-11-11,21.4959774017334
2003-11-12,21.944183349609375
2003-11-13,22.06925392150879
2003-11-14,21.919858932495117
2003-11-17,21.54288101196289
2003-11-18,21.62800407409668
2003-11-19,21.680126190185547
2003-11-20,21.541147232055664
2003-11-21,21.773927688598633
2003-11-24,21.937232971191406
2003-11-25,21.971961975097656
2003-11-26,22.15785026550293
2003-11-28,22.192596435546875
2003-12-01,22.632104873657227
2003-12-02,22.685955047607422
2003-12-03,22.731124877929688
2003-12-04,22.78323745727539
2003-12-05,22.619953155517578
2003-12-08,22.80929183959961
2003-12-09,22.713756561279297
2003-12-10,22.55045509338379
2003-12-11,22.800609588623047
2003-12-12,22.87531280517578
2003-12-15,22.722434997558594
2003-12-16,23.013591766357422
2003-12-17,22.959545135498047
2003-12-18,23.30126953125
2003-12-19,23.17051124572754
2003-12-22,23.323646545410156
2003-12-23,23.3730411529541
2003-12-24,23.429494857788086
2003-12-26,23.38715934753418
2003-12-29,23.780593872070312
2003-12-30,23.82646369934082
2003-12-31,24.131685256958008
2004-01-02,24.196956634521484
2004-01-05,24.6627197265625
2004-01-06,24.69977569580078
2004-01-07,24.452783584594727
2004-01-08,24.80386734008789
2004-01-09,24.64684295654297
2004-01-12,24.639793395996094
2004-01-13,24.49687957763672
2004-01-14,24.708600997924805
2004-01-15,24.558639526367188
2004-01-16,24.470415115356445
2004-01-20,24.735057830810547
2004-01-21,25.034984588623047
2004-01-22,25.05086326599121
2004-01-23,24.782699584960938
2004-01-26,24.86208724975586
2004-01-27,24.752710342407227
2004-01-28,24.435129165649414
2004-01-29,24.466890335083008
2004-01-30,24.40338134765625
2004-02-02,24.346921920776367
2004-02-03,24.391021728515625
2004-02-04,24.12638282775879
2004-02-05,24.226945877075195
2004-02-06,24.683895111083984
2004-02-09,24.83915138244629
2004-02-10,24.94676971435547
2004-02-11,25.22905731201172
2004-02-12,25.008522033691406
2004-02-13,24.976762771606445
2004-02-17,25.458404541015625
2004-02-18,25.10556411743164
2004-02-19,25.273162841796875
2004-02-20,24.964418411254883
2004-02-23,25.034984588623047
2004-02-24,24.937957763671875
2004-02-25,24.752710342407227
2004-02-26,24.76152801513672
2004-02-27,24.964418411254883
2004-03-01,25.299625396728516
2004-03-02,24.893840789794922
2004-03-03,24.840913772583008
2004-03-04,24.920307159423828
2004-03-05,25.21141242980957
2004-03-08,25.049100875854492
2004-03-09,24.876201629638672
2004-03-10,24.47747802734375
2004-03-11,24.080514907836914
2004-03-12,24.292236328125
2004-03-15,23.879392623901367
2004-03-16,24.09992790222168
2004-03-17,24.60274314880371
2004-03-18,24.59391975402832
2004-03-19,24.27635383605957
2004-03-22,23.960548400878906
2004-03-23,24.14403533935547
2004-03-24,24.048768997192383
2004-03-25,24.50570297241211
2004-03-26,24.399845123291016
2004-03-29,24.752710342407227
2004-03-30,24.805622100830078
2004-03-31,24.982053756713867
2004-04-01,25.313737869262695
2004-04-02,25.386070251464844
2004-04-05,25.386070251464844
2004-04-06,25.30844497680664
2004-04-07,25.347259521484375
2004-04-08,25.294336318969727
2004-04-12,25.458404541015625
2004-04-13,25.13202476501465
2004-04-14,24.872671127319336
2004-04-15,24.69977569580078
2004-04-16,24.964418411254883
2004-04-19,24.990880966186523
2004-04-20,24.64684295654297
2004-04-21,24.8144474029541
2004-04-22,24.990880966186523
2004-04-23,24.955591201782227
2004-04-26,24.948537826538086
2004-04-27,24.973234176635742
2004-04-28,24.512767791748047
2004-04-29,24.249889373779297
2004-04-30,24.135210037231445
2004-05-03,24.3822021484375
2004-05-04,24.692716598510742
2004-05-05,24.964418411254883
2004-05-06,24.435129165649414
2004-05-07,23.773534774780273
2004-05-10,23.16486167907715
2004-05-11,23.332468032836914
2004-05-12,23.482425689697266
2004-05-13,23.235429763793945
2004-05-14,23.216026306152344
2004-05-17,22.96196937561035
2004-05-18,23.2054386138916
2004-05-19,23.43479347229004
2004-05-20,23.464780807495117
2004-05-21,23.63768768310547
2004-05-24,23.78940773010254
2004-05-25,24.14403533935547
2004-05-26,24.09992790222168
2004-05-27,24.558639526367188
2004-05-28,24.410425186157227
2004-06-01,24.468660354614258
2004-06-02,24.539230346679688
2004-06-03,24.302814483642578
2004-06-04,24.59391975402832
2004-06-07,25.13730812072754
2004-06-08,24.99616813659668
2004-06-09,24.567459106445312
2004-06-10,24.858562469482422
2004-06-14,24.260465621948242
2004-06-15,24.69095802307129
2004-06-16,24.68213653564453
2004-06-17,24.840913772583008
2004-06-18,24.885013580322266
2004-06-21,24.79681968688965
2004-06-22,24.807388305664062
2004-06-23,24.964418411254883
2004-06-24,25.061443328857422
2004-06-25,24.969715118408203
2004-06-28,25.123193740844727
2004-06-29,25.070270538330078
2004-06-30,25.22905731201172
2004-07-01,24.91148567199707
2004-07-02,25.05086326599121
2004-07-06,24.638019561767578
2004-07-07,24.929126739501953
2004-07-08,24.77035140991211
2004-07-09,24.98029136657715
2004-07-12,25.052627563476562
2004-07-13,24.929126739501953
2004-07-14,24.78799057006836
2004-07-15,24.47924041748047
2004-07-16,24.676843643188477
2004-07-19,24.69624900817871
2004-07-20,24.708600997924805
2004-07-21,24.17225456237793
2004-07-22,24.302814483642578
2004-07-23,23.854690551757812
2004-07-26,23.854690551757812
2004-07-27,24.002891540527344
2004-07-28,24.03464698791504
2004-07-29,24.06464195251465
2004-07-30,24.15285301208496
2004-08-02,24.267532348632812
2004-08-03,24.108749389648438
2004-08-04,24.105215072631836
2004-08-05,23.7470760345459
2004-08-06,23.711782455444336
2004-08-09,23.685317993164062
2004-08-10,23.879392623901367
2004-08-11,23.79999542236328
2004-08-12,23.53536033630371
2004-08-13,23.676494598388672
2004-08-16,23.914674758911133
2004-08-17,23.932310104370117
2004-08-18,24.11404037475586
2004-08-19,24.057588577270508
2004-08-20,24.170495986938477
2004-08-23,23.974651336669922
2004-08-24,23.969369888305664
2004-08-25,24.223421096801758
2004-08-26,24.24106216430664
2004-08-27,24.302814483642578
2004-08-30,24.214601516723633
2004-08-31,24.4404239654541
2004-09-01,24.46160316467285
2004-09-02,24.71742057800293
2004-09-03,24.389265060424805
2004-09-07,24.729759216308594
2004-09-08,24.71742057800293
2004-09-09,24.638019561767578
2004-09-10,24.823274612426758
2004-09-13,24.91148567199707
2004-09-14,24.973234176635742
2004-09-15,24.615095138549805
2004-09-16,24.77739715576172
2004-09-17,24.858562469482422
2004-09-20,24.703311920166016
2004-09-21,25.089675903320312
2004-09-22,24.68213653564453
2004-09-23,24.615095138549805
2004-09-24,24.64684295654297
2004-09-27,24.523347854614258
2004-09-28,24.763290405273438
2004-09-29,24.858562469482422
2004-09-30,24.94676971435547
2004-10-01,25.33491325378418
2004-10-04,25.37372398376465
2004-10-05,25.38783836364746
2004-10-06,25.483110427856445
2004-10-07,25.30844497680664
2004-10-08,25.484882354736328
2004-10-11,25.546627044677734
2004-10-12,25.25551986694336
2004-10-13,25.0790958404541
2004-10-14,24.94676971435547
2004-10-15,25.230815887451172
2004-10-18,25.331382751464844
2004-10-19,25.2819766998291
2004-10-20,25.379024505615234
2004-10-21,25.527223587036133
2004-10-22,25.37019157409668
2004-10-25,25.343734741210938
2004-10-26,25.484882354736328
2004-10-27,25.749521255493164
2004-10-28,25.82008934020996
2004-10-29,25.82008934020996
2004-11-01,25.864192962646484
2004-11-02,26.0653133392334
2004-11-03,26.37406349182129
2004-11-04,26.74280548095703
2004-11-05,26.868059158325195
2004-11-08,26.681058883666992
2004-11-09,26.614004135131836
2004-11-10,26.562850952148438
2004-11-11,26.852184295654297
2004-11-12,27.16975212097168
2004-11-15,27.196210861206055
2004-11-16,26.966861724853516
2004-11-17,27.31089973449707
2004-11-18,27.2491397857666
2004-11-19,27.072721481323242
2004-11-22,27.15210723876953
2004-11-23,27.205041885375977
2004-11-24,27.328535079956055
2004-11-26,27.487327575683594
2004-11-29,27.575531005859375
2004-11-30,27.39028549194336
2004-12-01,27.866634368896484
2004-12-02,27.822532653808594
2004-12-03,27.98837661743164
2004-12-06,27.817241668701172
2004-12-07,27.665510177612305
2004-12-08,27.646100997924805
2004-12-09,27.53142738342285
2004-12-10,27.26150131225586
2004-12-13,27.67256736755371
2004-12-14,27.68138885498047
2004-12-15,27.8489933013916
2004-12-16,27.67256736755371
2004-12-17,27.593177795410156
2004-12-20,27.84546661376953
2004-12-21,28.041309356689453
2004-12-22,28.083637237548828
2004-12-23,28.26797866821289
2004-12-27,28.490110397338867
2004-12-28,28.67999839782715
2004-12-29,28.542062759399414
2004-12-30,28.545642852783203
2004-12-31,28.706863403320312
2005-01-03,28.500850677490234
2005-01-04,27.954483032226562
2005-01-05,27.936573028564453
2005-01-06,27.936573028564453
2005-01-07,27.81117057800293
2005-01-10,27.936573028564453
2005-01-11,27.88283348083496
2005-01-12,28.106752395629883
2005-01-13,27.864912033081055
2005-01-14,27.999269485473633
2005-01-18,28.020776748657227
2005-01-19,27.73056411743164
2005-01-20,27.546051025390625
2005-01-21,27.655330657958984
2005-01-24,27.703689575195312
2005-01-25,27.712646484375
2005-01-26,28.047632217407227
2005-01-27,28.08883285522461
2005-01-28,28.02614974975586
2005-01-31,28.160493850708008
2005-02-01,28.336044311523438
2005-02-02,28.37544822692871
2005-02-03,28.221393585205078
2005-02-04,28.366500854492188
2005-02-07,28.18736457824707
2005-02-08,28.18736457824707
2005-02-09,28.115705490112305
2005-02-10,28.40770721435547
2005-02-11,28.60475730895996
2005-02-14,28.82689094543457
2005-02-15,29.02035903930664
2005-02-16,28.76418685913086
2005-02-17,28.823305130004883
2005-02-18,28.966611862182617
2005-02-22,28.898536682128906
2005-02-23,28.91287612915039
2005-02-24,28.957658767700195
2005-02-25,29.2944278717041
2005-02-28,29.22636604309082
2005-03-01,29.387588500976562
2005-03-02,29.167253494262695
2005-03-03,29.181577682495117
2005-03-04,29.692123413085938
2005-03-07,29.56673240661621
2005-03-08,29.6473388671875
2005-03-09,29.512977600097656
2005-03-10,29.609718322753906
2005-03-11,29.60255241394043
2005-03-14,29.507612228393555
2005-03-15,29.324886322021484
2005-03-16,29.358930587768555
2005-03-17,29.324886322021484
2005-03-18,29.26578712463379
2005-03-21,29.066940307617188
2005-03-22,28.733736038208008
2005-03-23,28.542062759399414
2005-03-24,28.536680221557617
2005-03-28,28.536680221557617
2005-03-29,28.241107940673828
2005-03-30,28.472200393676758
2005-03-31,28.45965576171875
2005-04-01,28.393373489379883
2005-04-04,28.40232276916504
2005-04-05,28.55459213256836
2005-04-06,28.63520050048828
2005-04-07,28.75164794921875
2005-04-08,28.75164794921875
2005-04-11,28.859132766723633
2005-04-12,28.930782318115234
2005-04-13,28.62625503540039
2005-04-14,28.250062942504883
2005-04-15,27.90433120727539
2005-04-18,27.802223205566406
2005-04-19,28.171245574951172
2005-04-20,27.81117057800293
2005-04-21,28.314552307128906
2005-04-22,28.2142333984375
2005-04-25,28.362918853759766
2005-04-26,28.00822639465332
2005-04-27,27.932987213134766
2005-04-28,27.55680274963379
2005-04-29,27.999269485473633
2005-05-02,27.990314483642578
2005-05-03,28.05121612548828
2005-05-04,28.384418487548828
2005-05-05,28.425615310668945
2005-05-06,28.302013397216797
2005-05-09,28.366500854492188
2005-05-10,27.9724063873291
2005-05-11,28.097793579101562
2005-05-12,27.74847412109375
2005-05-13,27.587251663208008
