Date,SHY,IEI,IEF,TLT
2023-05-12,72.6924057006836,106.19575500488281,88.16966247558594,90.81684112548828
2023-05-15,72.70124053955078,106.14196014404297,87.97465515136719,89.87615203857422
2023-05-16,72.61276245117188,105.8996810913086,87.69100952148438,89.60615539550781
2023-05-17,72.53314208984375,105.59464263916016,87.40735626220703,89.34485626220703
2023-05-18,72.40045928955078,105.12806701660156,86.86664581298828,88.68293762207031
2023-05-19,72.3473892211914,104.84992980957031,86.53868865966797,88.05581665039062
2023-05-22,72.32080841064453,104.78714752197266,86.37914276123047,87.7422866821289
2023-05-23,72.31200408935547,104.89480590820312,86.52095794677734,87.99483489990234
2023-05-24,72.22352600097656,104.67048645019531,86.29936981201172,87.5593490600586
2023-05-25,72.06429290771484,104.12315368652344,85.75868225097656,87.34163665771484
2023-05-26,72.04661560058594,104.0513916015625,85.918212890625,88.04710388183594
2023-05-30,72.18814849853516,104.6435546875,86.5918960571289,88.92679595947266
2023-05-31,72.25890350341797,104.86784362792969,86.91985321044922,89.70195770263672
2023-06-01,72.37152099609375,105.16450500488281,87.16149139404297,90.05391693115234
2023-06-02,72.1675796508789,104.51728820800781,86.46849060058594,89.06708526611328
2023-06-05,72.18528747558594,104.5532455444336,86.44185638427734,88.90116882324219
2023-06-06,72.14982604980469,104.51728820800781,86.49513244628906,89.42514038085938
2023-06-07,72.09661102294922,104.13072967529297,85.86433410644531,88.09772491455078
2023-06-08,72.21186828613281,104.5532455444336,86.44185638427734,89.12822723388672
2023-06-09,72.0788803100586,104.22064971923828,86.13086700439453,89.00593566894531
2023-06-12,72.1409912109375,104.39143371582031,86.27301788330078,89.26797485351562
2023-06-13,72.00794982910156,103.88804626464844,85.65995788574219,88.38589477539062
2023-06-14,71.96358489990234,103.85209655761719,85.77546691894531,89.09327697753906
2023-06-15,72.1143798828125,104.3824462890625,86.44185638427734,89.9491195678711
2023-06-16,72.01679229736328,104.0318832397461,86.06864929199219,89.59980010986328
2023-06-20,72.04341888427734,104.1937026977539,86.32637023925781,90.21983337402344
2023-06-21,72.04341888427734,104.23863983154297,86.40631103515625,90.43817138671875
2023-06-22,71.96358489990234,103.90603637695312,85.91761016845703,89.3465347290039
2023-06-23,72.0256576538086,104.08580780029297,86.27301788330078,90.23728942871094
2023-06-26,72.0788803100586,104.2835922241211,86.48626708984375,90.3333740234375
2023-06-27,71.97246551513672,103.98693084716797,86.18414306640625,90.09757232666016
2023-06-28,72.05227661132812,104.25664520263672,86.53067016601562,90.4818344116211
2023-06-29,71.87493133544922,103.5823974609375,85.64220428466797,88.84874725341797
2023-06-30,71.90154266357422,103.60940551757812,85.82877349853516,89.89673614501953
2023-07-03,71.81795501708984,103.32298278808594,85.4565200805664,89.38710021972656
2023-07-05,71.80017852783203,103.10681915283203,85.04679870605469,88.53768157958984
2023-07-06,71.7557144165039,102.6294937133789,84.35209655761719,87.28550720214844
2023-07-07,71.83575439453125,102.67449188232422,84.24519348144531,86.7601089477539
2023-07-10,71.94241333007812,103.15185546875,84.68165588378906,86.87393951416016
2023-07-11,71.93351745605469,103.17886352539062,84.8597412109375,87.32051086425781
2023-07-12,72.14691162109375,103.93538665771484,85.68804931640625,88.29253387451172
2023-07-13,72.35139465332031,104.60189819335938,86.40056610107422,89.2207260131836
2023-07-14,72.16470336914062,104.13355255126953,85.97306823730469,88.69529724121094
2023-07-17,72.19136810302734,104.2596664428711,86.11556243896484,88.73908233642578
2023-07-18,72.19136810302734,104.28667449951172,86.21353912353516,89.14191436767578
2023-07-19,72.21803283691406,104.44880676269531,86.50743103027344,90.14888763427734
2023-07-20,72.1291275024414,103.97144317626953,85.82164001464844,89.0543441772461
2023-07-21,72.13801574707031,103.97144317626953,85.89289093017578,89.08062744140625
2023-07-24,72.04911804199219,103.75528717041016,85.68804931640625,88.75659942626953
2023-07-25,72.04021453857422,103.64720916748047,85.5277328491211,88.59024047851562
2023-07-26,72.11137390136719,103.91741180419922,85.82164001464844,88.67780303955078
2023-07-27,72.004638671875,103.33199310302734,84.88646697998047,86.9527587890625
2023-07-28,72.10245513916016,103.59315490722656,85.1625747680664,87.39936065673828
2023-07-31,72.1202392578125,103.6832275390625,85.26945495605469,87.6094970703125
2023-08-01,72.05962371826172,103.39265441894531,84.77123260498047,86.1738510131836
2023-08-02,72.09526062011719,103.38362121582031,84.6015396118164,85.25189971923828
2023-08-03,72.12200164794922,103.12191009521484,83.9765625,83.28498840332031
2023-08-04,72.26464080810547,103.78972625732422,84.86944580078125,84.76017761230469
2023-08-07,72.29138946533203,103.73558807373047,84.66407012939453,83.92597961425781
2023-08-08,72.32703399658203,103.97924041748047,85.09265899658203,84.90067291259766
2023-08-09,72.28247833251953,103.9250717163086,85.14622497558594,85.33968353271484
2023-08-10,72.24681091308594,103.53704833984375,84.4944076538086,83.93474578857422
2023-08-11,72.17548370361328,103.15801239013672,84.04794311523438,83.7416000366211
2023-08-14,72.11309051513672,102.96852111816406,83.91403198242188,83.55720520019531
2023-08-15,72.13984680175781,102.93241882324219,83.75331115722656,83.04792022705078
2023-08-16,72.10418701171875,102.73385620117188,83.431884765625,82.39815521240234
2023-08-17,72.18441772460938,102.78801727294922,83.3247299194336,82.04695129394531
2023-08-18,72.21116638183594,102.93241882324219,83.57473754882812,82.33666229248047
2023-08-21,72.13094329833984,102.58042907714844,83.05685424804688,81.23908233642578
2023-08-22,72.09526062011719,102.50824737548828,83.09259033203125,81.862548828125
2023-08-23,72.22898864746094,103.08582305908203,83.99439239501953,83.890869140625
2023-08-24,72.18441772460938,102.88729095458984,83.681884765625,83.3376693725586
2023-08-25,72.13984680175781,102.77899932861328,83.65509033203125,83.6098861694336
2023-08-28,72.18441772460938,102.95044708251953,83.88726806640625,83.69768524169922
2023-08-29,72.34486389160156,103.48291015625,84.48548126220703,84.56697082519531
2023-08-30,72.34486389160156,103.46484375,84.47659301757812,84.47917938232422
2023-08-31,72.4161605834961,103.65435028076172,84.6462173461914,84.85674285888672
2023-09-01,72.37684631347656,103.33966064453125,84.12879180908203,83.53480529785156
2023-09-05,72.28748321533203,103.06842041015625,83.6185531616211,82.36347198486328
2023-09-06,72.20706176757812,102.77903747558594,83.40369415283203,82.56605529785156
2023-09-07,72.34111022949219,103.08647155761719,83.69017028808594,82.79502868652344
2023-09-08,72.30535125732422,103.03223419189453,83.70805358886719,83.11205291748047
2023-09-11,72.32323455810547,102.98699951171875,83.5648422241211,82.51319122314453
2023-09-12,72.28748321533203,102.98699951171875,83.68121337890625,82.98876953125
2023-09-13,72.35005187988281,103.12264251708984,83.77967834472656,82.97115325927734
2023-09-14,72.33218383789062,103.00508880615234,83.59168243408203,82.3722915649414
2023-09-15,72.29641723632812,102.83329772949219,83.33210754394531,81.8702621459961
2023-09-18,72.28748321533203,102.82422637939453,83.41264343261719,82.3370361328125
2023-09-19,72.2338638305664,102.59818267822266,83.10828399658203,81.72936248779297
2023-09-20,72.189208984375,102.48963165283203,83.04560852050781,81.98477935791016
2023-09-21,72.22493743896484,102.23648071289062,82.42796325683594,79.8798828125
2023-09-22,72.29641723632812,102.48963165283203,82.7502212524414,80.5228042602539
2023-09-25,72.26960754394531,102.24551391601562,82.1415023803711,78.54121398925781
2023-09-26,72.27853393554688,102.22743225097656,82.1146469116211,78.26821899414062
2023-09-27,72.22493743896484,101.96520233154297,81.74764251708984,77.8630599975586
2023-09-28,72.35005187988281,102.27263641357422,81.97142791748047,78.1008529663086
2023-09-29,72.35896301269531,102.32688903808594,81.98931121826172,78.10967254638672
2023-10-02,72.28643035888672,101.9036865234375,81.32424926757812,76.8021011352539
2023-10-03,72.23265838623047,101.50496673583984,80.65111541748047,75.14994049072266
2023-10-04,72.39392852783203,101.92181396484375,81.1627197265625,76.21017456054688
2023-10-05,72.4655990600586,102.1393051147461,81.31529998779297,75.83025360107422
2023-10-06,72.40289306640625,101.79496002197266,80.83959197998047,74.91143035888672
2023-10-09,72.617919921875,102.61959075927734,81.87177276611328,76.66957092285156
2023-10-10,72.57308959960938,102.4474105834961,81.71019744873047,76.56355285644531
2023-10-11,72.55519104003906,102.58330535888672,82.15895080566406,78.16268157958984
2023-10-12,72.4655990600586,102.12118530273438,81.36913299560547,76.04228973388672
2023-10-13,72.51040649414062,102.38397979736328,81.88969421386719,77.40286254882812
2023-10-16,72.4655990600586,102.08492279052734,81.405029296875,76.15714263916016
2023-10-17,72.3043441772461,101.42337799072266,80.60623168945312,75.31784057617188
2023-10-18,72.3043441772461,101.19683837890625,80.22928619384766,74.65520477294922
2023-10-19,72.40289306640625,101.1424789428711,79.83439636230469,73.12673950195312
2023-10-20,72.51937103271484,101.57744598388672,80.30107116699219,73.5420150756836
2023-10-23,72.56414031982422,101.81307220458984,80.67805480957031,74.42552185058594
2023-10-24,72.54622650146484,101.80401611328125,80.82166290283203,75.40618896484375
2023-10-25,72.4655990600586,101.38714599609375,80.11259460449219,73.7275161743164
2023-10-26,72.60897827148438,101.88554382324219,80.72295379638672,74.85841369628906
2023-10-27,72.65375518798828,102.05772399902344,80.84857940673828,74.54035949707031
2023-10-30,72.62687683105469,101.8583755493164,80.5793228149414,74.20464324951172
2023-10-31,72.5999984741211,101.75872039794922,80.40879821777344,73.84242248535156
2023-11-01,72.76171875,102.44454193115234,81.33490753173828,75.44347381591797
2023-11-02,72.77071380615234,102.61717224121094,81.83891296386719,77.163330078125
2023-11-03,72.96839141845703,103.25308227539062,82.46892547607422,77.68639373779297
2023-11-06,72.83361053466797,102.84426879882812,81.9919204711914,76.93282318115234
2023-11-07,72.88751983642578,103.11681365966797,82.45990753173828,78.06755065917969
2023-11-08,72.86952209472656,103.23490905761719,82.7929458618164,79.39737701416016
2023-11-09,72.76171875,102.67166900634766,81.97393035888672,77.57112884521484
2023-11-10,72.77970886230469,102.67166900634766,82.06391143798828,78.0055160522461
2023-11-13,72.80665588378906,102.71710968017578,82.01892852783203,77.82820892333984
2023-11-14,73.09417724609375,103.7254867553711,83.251953125,79.5924301147461
2023-11-15,72.95940399169922,103.25308227539062,82.60395050048828,78.47537994384766
2023-11-16,73.08519744873047,103.74364471435547,83.2249526977539,79.45059967041016
2023-11-17,73.0312728881836,103.66188049316406,83.2789535522461,79.8228988647461
2023-11-20,73.04024505615234,103.7254867553711,83.39598846435547,80.31047821044922
2023-11-21,73.08519744873047,103.8617172241211,83.50394439697266,80.2750473022461
2023-11-22,73.09417724609375,103.79814147949219,83.47698211669922,80.55873107910156
2023-11-24,73.04024505615234,103.54379272460938,83.0449447631836,79.61014556884766
2023-11-27,73.13011932373047,103.96166229248047,83.67495727539062,80.93994140625
2023-11-28,73.264892578125,104.37954711914062,84.04396057128906,81.09951782226562
2023-11-29,73.40866088867188,104.7247314453125,84.48500061035156,82.11901092529297
2023-11-30,73.36372375488281,104.50672912597656,84.07097625732422,81.17041015625
2023-12-01,73.57733917236328,105.13048553466797,84.86419677734375,82.6991958618164
2023-12-04,73.46916198730469,104.80265808105469,84.51226043701172,82.37015533447266
2023-12-05,73.55931091308594,105.19424438476562,85.10785675048828,84.13992309570312
2023-12-06,73.54127502441406,105.32170867919922,85.4598159790039,85.26048278808594
2023-12-07,73.59537506103516,105.32170867919922,85.33345794677734,84.7713394165039
2023-12-08,73.4331283569336,104.80265808105469,84.78300476074219,84.07766723632812
2023-12-11,73.45115661621094,104.811767578125,84.79199981689453,83.89981842041016
2023-12-12,73.46016693115234,104.94837188720703,84.97250366210938,84.14881134033203
2023-12-13,73.82966613769531,106.06842041015625,86.23591613769531,86.12312316894531
2023-12-14,73.95624542236328,106.53581237792969,86.9527359008789,88.36344909667969
2023-12-15,73.8748779296875,106.3989028930664,86.88032531738281,88.46160125732422
2023-12-18,73.8658218383789,106.27111053466797,86.69023895263672,87.75675201416016
2023-12-19,73.89297485351562,106.36238098144531,86.85316467285156,88.2296142578125
2023-12-20,73.99241638183594,106.71841430664062,87.27857971191406,88.827392578125
2023-12-21,74.0647201538086,106.71841430664062,87.1427993774414,88.26530456542969
2023-12-22,74.09188079833984,106.70928192138672,87.06135559082031,87.86383056640625
2023-12-26,74.05567932128906,106.68190002441406,87.11565399169922,88.11365509033203
2023-12-27,74.1460952758789,107.14746856689453,87.79446411132812,89.67499542236328
2023-12-28,74.13706970214844,106.95579528808594,87.45957946777344,89.02366638183594
2023-12-29,74.17321014404297,106.92835998535156,87.24237060546875,88.220703125
2024-01-02,74.08282470703125,106.61801147460938,86.9165267944336,87.71214294433594
2024-01-03,74.10089874267578,106.76406860351562,87.12470245361328,88.07794189453125
2024-01-04,74.05567932128906,106.4262924194336,86.59974670410156,86.73963928222656
2024-01-05,74.0376205444336,106.24370574951172,86.28294372558594,85.90989685058594
2024-01-08,74.10089874267578,106.46278381347656,86.5726089477539,86.75749206542969
2024-01-09,74.11900329589844,106.49017333984375,86.53640747070312,86.2043228149414
2024-01-10,74.11900329589844,106.4262924194336,86.40062713623047,85.8028564453125
2024-01-11,74.290771484375,106.90096282958984,86.86222839355469,86.28462219238281
2024-01-12,74.4444580078125,107.17486572265625,87.0975570678711,86.1150894165039
2024-01-16,74.32693481445312,106.71841430664062,86.39155578613281,84.59835815429688
2024-01-17,74.18226623535156,106.35326385498047,86.1109848022461,84.46453094482422
2024-01-18,74.21845245361328,106.29847717285156,85.9209213256836,83.67939758300781
2024-01-19,74.16419219970703,106.24370574951172,85.92998504638672,83.94705963134766
2024-01-22,74.20037078857422,106.4262924194336,86.19247436523438,84.44670104980469
2024-01-23,74.1912841796875,106.3076171875,85.97522735595703,83.77754211425781
2024-01-24,74.15513610839844,106.13416290283203,85.7308578491211,83.28683471679688
2024-01-25,74.290771484375,106.48104858398438,86.10193634033203,83.83109283447266
2024-01-26,74.24559020996094,106.34414672851562,85.94808197021484,83.67047882080078
2024-01-29,74.3178939819336,106.69100952148438,86.4639663696289,84.6340560913086
2024-01-30,74.27266693115234,106.6088638305664,86.58163452148438,85.40135192871094
2024-01-31,74.4083023071289,107.25703430175781,87.30571746826172,86.2400131225586
2024-02-01,74.51893615722656,107.56541442871094,87.84648895263672,87.93170166015625
2024-02-02,74.28316497802734,106.68689727783203,86.7032699584961,85.98938751220703
2024-02-05,74.13809967041016,106.09205627441406,85.85942840576172,84.2529525756836
2024-02-06,74.2559585571289,106.47640228271484,86.32218170166016,85.076416015625
2024-02-07,74.22876739501953,106.3574447631836,86.16793823242188,84.66471862792969
2024-02-08,74.21061706542969,106.16527557373047,85.88666534423828,84.17240905761719
2024-02-09,74.18342590332031,106.05543518066406,85.73242950439453,84.00233459472656
2024-02-12,74.1925048828125,106.1378173828125,85.8140640258789,84.10079193115234
2024-02-13,73.95671081542969,105.2958755493164,84.87046813964844,82.65975189208984
2024-02-14,74.06553649902344,105.6161880493164,85.18802642822266,83.0804214477539
2024-02-15,74.13809967041016,105.79923248291016,85.4239273071289,83.51004791259766
