Date,NTSG.L,NTSG.DE
2026-02-26,31.3125,26.5
2026-02-27,31.325000762939453,26.479999542236328
2026-03-02,31.075000762939453,26.469999313354492
2026-03-03,30.56999969482422,26.385000228881836
2026-03-04,30.8125,26.489999771118164
2026-03-05,30.517499923706055,26.360000610351562
2026-03-06,30.272499084472656,
2026-03-09,30.235000610351562,26.030000686645508
2026-03-10,30.725000381469727,26.3700008392334
2026-03-11,30.337499618530273,26.184999465942383
2026-03-12,30.092500686645508,26.155000686645508
2026-03-13,29.69499969482422,26.0049991607666
2026-03-16,29.924999237060547,26.024999618530273
2026-03-17,30.110000610351562,26.204999923706055
2026-03-18,30.040000915527344,26.084999084472656
2026-03-19,29.575000762939453,25.655000686645508
2026-03-20,29.28499984741211,25.360000610351562
2026-03-23,29.309999465942383,25.15999984741211
2026-03-24,29.287500381469727,25.395000457763672
2026-03-25,29.415000915527344,25.420000076293945
2026-03-26,29.1924991607666,25.170000076293945
2026-03-27,29.22249984741211,25.065000534057617
2026-03-30,28.674999237060547,25.15999984741211
2026-03-31,28.985000610351562,25.15999984741211
2026-04-01,29.74250030517578,25.6299991607666
2026-04-02,29.725000381469727,25.665000915527344
2026-04-07,29.24250030517578,25.264999389648438
2026-04-08,30.204999923706055,25.854999542236328
2026-04-09,30.44499969482422,26.139999389648438
2026-04-10,30.635000228881836,26.170000076293945
2026-04-13,30.582500457763672,26.184999465942383
2026-04-14,31.09000015258789,26.315000534057617
2026-04-15,31.422500610351562,26.614999771118164
2026-04-16,31.52750015258789,26.799999237060547
2026-04-17,31.850000381469727,27.06999969482422
2026-04-20,31.639999389648438,26.860000610351562
2026-04-21,31.477500915527344,26.815000534057617
2026-04-22,31.475000381469727,26.90999984741211
2026-04-23,31.540000915527344,26.90999984741211
2026-04-24,31.422500610351562,26.844999313354492
2026-04-27,31.424999237060547,26.80500030517578
2026-04-28,31.334999084472656,26.825000762939453
2026-04-29,31.217500686645508,26.71500015258789
2026-04-30,31.415000915527344,26.854999542236328
2026-05-01,31.8125,
2026-05-04,,26.9950008392334
2026-05-05,31.707500457763672,27.09000015258789
2026-05-06,32.17250061035156,27.344999313354492
2026-05-07,32.29750061035156,27.540000915527344
2026-05-08,32.27750015258789,27.43000030517578
2026-05-11,32.474998474121094,27.575000762939453
2026-05-12,31.940000534057617,27.3799991607666
2026-05-13,32.1775016784668,27.5049991607666
2026-05-14,32.47999954223633,27.84000015258789
2026-05-15,32.09000015258789,27.6200008392334
2026-05-18,31.684999465942383,27.21500015258789
2026-05-19,31.752500534057617,27.389999389648438
2026-05-20,32.025001525878906,27.579999923706055
2026-05-21,32.10499954223633,27.725000381469727
2026-05-22,32.404998779296875,27.96500015258789
2026-05-25,,28.05500030517578
2026-05-26,32.630001068115234,28.084999084472656
2026-05-27,32.540000915527344,28.079999923706055
2026-05-28,32.834999084472656,28.135000228881836
2026-05-29,33.029998779296875,28.05500030517578
2026-06-01,32.95500183105469,28.524999618530273
2026-06-02,33.192501068115234,28.510000228881836
2026-06-03,33.04499816894531,28.489999771118164
2026-06-04,33.1150016784668,28.5
2026-06-05,32.837501525878906,28.225000381469727
2026-06-08,32.662498474121094,28.274999618530273
2026-06-09,32.14500045776367,27.834999084472656
2026-06-10,32.13249969482422,27.764999389648438
2026-06-11,32.00749969482422,27.770000457763672
2026-06-12,32.685001373291016,28.1299991607666
2026-06-15,33.09749984741211,28.350000381469727
2026-06-16,33.220001220703125,28.55500030517578
2026-06-17,33.227500915527344,28.719999313354492
2026-06-18,33.11000061035156,28.940000534057617
2026-06-19,33.119998931884766,28.8700008392334
2026-06-22,33.13999938964844,28.94499969482422
2026-06-23,32.727500915527344,28.790000915527344
2026-06-24,32.79999923706055,28.8799991607666
2026-06-25,32.744998931884766,28.729999542236328
2026-06-26,32.709999084472656,28.7450008392334
2026-06-29,32.79499816894531,28.719999313354492
2026-06-30,33.084999084472656,28.969999313354492
2026-07-01,33.15250015258789,29.200000762939453
2026-07-02,33.3224983215332,29.1299991607666
2026-07-03,33.442501068115234,29.209999084472656
2026-07-06,33.48500061035156,29.309999465942383
2026-07-07,33.3224983215332,29.200000762939453
2026-07-08,32.98500061035156,29.059999465942383
2026-07-09,33.404998779296875,29.18000030517578
2026-07-10,33.51499938964844,29.415000915527344
2026-07-13,33.592498779296875,29.489999771118164
2026-07-14,33.60749816894531,29.485000610351562
2026-07-15,33.68000030517578,29.514999389648438
2026-07-16,33.625,29.389999389648438
2026-07-17,33.33000183105469,29.239999771118164
2026-07-20,33.29249954223633,29.15999984741211
2026-07-21,33.43000030517578,29.290000915527344
2026-07-22,33.459999084472656,29.360000610351562
2026-07-23,33.03499984741211,29.030000686645508
2026-07-24,33.150001525878906,29.2450008392334
2026-07-27,33.33000183105469,29.18000030517578
2026-07-28,33.17499923706055,29.25
2026-07-29,33.209999084472656,29.125
2026-07-30,33.33250045776367,29.079999923706055
2026-07-31,33.53499984741211,29.114999771118164
2026-08-03,33.9275016784668,29.614999771118164
2026-08-04,34.400001525878906,29.860000610351562
2026-08-05,34.165000915527344,29.59000015258789
2026-08-06,34.25,29.614999771118164
2026-08-07,34.3025016784668,29.770000457763672
2026-08-10,34.51499938964844,29.850000381469727
2026-08-11,34.540000915527344,29.8700008392334
2026-08-12,34.5099983215332,29.860000610351562
2026-08-13,34.65999984741211,30.094999313354492
2026-08-14,34.587501525878906,29.934999465942383
2026-08-17,34.5724983215332,29.889999389648438
2026-08-18,34.29499816894531,29.610000610351562
2026-08-19,34.407501220703125,29.450000762939453
2026-08-20,34.04999923706055,29.389999389648438
2026-08-21,34.13999938964844,29.200000762939453
2026-08-24,33.869998931884766,29.139999389648438
2026-08-25,33.99250030517578,29.165000915527344
2026-08-26,34.04249954223633,29.309999465942383
2026-08-27,34.04249954223633,29.325000762939453
2026-08-28,33.91999816894531,29.334999084472656
2026-08-31,,28.7549991607666
2026-09-01,33.26750183105469,28.649999618530273
2026-09-02,33.252498626708984,28.65999984741211
2026-09-03,33.32500076293945,29.09000015258789
2026-09-04,33.599998474121094,28.8700008392334
2026-09-08,,28.774999618530273
