Date,NTSG.L,NTSG.DE
2024-11-08,25.832700729370117,
2024-11-11,25.80660057067871,
2024-11-12,25.56730079650879,
2024-11-13,25.579999923706055,24.200000762939453
2024-11-14,25.614999771118164,24.225000381469727
2024-11-15,25.302499771118164,23.989999771118164
2024-11-18,25.372499465942383,24.020000457763672
2024-11-19,25.4424991607666,24.040000915527344
2024-11-20,25.362499237060547,24.100000381469727
2024-11-21,25.6299991607666,24.424999237060547
2024-11-22,25.709999084472656,24.729999542236328
2024-11-25,25.997499465942383,24.885000228881836
2024-11-26,25.975000381469727,24.895000457763672
2024-11-27,26.06999969482422,24.78499984741211
2024-11-28,26.22249984741211,24.8799991607666
2024-11-29,26.360000610351562,25.010000228881836
2024-12-02,26.440000534057617,25.334999084472656
2024-12-03,26.487499237060547,25.270000457763672
2024-12-04,26.63249969482422,25.299999237060547
2024-12-05,26.727500915527344,25.30500030517578
2024-12-06,26.787500381469727,25.334999084472656
2024-12-09,26.762500762939453,25.280000686645508
2024-12-10,26.559999465942383,25.364999771118164
2024-12-11,26.645000457763672,25.389999389648438
2024-12-12,26.565000534057617,25.309999465942383
2024-12-13,26.28499984741211,24.94499969482422
2024-12-16,26.334999084472656,25.075000762939453
2024-12-17,26.290000915527344,25.045000076293945
2024-12-18,26.227500915527344,25.030000686645508
2024-12-19,25.530000686645508,24.545000076293945
2024-12-20,25.372499465942383,24.3700008392334
2024-12-23,25.282499313354492,24.295000076293945
2024-12-24,25.454999923706055,
2024-12-27,25.4424991607666,24.3700008392334
2024-12-30,25.209999084472656,24.19499969482422
2024-12-31,25.352500915527344,
2025-01-02,25.170000076293945,24.540000915527344
2025-01-03,25.209999084472656,24.639999389648438
2025-01-06,25.575000762939453,24.600000381469727
2025-01-07,25.315000534057617,24.565000534057617
2025-01-08,25.100000381469727,24.385000228881836
2025-01-09,25.084999084472656,24.334999084472656
2025-01-10,24.725000381469727,24.1200008392334
2025-01-13,24.545000076293945,24.014999389648438
2025-01-14,24.782499313354492,24.065000534057617
2025-01-15,25.2549991607666,24.53499984741211
2025-01-16,25.40250015258789,24.7549991607666
2025-01-17,25.59749984741211,24.854999542236328
2025-01-20,25.717500686645508,24.725000381469727
2025-01-21,25.790000915527344,24.774999618530273
2025-01-22,25.997499465942383,24.94499969482422
2025-01-23,26.0,24.985000610351562
2025-01-24,26.184999465942383,24.905000686645508
2025-01-27,25.822500228881836,24.549999237060547
2025-01-28,25.864999771118164,24.875
2025-01-29,25.959999084472656,25.100000381469727
2025-01-30,26.049999237060547,25.075000762939453
2025-01-31,26.227500915527344,25.2450008392334
2025-02-03,25.799999237060547,25.040000915527344
2025-02-04,25.975000381469727,25.024999618530273
2025-02-05,26.077499389648438,25.049999237060547
2025-02-06,26.2549991607666,25.2549991607666
2025-02-07,26.0674991607666,25.219999313354492
2025-02-10,26.172500610351562,25.329999923706055
2025-02-11,26.047500610351562,25.049999237060547
2025-02-12,25.77750015258789,24.889999389648438
2025-02-13,26.247499465942383,25.139999389648438
2025-02-14,26.487499237060547,25.2549991607666
2025-02-17,26.502500534057617,25.405000686645508
2025-02-18,26.459999084472656,25.3799991607666
2025-02-19,26.297500610351562,25.239999771118164
2025-02-20,26.2450008392334,25.1299991607666
2025-02-21,26.239999771118164,25.104999542236328
2025-02-24,26.092500686645508,24.889999389648438
2025-02-25,25.917499542236328,24.770000457763672
2025-02-26,26.235000610351562,24.950000762939453
2025-02-27,26.052499771118164,24.969999313354492
2025-02-28,25.7549991607666,24.78499984741211
2025-03-03,26.147499084472656,24.954999923706055
2025-03-04,25.43000030517578,24.18000030517578
2025-03-05,25.635000228881836,23.770000457763672
2025-03-06,25.709999084472656,23.7450008392334
2025-03-07,25.454999923706055,23.469999313354492
2025-03-10,25.27750015258789,23.325000762939453
2025-03-11,24.93000030517578,22.825000762939453
2025-03-12,25.0625,22.979999542236328
2025-03-13,24.802499771118164,22.844999313354492
2025-03-14,25.09000015258789,23.065000534057617
2025-03-17,25.34749984741211,23.235000610351562
2025-03-18,25.22249984741211,23.075000762939453
2025-03-19,25.364999771118164,23.325000762939453
2025-03-20,25.450000762939453,23.485000610351562
2025-03-21,25.302499771118164,23.420000076293945
2025-03-24,25.565000534057617,23.700000762939453
2025-03-25,25.674999237060547,23.75
2025-03-26,25.469999313354492,23.600000381469727
2025-03-27,25.337499618530273,23.469999313354492
2025-03-28,25.045000076293945,23.110000610351562
2025-03-31,24.837499618530273,22.969999313354492
2025-04-01,25.1875,23.280000686645508
2025-04-02,25.207500457763672,23.2450008392334
2025-04-03,24.735000610351562,22.395000457763672
2025-04-04,23.75,21.53499984741211
2025-04-07,22.737499237060547,20.90999984741211
2025-04-08,23.354999542236328,21.43000030517578
2025-04-09,22.63249969482422,20.415000915527344
2025-04-10,23.752500534057617,21.184999465942383
2025-04-11,23.59000015258789,20.8700008392334
2025-04-14,24.357500076293945,21.43000030517578
2025-04-15,24.485000610351562,21.670000076293945
2025-04-16,24.389999389648438,21.44499969482422
2025-04-17,24.212499618530273,21.31999969482422
2025-04-22,24.239999771118164,21.094999313354492
2025-04-23,24.702499389648438,21.760000228881836
2025-04-24,24.90999984741211,21.915000915527344
2025-04-25,25.040000915527344,22.014999389648438
2025-04-28,25.227500915527344,22.1299991607666
2025-04-29,25.43000030517578,22.270000457763672
2025-04-30,25.315000534057617,22.344999313354492
2025-05-01,25.670000076293945,
2025-05-02,25.735000610351562,22.68000030517578
2025-05-05,,22.770000457763672
2025-05-06,25.614999771118164,22.6299991607666
2025-05-07,25.559999465942383,22.479999542236328
2025-05-08,25.75,22.875
2025-05-09,25.625,22.7549991607666
2025-05-12,25.94499969482422,23.395000457763672
2025-05-13,26.155000686645508,23.434999465942383
2025-05-14,26.139999389648438,23.334999084472656
2025-05-15,26.235000610351562,23.440000534057617
2025-05-16,26.295000076293945,23.639999389648438
2025-05-19,26.38249969482422,23.475000381469727
2025-05-20,26.50749969482422,23.5049991607666
2025-05-21,26.514999389648438,23.350000381469727
2025-05-22,26.09000015258789,23.15999984741211
2025-05-23,26.020000457763672,22.969999313354492
2025-05-26,,23.174999237060547
2025-05-27,26.4950008392334,23.364999771118164
2025-05-28,26.405000686645508,23.385000228881836
2025-05-29,26.559999465942383,23.360000610351562
2025-05-30,26.524999618530273,23.43000030517578
2025-06-02,26.655000686645508,23.325000762939453
2025-06-03,26.697500228881836,23.475000381469727
2025-06-04,26.8799991607666,23.610000610351562
2025-06-05,26.9424991607666,23.540000915527344
2025-06-06,26.862499237060547,23.565000534057617
2025-06-09,26.877500534057617,23.549999237060547
2025-06-10,26.96500015258789,23.600000381469727
2025-06-11,27.104999542236328,23.649999618530273
2025-06-12,27.15250015258789,23.479999542236328
2025-06-13,27.00749969482422,23.260000228881836
2025-06-16,27.15999984741211,23.5
2025-06-17,26.93000030517578,23.354999542236328
2025-06-18,26.99250030517578,23.434999465942383
2025-06-19,26.59749984741211,23.200000762939453
2025-06-20,26.739999771118164,23.21500015258789
2025-06-23,26.825000762939453,23.235000610351562
2025-06-24,27.287500381469727,23.454999923706055
2025-06-25,27.290000915527344,23.420000076293945
2025-06-26,27.485000610351562,23.469999313354492
2025-06-27,27.684999465942383,23.635000228881836
2025-06-30,27.799999237060547,23.600000381469727
2025-07-01,27.767499923706055,23.575000762939453
2025-07-02,27.75,23.565000534057617
2025-07-03,27.959999084472656,23.709999084472656
2025-07-04,27.877500534057617,23.649999618530273
2025-07-07,27.829999923706055,23.69499969482422
2025-07-08,27.690000534057617,23.670000076293945
2025-07-09,27.80500030517578,23.7450008392334
2025-07-10,27.772499084472656,23.829999923706055
2025-07-11,27.639999389648438,23.670000076293945
2025-07-14,27.672500610351562,23.719999313354492
2025-07-15,27.639999389648438,23.770000457763672
2025-07-16,27.4325008392334,23.389999389648438
2025-07-17,27.61750030517578,23.80500030517578
2025-07-18,27.717500686645508,23.75
2025-07-21,27.84000015258789,23.770000457763672
2025-07-22,27.787500381469727,23.690000534057617
2025-07-23,28.094999313354492,23.940000534057617
2025-07-24,28.270000457763672,24.094999313354492
2025-07-25,28.22249984741211,24.084999084472656
2025-07-28,28.142499923706055,24.19499969482422
2025-07-29,28.092500686645508,24.334999084472656
2025-07-30,28.052499771118164,24.489999771118164
2025-07-31,27.924999237060547,24.5049991607666
2025-08-01,27.469999313354492,23.764999389648438
2025-08-04,27.725000381469727,23.9950008392334
2025-08-05,28.03499984741211,24.155000686645508
2025-08-06,28.125,24.190000534057617
2025-08-07,28.25749969482422,24.274999618530273
2025-08-08,28.34749984741211,24.334999084472656
2025-08-11,28.360000610351562,24.454999923706055
2025-08-12,28.395000457763672,24.344999313354492
2025-08-13,28.547500610351562,24.450000762939453
2025-08-14,28.522499084472656,24.43000030517578
2025-08-15,28.602500915527344,24.530000686645508
2025-08-18,28.5625,24.524999618530273
2025-08-19,28.545000076293945,24.469999313354492
2025-08-20,28.389999389648438,24.34000015258789
2025-08-21,28.3799991607666,24.4950008392334
2025-08-22,28.72249984741211,24.450000762939453
2025-08-25,,24.5
2025-08-26,28.479999542236328,24.420000076293945
2025-08-27,28.614999771118164,24.670000076293945
2025-08-28,28.712499618530273,24.719999313354492
2025-08-29,28.602500915527344,24.43000030517578
2025-09-01,28.662500381469727,24.46500015258789
2025-09-02,28.272499084472656,24.219999313354492
2025-09-03,28.540000915527344,24.510000228881836
2025-09-04,28.6875,24.635000228881836
2025-09-05,28.709999084472656,24.440000534057617
2025-09-08,28.917499542236328,24.655000686645508
2025-09-09,28.86750030517578,24.670000076293945
2025-09-10,29.037500381469727,24.825000762939453
2025-09-11,29.252500534057617,24.860000610351562
2025-09-12,29.3799991607666,24.954999923706055
2025-09-15,29.407499313354492,25.079999923706055
2025-09-16,29.4325008392334,24.8700008392334
2025-09-17,29.454999923706055,24.885000228881836
2025-09-18,29.559999465942383,25.049999237060547
2025-09-19,29.44499969482422,25.139999389648438
2025-09-22,29.565000534057617,25.06999969482422
2025-09-23,29.594999313354492,25.100000381469727
2025-09-24,29.46500015258789,25.135000228881836
2025-09-25,29.229999542236328,25.03499984741211
2025-09-26,29.217500686645508,25.040000915527344
2025-09-29,29.40999984741211,25.100000381469727
2025-09-30,29.440000534057617,25.014999389648438
2025-10-01,29.625,25.239999771118164
2025-10-02,29.719999313354492,25.424999237060547
2025-10-03,29.975000381469727,25.604999542236328
2025-10-06,30.0,25.600000381469727
2025-10-07,29.860000610351562,25.600000381469727
2025-10-08,29.899999618530273,25.760000228881836
2025-10-09,29.774999618530273,25.760000228881836
2025-10-10,29.485000610351562,25.5
2025-10-13,29.614999771118164,25.655000686645508
2025-10-14,29.575000762939453,25.610000610351562
2025-10-15,30.03499984741211,25.829999923706055
2025-10-16,29.9424991607666,25.684999465942383
2025-10-17,29.78499984741211,25.565000534057617
2025-10-20,30.102500915527344,25.889999389648438
2025-10-21,30.170000076293945,26.075000762939453
2025-10-22,30.03499984741211,25.860000610351562
2025-10-23,30.139999389648438,26.014999389648438
2025-10-24,30.02359962463379,
2025-10-27,30.587499618530273,26.295000076293945
2025-10-28,30.61750030517578,26.290000915527344
2025-10-29,30.704999923706055,26.354999542236328
2025-10-30,30.565000534057617,26.4950008392334
2025-10-31,30.415000915527344,26.4950008392334
2025-11-03,30.43000030517578,26.584999084472656
2025-11-04,30.1299991607666,26.31999969482422
2025-11-05,30.100000381469727,26.229999542236328
2025-11-06,29.93000030517578,26.03499984741211
2025-11-07,29.670000076293945,25.610000610351562
2025-11-10,30.100000381469727,26.059999465942383
2025-11-11,30.270000457763672,25.969999313354492
2025-11-12,30.350000381469727,26.110000610351562
2025-11-13,30.24250030517578,26.030000686645508
2025-11-14,30.24250030517578,25.975000381469727
2025-11-17,29.959999084472656,25.860000610351562
2025-11-18,29.627500534057617,25.614999771118164
2025-11-19,29.587499618530273,25.584999084472656
2025-11-20,29.84000015258789,25.864999771118164
2025-11-21,29.43000030517578,25.6200008392334
2025-11-24,30.0,25.875
2025-11-25,30.065000534057617,26.03499984741211
2025-11-26,30.520000457763672,26.295000076293945
2025-11-27,30.512500762939453,26.30500030517578
2025-11-28,30.61750030517578,26.385000228881836
2025-12-01,30.649999618530273,26.389999389648438
2025-12-02,30.520000457763672,26.364999771118164
2025-12-03,30.55500030517578,26.209999084472656
2025-12-04,30.702499389648438,26.420000076293945
2025-12-05,30.81999969482422,26.579999923706055
2025-12-08,30.542499542236328,26.204999923706055
2025-12-09,30.5575008392334,26.290000915527344
2025-12-10,30.552499771118164,26.190000534057617
2025-12-11,30.672500610351562,26.110000610351562
2025-12-12,30.424999237060547,25.940000534057617
2025-12-15,30.517499923706055,25.950000762939453
2025-12-16,30.344999313354492,25.954999923706055
2025-12-17,30.174999237060547,25.65999984741211
2025-12-18,30.36750030517578,25.899999618530273
2025-12-19,30.700000762939453,26.079999923706055
2025-12-22,30.497499465942383,25.815000534057617
2025-12-23,30.415000915527344,25.989999771118164
2025-12-24,30.565000534057617,
2025-12-29,30.764999389648438,26.145000457763672
2025-12-30,30.96500015258789,26.165000915527344
2025-12-31,30.627500534057617,
2026-01-02,30.552499771118164,25.979999542236328
2026-01-05,30.787500381469727,26.3700008392334
2026-01-06,30.837499618530273,26.415000915527344
2026-01-07,30.907499313354492,26.420000076293945
2026-01-08,30.84749984741211,26.450000762939453
2026-01-09,30.99250030517578,26.655000686645508
2026-01-12,31.072500228881836,26.604999542236328
2026-01-13,30.96500015258789,26.625
2026-01-14,30.852500915527344,26.530000686645508
2026-01-15,31.047500610351562,26.729999542236328
2026-01-16,30.864999771118164,26.739999771118164
2026-01-19,30.672500610351562,26.424999237060547
2026-01-20,30.635000228881836,26.204999923706055
2026-01-21,30.59749984741211,26.204999923706055
2026-01-22,30.897499084472656,26.309999465942383
2026-01-23,30.895000457763672,26.299999237060547
2026-01-26,31.0575008392334,26.155000686645508
2026-01-27,31.4325008392334,26.229999542236328
2026-01-28,31.397499084472656,26.364999771118164
2026-01-29,30.912500381469727,26.020000457763672
2026-01-30,30.887500762939453,25.9950008392334
2026-02-02,31.02750015258789,26.360000610351562
2026-02-03,30.889999389648438,26.174999237060547
2026-02-04,30.797500610351562,26.15999984741211
2026-02-05,30.450000762939453,25.829999923706055
2026-02-06,30.774999618530273,26.09000015258789
2026-02-09,31.11750030517578,26.145000457763672
2026-02-10,31.165000915527344,26.235000610351562
2026-02-11,31.079999923706055,26.190000534057617
2026-02-12,30.950000762939453,26.170000076293945
2026-02-13,31.010000228881836,25.969999313354492
2026-02-16,31.052499771118164,26.200000762939453
2026-02-17,31.045000076293945,26.209999084472656
2026-02-18,31.239999771118164,26.325000762939453
2026-02-19,31.049999237060547,26.405000686645508
2026-02-20,31.030000686645508,26.405000686645508
2026-02-23,31.0625,26.329999923706055
2026-02-24,31.1924991607666,26.524999618530273
2026-02-25,31.38249969482422,26.594999313354492
