Date,IEMG
2013-03-05,36.5281982421875
2013-03-06,36.69113540649414
2013-03-07,36.79033279418945
2013-03-08,37.06662368774414
2013-03-11,36.8965950012207
2013-03-12,36.52110290527344
2013-03-13,36.23063659667969
2013-03-14,36.393585205078125
2013-03-15,36.08186340332031
2013-03-18,35.678043365478516
2013-03-19,35.4017448425293
2013-03-20,35.656795501708984
2013-03-21,35.288387298583984
2013-03-22,35.4017448425293
2013-03-25,35.35922622680664
2013-03-26,35.82682418823242
2013-03-27,35.89766311645508
2013-03-28,35.961429595947266
2013-04-01,35.628448486328125
2013-04-02,35.656795501708984
2013-04-03,35.27421951293945
2013-04-04,35.1821174621582
2013-04-05,35.09710693359375
2013-04-08,35.11127471923828
2013-04-09,35.423004150390625
2013-04-10,35.77015686035156
2013-04-11,35.77015686035156
2013-04-12,35.34507369995117
2013-04-15,34.44532012939453
2013-04-16,35.21753692626953
2013-04-17,34.68620300292969
2013-04-18,34.71454620361328
2013-04-19,35.21753692626953
2013-04-22,35.380489349365234
2013-04-23,35.536354064941406
2013-04-24,35.663875579833984
2013-04-25,35.92600631713867
2013-04-26,35.67095184326172
2013-04-29,36.025184631347656
2013-04-30,36.46443557739258
2013-05-01,36.096031188964844
2013-05-02,36.386505126953125
2013-05-03,36.69113540649414
2013-05-06,36.69822311401367
2013-05-07,36.98160171508789
2013-05-08,37.22957229614258
2013-05-09,36.93910598754883
2013-05-10,36.676971435546875
2013-05-13,36.43610382080078
2013-05-14,36.58486557006836
2013-05-15,36.61321258544922
2013-05-16,36.49277114868164
2013-05-17,36.60612487792969
2013-05-20,36.719478607177734
2013-05-21,36.733642578125
2013-05-22,36.32273864746094
2013-05-23,36.039363861083984
2013-05-24,35.805572509765625
2013-05-28,35.954341888427734
2013-05-29,35.63553237915039
2013-05-30,35.564693450927734
2013-05-31,34.870399475097656
2013-06-03,35.3663215637207
2013-06-04,34.9908332824707
2013-06-05,34.40989685058594
2013-06-06,34.66495132446289
2013-06-07,34.42406463623047
2013-06-10,33.99190139770508
2013-06-11,33.40388870239258
2013-06-12,33.19135284423828
2013-06-13,33.736854553222656
2013-06-14,33.21969223022461
2013-06-17,33.52431869506836
2013-06-18,33.58808135986328
2013-06-19,32.660003662109375
2013-06-20,31.235998153686523
2013-06-21,31.689407348632812
2013-06-24,31.12972640991211
2013-06-25,31.61856460571289
2013-06-26,32.10032653808594
2013-06-27,32.633731842041016
2013-06-28,32.93404006958008
2013-07-01,32.94834518432617
2013-07-02,32.47643280029297
2013-07-03,32.2547721862793
2013-07-05,31.997356414794922
2013-07-08,31.99021339416504
2013-07-09,32.34772491455078
2013-07-10,32.118919372558594
2013-07-11,33.513206481933594
2013-07-12,33.18429183959961
2013-07-15,33.62046432495117
2013-07-16,33.69911575317383
2013-07-17,33.94222640991211
2013-07-18,33.66337203979492
2013-07-19,33.5489501953125
2013-07-22,33.806373596191406
2013-07-23,34.163883209228516
2013-07-24,33.792057037353516
2013-07-25,34.03517532348633
2013-07-26,33.98512268066406
2013-07-29,33.57755661010742
2013-07-30,33.4846076965332
2013-07-31,33.27724838256836
2013-08-01,33.806373596191406
2013-08-02,33.86357116699219
2013-08-05,33.656211853027344
2013-08-06,33.284393310546875
2013-08-07,32.93404006958008
2013-08-08,33.52751541137695
2013-08-09,33.62046432495117
2013-08-12,33.842124938964844
2013-08-13,34.02802276611328
2013-08-14,34.12812042236328
2013-08-15,33.720558166503906
2013-08-16,33.513206481933594
2013-08-19,32.89113998413086
2013-08-20,32.88398361206055
2013-08-21,32.111759185791016
2013-08-22,32.58366775512695
2013-08-23,32.93404006958008
2013-08-26,32.633731842041016
2013-08-27,31.88295555114746
2013-08-28,31.947311401367188
2013-08-29,32.21186065673828
2013-08-30,32.44782638549805
2013-09-03,32.71951675415039
2013-09-04,33.205753326416016
2013-09-05,33.50606155395508
2013-09-06,33.970829010009766
2013-09-09,34.785953521728516
2013-09-10,35.114864349365234
2013-09-11,35.08625793457031
2013-09-12,34.7287483215332
2013-09-13,34.921810150146484
2013-09-16,35.257877349853516
2013-09-17,35.25071716308594
2013-09-18,36.61642074584961
2013-09-19,36.552066802978516
2013-09-20,35.75838851928711
2013-09-23,35.84419250488281
2013-09-24,35.6010856628418
2013-09-25,35.372276306152344
2013-09-26,35.47237777709961
2013-09-27,35.08625793457031
2013-09-30,34.785953521728516
2013-10-01,35.429473876953125
2013-10-02,35.529571533203125
2013-10-03,35.40802764892578
2013-10-04,35.80128860473633
2013-10-07,35.493831634521484
2013-10-08,35.2149772644043
2013-10-09,35.5367317199707
2013-10-10,36.273197174072266
2013-10-11,36.46626281738281
2013-10-14,36.602115631103516
2013-10-15,36.28035354614258
2013-10-16,36.57351303100586
2013-10-17,36.76656723022461
2013-10-18,36.838077545166016
2013-10-21,36.80232620239258
2013-10-22,37.10979080200195
2013-10-23,36.30180740356445
2013-10-24,36.29465866088867
2013-10-25,36.46626281738281
2013-10-28,36.5949592590332
2013-10-29,36.680763244628906
2013-10-30,36.52346420288086
2013-10-31,36.20885467529297
2013-11-01,36.17310333251953
2013-11-04,36.3733024597168
2013-11-05,35.72264099121094
2013-11-06,35.851348876953125
2013-11-07,35.186370849609375
2013-11-08,35.14346694946289
2013-11-11,34.9146614074707
2013-11-12,34.6786994934082
2013-11-13,34.80025863647461
2013-11-14,35.279319763183594
2013-11-15,35.91569137573242
2013-11-18,36.216007232666016
2013-11-19,36.03010177612305
2013-11-20,35.593929290771484
2013-11-21,35.5867919921875
2013-11-22,35.7869873046875
2013-11-25,35.40802764892578
2013-11-26,35.5009765625
2013-11-27,35.736934661865234
2013-11-29,36.00149154663086
2013-12-02,35.32936096191406
2013-12-03,35.24357223510742
2013-12-04,35.272178649902344
2013-12-05,35.06481170654297
2013-12-06,35.75838851928711
2013-12-09,35.83704376220703
2013-12-10,35.84419250488281
2013-12-11,35.10055923461914
2013-12-12,34.95756149291992
2013-12-13,35.021907806396484
2013-12-16,35.17207336425781
2013-12-17,34.88606643676758
2013-12-18,35.54365539550781
2013-12-19,34.93730926513672
2013-12-20,34.922874450683594
2013-12-23,35.17551803588867
2013-12-24,35.32710647583008
2013-12-26,35.05280303955078
2013-12-27,35.572532653808594
2013-12-30,35.65915298461914
2013-12-31,35.95511245727539
2014-01-02,34.69910430908203
2014-01-03,34.67022705078125
2014-01-06,34.345394134521484
2014-01-07,34.533077239990234
2014-01-08,34.439231872558594
2014-01-09,34.29486846923828
2014-01-10,34.807376861572266
2014-01-13,34.46810531616211
2014-01-14,34.81459426879883
2014-01-15,34.807376861572266
2014-01-16,34.6485710144043
2014-01-17,34.496986389160156
2014-01-21,34.439231872558594
2014-01-22,34.83625411987305
2014-01-23,34.02778244018555
2014-01-24,33.11825942993164
2014-01-27,32.916141510009766
2014-01-28,33.2409782409668
2014-01-29,32.764556884765625
2014-01-30,33.06049728393555
2014-01-31,33.0821647644043
2014-02-03,32.237606048583984
2014-02-04,32.82229995727539
2014-02-05,32.764556884765625
2014-02-06,33.414215087890625
2014-02-07,33.52970886230469
2014-02-10,33.262630462646484
2014-02-11,33.926727294921875
2014-02-12,33.8834114074707
2014-02-13,34.00613021850586
2014-02-14,34.33818435668945
2014-02-18,34.08552551269531
2014-02-19,33.85454559326172
2014-02-20,33.9916877746582
2014-02-21,34.2082405090332
2014-02-24,34.215457916259766
2014-02-25,33.85454559326172
2014-02-26,33.81843948364258
2014-02-27,34.42479705810547
2014-02-28,34.201026916503906
2014-03-03,33.717384338378906
2014-03-04,34.22990417480469
2014-03-05,34.32374572753906
2014-03-06,34.77127456665039
2014-03-07,34.367042541503906
2014-03-10,34.114402770996094
2014-03-11,33.78958511352539
2014-03-12,33.85454559326172
2014-03-13,33.21932601928711
2014-03-14,33.43586730957031
2014-03-17,33.81122970581055
2014-03-18,34.25876998901367
2014-03-19,33.62355041503906
2014-03-20,33.702945709228516
2014-03-21,33.912288665771484
2014-03-24,34.092750549316406
2014-03-25,34.496986389160156
2014-03-26,34.52585220336914
2014-03-27,34.95896911621094
2014-03-28,35.19716262817383
2014-03-31,35.42817306518555
2014-04-01,35.79631042480469
2014-04-02,35.9478874206543
2014-04-03,35.73133850097656
2014-04-04,35.673583984375
2014-04-07,35.7818603515625
2014-04-08,36.193321228027344
2014-04-09,36.510929107666016
2014-04-10,36.128353118896484
2014-04-11,36.121131896972656
2014-04-14,36.0489501953125
2014-04-15,35.630287170410156
2014-04-16,36.020076751708984
2014-04-17,36.29438018798828
2014-04-21,36.171661376953125
2014-04-22,36.077823638916016
2014-04-23,35.83961868286133
2014-04-24,35.89014434814453
2014-04-25,35.42094039916992
2014-04-28,35.60862350463867
2014-04-29,35.79631042480469
2014-04-30,35.7746467590332
2014-05-01,35.81795883178711
2014-05-02,35.9334602355957
2014-05-05,35.78908157348633
2014-05-06,35.91901397705078
2014-05-07,36.077823638916016
2014-05-08,36.04172134399414
2014-05-09,36.01286315917969
2014-05-12,36.50370788574219
2014-05-13,36.626426696777344
2014-05-14,36.857418060302734
2014-05-15,36.56146240234375
2014-05-16,36.99456024169922
2014-05-19,37.01622009277344
2014-05-20,36.68417739868164
2014-05-21,36.9656982421875
2014-05-22,37.211116790771484
2014-05-23,37.21833801269531
2014-05-27,36.9079475402832
2014-05-28,37.10284423828125
2014-05-29,37.1894645690918
2014-05-30,36.77801513671875
2014-06-02,36.88628387451172
2014-06-03,37.030662536621094
2014-06-04,36.871856689453125
2014-06-05,37.203895568847656
2014-06-06,37.57204818725586
2014-06-09,37.69474792480469
2014-06-10,37.86799621582031
2014-06-11,37.74528503417969
2014-06-12,37.60813522338867
2014-06-13,37.6153564453125
2014-06-16,37.44211196899414
2014-06-17,37.41323471069336
2014-06-18,37.81747817993164
2014-06-19,37.65144729614258
2014-06-20,37.564815521240234
2014-06-23,37.47098159790039
2014-06-24,37.456546783447266
2014-06-25,37.5614013671875
2014-06-26,37.5977897644043
2014-06-27,37.714290618896484
2014-06-30,37.641475677490234
2014-07-01,37.95454406738281
2014-07-02,38.16569519042969
2014-07-03,38.38410949707031
2014-07-07,38.36227035522461
2014-07-08,38.19480895996094
2014-07-09,38.40595245361328
2014-07-10,38.209373474121094
2014-07-11,38.187530517578125
2014-07-14,38.46421432495117
2014-07-15,38.42051696777344
2014-07-16,38.52973556518555
2014-07-17,37.83805465698242
2014-07-18,38.413238525390625
2014-07-21,38.53700256347656
2014-07-22,38.915611267089844
2014-07-23,38.90833282470703
2014-07-24,39.0539436340332
2014-07-25,38.893768310546875
2014-07-28,39.17042922973633
2014-07-29,38.90105438232422
2014-07-30,38.73359298706055
2014-07-31,38.02007293701172
2014-08-01,38.31858444213867
2014-08-04,38.653499603271484
2014-08-05,38.05647659301758
2014-08-06,37.86717224121094
2014-08-07,37.707008361816406
2014-08-08,38.05647659301758
2014-08-11,38.50788879394531
2014-08-12,38.5224494934082
2014-08-13,38.75543975830078
2014-08-14,38.806400299072266
2014-08-15,38.71174621582031
2014-08-18,39.03938674926758
2014-08-19,39.25052261352539
2014-08-20,39.14860153198242
2014-08-21,39.03938674926758
2014-08-22,39.00297546386719
2014-08-25,39.26508712768555
2014-08-26,39.4835090637207
2014-08-27,39.599998474121094
2014-08-28,39.294212341308594
2014-08-29,39.286922454833984
2014-09-02,39.27236557006836
2014-09-03,39.7674560546875
2014-09-04,39.63639450073242
2014-09-05,39.96403503417969
2014-09-08,39.541751861572266
2014-09-09,39.07577896118164
2014-09-10,38.99570083618164
2014-09-11,38.74087142944336
2014-09-12,38.34770584106445
2014-09-15,38.17296600341797
2014-09-16,38.580684661865234
2014-09-17,38.209373474121094
2014-09-18,38.28946304321289
2014-09-19,38.07832717895508
2014-09-22,37.5177001953125
2014-09-23,37.2920036315918
2014-09-24,37.83078384399414
2014-09-25,36.99348831176758
2014-09-26,37.204627990722656
2014-09-29,36.469268798828125
2014-09-30,36.43287658691406
2014-10-01,35.821292877197266
2014-10-02,35.9450569152832
2014-10-03,36.24357604980469
2014-10-06,36.70226287841797
2014-10-07,36.32365798950195
2014-10-08,36.86971664428711
2014-10-09,36.301822662353516
2014-10-10,35.5155029296875
2014-10-13,35.86497497558594
2014-10-14,35.98146057128906
2014-10-15,35.617427825927734
2014-10-16,35.32619094848633
2014-10-17,35.65383529663086
2014-10-20,35.77761459350586
2014-10-21,35.901390075683594
2014-10-22,35.69023132324219
2014-10-23,35.72663497924805
2014-10-24,35.9450569152832
2014-10-27,35.610145568847656
2014-10-28,36.272701263427734
2014-10-29,36.236305236816406
2014-10-30,36.6003303527832
2014-10-31,36.71683120727539
2014-11-03,36.48383712768555
2014-11-04,36.50568771362305
2014-11-05,36.22174072265625
2014-11-06,35.784889221191406
2014-11-07,36.003299713134766
2014-11-10,36.06883239746094
2014-11-11,36.06883239746094
2014-11-12,35.98146057128906
2014-11-13,35.908660888671875
2014-11-14,36.170780181884766
2014-11-17,35.821292877197266
2014-11-18,35.996028900146484
2014-11-19,36.003299713134766
2014-11-20,35.93049240112305
2014-11-21,36.92796325683594
2014-11-24,36.673126220703125
2014-11-25,36.469268798828125
2014-11-26,36.87700271606445
2014-11-28,36.24357604980469
2014-12-01,35.66839599609375
2014-12-02,35.64655685424805
2014-12-03,35.77032470703125
2014-12-04,35.828575134277344
2014-12-05,35.784889221191406
2014-12-08,35.275230407714844
2014-12-09,34.95488357543945
2014-12-10,34.488914489746094
2014-12-11,34.20497131347656
2014-12-12,33.68803787231445
2014-12-15,33.17837905883789
2014-12-16,33.08372116088867
2014-12-17,33.880531311035156
2014-12-18,34.20545196533203
2014-12-19,34.382686614990234
2014-12-22,34.78144454956055
2014-12-23,34.47867965698242
2014-12-24,34.57468032836914
2014-12-26,34.84052658081055
2014-12-29,34.700218200683594
2014-12-30,34.722373962402344
2014-12-31,34.72975158691406
2015-01-02,34.40483474731445
2015-01-05,33.880531311035156
2015-01-06,33.70330047607422
2015-01-07,34.3974494934082
2015-01-08,35.010372161865234
2015-01-09,34.884830474853516
2015-01-12,34.626373291015625
2015-01-13,34.9069938659668
2015-01-14,34.7592887878418
2015-01-15,34.78144454956055
2015-01-16,35.02513885498047
2015-01-20,34.958675384521484
2015-01-21,35.64544677734375
2015-01-22,36.28791046142578
2015-01-23,36.03683090209961
2015-01-26,36.05160140991211
2015-01-27,35.91129684448242
2015-01-28,35.51990509033203
2015-01-29,35.578983306884766
2015-01-30,34.722373962402344
2015-02-02,35.305755615234375
2015-02-03,35.903907775878906
2015-02-04,35.74882888793945
2015-02-05,35.97036361694336
2015-02-06,35.39437484741211
2015-02-09,35.335289001464844
2015-02-10,35.25406265258789
2015-02-11,35.02513885498047
2015-02-12,35.73405456542969
2015-02-13,36.08852005004883
2015-02-17,36.00728225708008
2015-02-18,36.02206802368164
2015-02-19,35.88174819946289
2015-02-20,36.08114242553711
2015-02-23,35.8005256652832
2015-02-24,36.25098419189453
2015-02-25,36.206668853759766
2015-02-26,36.17713928222656
2015-02-27,36.18452835083008
2015-03-02,36.15498733520508
2015-03-03,35.91868209838867
2015-03-04,35.60113525390625
2015-03-05,35.55683135986328
2015-03-06,35.04728698730469
2015-03-09,34.914363861083984
2015-03-10,34.15375518798828
2015-03-11,34.37528991699219
2015-03-12,34.61159896850586
2015-03-13,34.18329620361328
2015-03-16,34.60421371459961
2015-03-17,34.94389724731445
2015-03-18,35.71189880371094
2015-03-19,35.165443420410156
2015-03-20,35.63067626953125
2015-03-23,35.77098846435547
2015-03-24,35.859596252441406
2015-03-25,35.350059509277344
2015-03-26,35.106380462646484
2015-03-27,35.202362060546875
2015-03-30,35.8005256652832
2015-03-31,35.68975067138672
2015-04-01,36.18452835083008
2015-04-02,36.66452407836914
2015-04-06,37.151912689208984
2015-04-07,36.96729278564453
2015-04-08,37.727901458740234
2015-04-09,38.09713363647461
2015-04-10,38.126670837402344
2015-04-13,37.95682907104492
2015-04-14,38.126670837402344
2015-04-15,38.31867218017578
2015-04-16,38.680511474609375
2015-04-17,37.927284240722656
2015-04-20,37.927284240722656
2015-04-21,38.14883041381836
2015-04-22,38.5180549621582
2015-04-23,38.81343460083008
2015-04-24,38.9094352722168
2015-04-27,39.05712127685547
2015-04-28,39.18267059326172
2015-04-29,38.74698257446289
2015-04-30,38.28174591064453
2015-05-01,38.429439544677734
2015-05-04,38.63621139526367
2015-05-05,38.25960159301758
2015-05-06,37.809139251708984
2015-05-07,37.69097900390625
2015-05-08,38.20790100097656
2015-05-11,37.82389831542969
2015-05-12,37.750057220458984
2015-05-13,37.86082458496094
2015-05-14,38.274356842041016
2015-05-15,38.5180549621582
2015-05-18,38.18574142456055
2015-05-19,38.25220489501953
2015-05-20,38.25220489501953
2015-05-21,38.134063720703125
2015-05-22,38.2374382019043
2015-05-26,37.668819427490234
2015-05-27,37.720523834228516
2015-05-28,37.24789810180664
2015-05-29,36.88605499267578
2015-06-01,36.81221389770508
2015-06-02,36.9229736328125
2015-06-03,36.753143310546875
2015-06-04,36.22882843017578
2015-06-05,36.02206802368164
2015-06-08,36.044212341308594
2015-06-09,35.78574752807617
2015-06-10,36.2362060546875
2015-06-11,36.15498733520508
2015-06-12,36.12544631958008
2015-06-15,35.75621032714844
2015-06-16,35.73405456542969
2015-06-17,35.95560073852539
2015-06-18,36.3248291015625
2015-06-19,36.05160140991211
2015-06-22,36.47251892089844
2015-06-23,36.8343620300293
2015-06-24,36.590667724609375
2015-06-25,36.440147399902344
2015-06-26,36.17932891845703
2015-06-29,35.31489181518555
2015-06-30,35.79927444458008
2015-07-01,35.8514404296875
2015-07-02,35.99302291870117
2015-07-06,34.934837341308594
2015-07-07,34.33869171142578
2015-07-08,33.11656188964844
2015-07-09,33.83940505981445
2015-07-10,34.696388244628906
2015-07-13,34.964656829833984
2015-07-14,35.024269104003906
2015-07-15,34.62931823730469
2015-07-16,35.06153106689453
2015-07-17,35.009368896484375
2015-07-20,34.79326248168945
2015-07-21,34.808162689208984
2015-07-22,34.35359191894531
2015-07-23,34.055511474609375
2015-07-24,33.57113265991211
2015-07-27,32.87810516357422
2015-07-28,33.22834396362305
2015-07-29,33.54132080078125
2015-07-30,33.20598602294922
2015-07-31,33.4518928527832
2015-08-03,32.93026351928711
2015-08-04,33.04949188232422
2015-08-05,33.10911178588867
2015-08-06,32.855735778808594
2015-08-07,32.84829330444336
2015-08-10,33.422096252441406
2015-08-11,32.59492492675781
2015-08-12,32.14780807495117
2015-08-13,32.11799621582031
2015-08-14,32.19996643066406
2015-08-17,31.84228515625
2015-08-18,31.48458480834961
2015-08-19,31.074724197387695
2015-08-20,30.575439453125
2015-08-21,29.584327697753906
2015-08-24,28.235519409179688
2015-08-25,28.68264389038086
2015-08-26,29.658855438232422
2015-08-27,30.836259841918945
2015-08-28,30.486026763916016
2015-08-31,30.32207489013672
2015-09-01,29.278799057006836
2015-09-02,29.7780818939209
2015-09-03,29.845142364501953
2015-09-04,28.913650512695312
2015-09-08,29.860050201416016
2015-09-09,29.748262405395508
2015-09-10,30.076156616210938
2015-09-11,30.210298538208008
2015-09-14,30.13576889038086
2015-09-15,30.4040470123291
2015-09-16,31.111984252929688
2015-09-17,31.089632034301758
2015-09-18,30.530725479125977
2015-09-21,30.560535430908203
2015-09-22,29.986736297607422
2015-09-23,29.554521560668945
2015-09-24,29.43528938293457
2015-09-25,29.412933349609375
2015-09-28,28.727354049682617
2015-09-29,28.936010360717773
2015-09-30,29.72591209411621
2015-10-01,29.91221809387207
2015-10-02,30.597795486450195
2015-10-05,31.238666534423828
2015-10-06,31.171594619750977
2015-10-07,31.89443016052246
2015-10-08,32.244693756103516
2015-10-09,32.334110260009766
2015-10-12,32.177616119384766
2015-10-13,31.66342544555664
2015-10-14,31.93169593811035
2015-10-15,32.684349060058594
2015-10-16,32.63964080810547
2015-10-19,32.31920623779297
2015-10-20,32.31175231933594
2015-10-21,31.92424964904785
2015-10-22,32.55021286010742
2015-10-23,32.71415710449219
2015-10-26,32.45333480834961
2015-10-27,32.125450134277344
2015-10-28,31.819921493530273
2015-10-29,31.53673553466797
2015-10-30,31.551645278930664
2015-11-02,32.14780807495117
2015-11-03,32.535316467285156
2015-11-04,32.31175231933594
2015-11-05,32.30429458618164
2015-11-06,31.92424964904785
2015-11-09,31.14179229736328
2015-11-10,31.044918060302734
2015-11-11,31.119426727294922
2015-11-12,30.798999786376953
2015-11-13,30.4040470123291
2015-11-16,30.970394134521484
2015-11-17,30.8958797454834
2015-11-18,31.208866119384766
2015-11-19,31.45477294921875
2015-11-20,31.752857208251953
2015-11-23,31.492033004760742
2015-11-24,31.61871910095215
2015-11-25,31.439863204956055
2015-11-27,30.851160049438477
2015-11-30,30.82880401611328
2015-12-01,31.074724197387695
2015-12-02,30.73193359375
2015-12-03,30.56798553466797
2015-12-04,30.761743545532227
2015-12-07,30.27735710144043
2015-12-08,29.9345645904541
2015-12-09,29.666305541992188
2015-12-10,29.450191497802734
2015-12-11,28.66773223876953
2015-12-14,29.085046768188477
2015-12-15,29.554521560668945
2015-12-16,30.076156616210938
2015-12-17,29.72591209411621
2015-12-18,29.6141357421875
2015-12-21,29.868005752563477
2015-12-22,30.117351531982422
2015-12-23,30.48002815246582
2015-12-24,30.351577758789062
2015-12-28,30.17780113220215
2015-12-29,30.238245010375977
2015-12-30,29.80756187438965
2015-12-31,29.762224197387695
2016-01-04,29.00664710998535
2016-01-05,29.07465171813965
2016-01-06,28.553306579589844
2016-01-07,27.69194221496582
2016-01-08,27.4274959564209
2016-01-11,27.397268295288086
2016-01-12,27.41993522644043
2016-01-13,27.125255584716797
2016-01-14,27.472824096679688
2016-01-15,26.339462280273438
2016-01-19,26.77769660949707
2016-01-20,26.211015701293945
2016-01-21,26.3319034576416
2016-01-22,27.155485153198242
2016-01-25,26.71725082397461
2016-01-26,27.072372436523438
2016-01-27,26.95903205871582
2016-01-28,27.35948944091797
2016-01-29,28.213293075561523
2016-02-01,27.971513748168945
2016-02-02,27.1328182220459
2016-02-03,27.827951431274414
2016-02-04,27.99417495727539
2016-02-05,27.69194221496582
2016-02-08,27.33682632446289
2016-02-09,26.95903205871582
2016-02-10,27.072372436523438
2016-02-11,26.649246215820312
2016-02-12,27.04214859008789
2016-02-16,27.601274490356445
2016-02-17,28.145296096801758
2016-02-18,27.971513748168945
2016-02-19,27.858171463012695
2016-02-22,28.530637741088867
2016-02-23,27.948841094970703
2016-02-24,27.903507232666016
2016-02-25,27.99417495727539
2016-02-26,27.714618682861328
2016-02-29,27.941287994384766
2016-03-01,28.938655853271484
2016-03-02,29.30132484436035
2016-03-03,29.588443756103516
2016-03-04,30.17780113220215
2016-03-07,30.10979461669922
2016-03-08,29.633787155151367
2016-03-09,29.792451858520508
2016-03-10,29.86045265197754
2016-03-11,30.51025390625
2016-03-14,30.29113006591797
2016-03-15,29.86045265197754
2016-03-16,30.449804306030273
2016-03-17,31.099599838256836
2016-03-18,31.197834014892578
2016-03-21,31.31871795654297
2016-03-22,31.24315643310547
2016-03-23,30.71426773071289
2016-03-24,30.653812408447266
2016-03-28,30.76715850830078
2016-03-29,31.144935607910156
2016-03-30,31.492502212524414
2016-03-31,31.44717025756836
2016-04-01,31.386720657348633
2016-04-04,31.054262161254883
2016-04-05,30.472476959228516
2016-04-06,30.865379333496094
2016-04-07,30.27602195739746
2016-04-08,30.759592056274414
2016-04-11,31.12982749938965
2016-04-12,31.6058406829834
2016-04-13,32.127193450927734
2016-04-14,31.99118423461914
2016-04-15,31.82496452331543
2016-04-18,31.976070404052734
2016-04-19,32.467201232910156
2016-04-20,32.293418884277344
2016-04-21,31.960969924926758
2016-04-22,31.79473304748535
2016-04-25,31.620952606201172
2016-04-26,31.9080753326416
2016-04-27,32.074302673339844
2016-04-28,31.787185668945312
2016-04-29,31.658729553222656
2016-05-02,31.583173751831055
2016-05-03,30.76715850830078
2016-05-04,30.321365356445312
2016-05-05,30.31380844116211
2016-05-06,30.36669921875
2016-05-09,29.94356918334961
2016-05-10,30.54047393798828
2016-05-11,30.472476959228516
2016-05-12,30.381807327270508
2016-05-13,29.86045265197754
2016-05-16,30.185344696044922
2016-05-17,30.064464569091797
2016-05-18,29.830232620239258
2016-05-19,29.588443756103516
2016-05-20,29.86045265197754
2016-05-23,29.792451858520508
2016-05-24,30.087127685546875
2016-05-25,30.381807327270508
2016-05-26,30.55558204650879
2016-05-27,30.55558204650879
2016-05-31,30.5782527923584
2016-06-01,30.5858097076416
2016-06-02,30.820035934448242
2016-06-03,31.2507266998291
2016-06-06,31.50005340576172
2016-06-07,31.79473304748535
2016-06-08,32.02141189575195
2016-06-09,31.666282653808594
2016-06-10,30.925823211669922
2016-06-13,30.495141983032227
2016-06-14,30.40446662902832
2016-06-15,30.67647933959961
2016-06-16,30.60091781616211
2016-06-17,30.64626121520996
2016-06-20,31.15249252319336
2016-06-21,31.40183448791504
2016-06-22,31.433095932006836
2016-06-23,32.180419921875
2016-06-24,30.296873092651367
2016-06-27,29.946096420288086
2016-06-28,30.830673217773438
2016-06-29,31.562740325927734
2016-06-30,31.905895233154297
2016-07-01,32.14229965209961
2016-07-05,31.532228469848633
2016-07-06,31.41021728515625
2016-07-07,31.364465713500977
2016-07-08,32.005035400390625
2016-07-11,32.26430130004883
