Date,NTSD,SPY,EFA,VEA
2026-05-01,43.417152404785156,718.7982177734375,100.50949096679688,68.36017608642578
2026-05-04,42.867950439453125,716.1649780273438,99.13129425048828,67.5544204711914
2026-05-05,43.53697967529297,721.9102172851562,100.45042419433594,68.61882019042969
2026-05-06,44.855072021484375,731.9443359375,103.1772689819336,70.4989242553711
2026-05-07,44.15608596801758,729.7001342773438,101.28718566894531,69.3051986694336
2026-05-08,44.75521469116211,735.724609375,102.34051513671875,70.4591293334961
2026-05-11,44.67533493041992,737.4002685546875,102.12393951416016,70.44918060302734
2026-05-12,44.525550842285156,736.2831420898438,101.53328704833984,69.60363006591797
2026-05-13,44.96491241455078,740.4025268554688,102.21253967285156,70.26016998291016
2026-05-14,45.23452377319336,746.2474975585938,101.84830474853516,70.19053649902344
2026-05-15,44.5954475402832,737.2706298828125,100.13540649414062,68.71829223632812
2026-05-18,44.5954475402832,736.751953125,101.0607681274414,69.1559829711914
2026-05-19,44.11614227294922,731.8446044921875,100.33229064941406,68.6287612915039
2026-05-20,45.0447998046875,739.3452758789062,102.00581359863281,69.8324203491211
2026-05-21,45.194580078125,740.8114624023438,102.56693267822266,70.31986236572266
2026-05-22,45.32439041137695,743.7239990234375,102.3602066040039,70.091064453125
2026-05-26,45.87359619140625,748.6613159179688,103.4922866821289,71.4041519165039
2026-05-27,45.7537727355957,748.5316162109375,103.13789367675781,71.03609466552734
2026-05-28,46.063323974609375,752.6609497070312,103.05914306640625,71.28478240966797
2026-05-29,46.203121185302734,754.5361328125,103.16743469238281,71.39420318603516
2026-06-01,46.28300476074219,756.5908203125,102.81304168701172,71.49368286132812
2026-06-02,46.442771911621094,757.6182250976562,103.38399505615234,71.94132232666016
2026-06-03,45.933509826660156,752.3018798828125,102.4980239868164,71.29473114013672
2026-06-04,46.42280578613281,755.1445922851562,103.3150863647461,71.46383666992188
2026-06-05,44.715274810791016,735.65478515625,100.66699981689453,68.80781555175781
2026-06-08,44.91498565673828,737.3204345703125,101.27733612060547,69.49420928955078
2026-06-09,44.74523162841797,735.1560668945312,101.29702758789062,69.47430419921875
2026-06-10,43.85651397705078,723.56591796875,99.98774719238281,68.44969940185547
2026-06-11,45.244510650634766,735.8642578125,103.09852600097656,70.93661499023438
2026-06-12,45.534088134765625,739.843994140625,103.38399505615234,71.17536163330078
2026-06-15,46.342918395996094,752.890380859375,104.08000183105469,72.01095581054688
2026-06-16,46.203121185302734,748.4019775390625,104.30999755859375,71.94132232666016
2026-06-17,45.534088134765625,739.0560302734375,103.77999877929688,71.62300109863281
2026-06-18,46.17316436767578,746.739990234375,104.41000366210938,72.30999755859375
2026-06-22,46.033363342285156,744.3900146484375,104.58000183105469,72.38999938964844
2026-06-23,45.06476974487305,733.5800170898438,102.45999908447266,70.16999816894531
2026-06-24,44.90500259399414,733.239990234375,102.26000213623047,70.27999877929688
2026-06-25,45.06999969482422,734.2999877929688,103.1500015258789,71.16000366210938
2026-06-26,45.0,728.989990234375,102.54000091552734,70.55999755859375
2026-06-29,45.66999816894531,741.0,103.44999694824219,70.91999816894531
2026-06-30,46.11000061035156,746.77001953125,103.87999725341797,71.25
2026-07-01,45.959999084472656,745.760009765625,103.0199966430664,70.36000061035156
2026-07-02,46.349998474121094,744.780029296875,104.37000274658203,70.80999755859375
2026-07-06,46.7599983215332,751.280029296875,105.45999908447266,71.88999938964844
2026-07-07,46.29999923706055,747.7100219726562,104.16000366210938,70.77999877929688
2026-07-08,45.91999816894531,745.4000244140625,103.36000061035156,70.33999633789062
2026-07-09,46.349998474121094,751.7100219726562,103.91999816894531,70.7300033569336
2026-07-10,46.63999938964844,754.9500122070312,104.33000183105469,70.98999786376953
2026-07-13,46.11000061035156,749.1699829101562,103.23999786376953,69.76000213623047
2026-07-14,46.459999084472656,751.8300170898438,103.95999908447266,70.5999984741211
2026-07-15,46.68000030517578,754.8099975585938,104.6500015258789,70.81999969482422
2026-07-16,46.15999984741211,750.719970703125,103.80999755859375,70.02999877929688
2026-07-17,45.790000915527344,743.2899780273438,103.33000183105469,69.69999694824219
2026-07-20,45.40999984741211,742.0900268554688,102.56999969482422,69.2300033569336
2026-07-21,46.2400016784668,748.280029296875,104.05999755859375,70.47000122070312
2026-07-22,46.22999954223633,747.4099731445312,104.25,70.48999786376953
2026-07-23,45.25,738.1799926757812,102.9000015258789,69.77999877929688
2026-07-24,45.470001220703125,738.9299926757812,103.41000366210938,69.70999908447266
2026-07-27,45.68000030517578,739.0900268554688,103.91000366210938,70.0
2026-07-28,45.81999969482422,740.8599853515625,103.88999938964844,69.5999984741211
2026-07-29,45.0,729.4600219726562,103.37000274658203,68.94999694824219
2026-07-30,46.34000015258789,741.6900024414062,106.23999786376953,71.08999633789062
2026-07-31,46.40999984741211,747.030029296875,105.58000183105469,70.62000274658203
2026-08-03,47.08000183105469,757.6699829101562,106.0199966430664,71.04000091552734
2026-08-04,48.2599983215332,771.3300170898438,107.31999969482422,72.22000122070312
2026-08-05,48.20000076293945,769.7899780273438,107.43000030517578,72.3499984741211
2026-08-06,48.04999923706055,768.5599975585938,107.36000061035156,72.12000274658203
2026-08-07,48.54999923706055,773.260009765625,108.55000305175781,72.88999938964844
2026-08-10,48.470001220703125,773.030029296875,108.01000213623047,72.5
2026-08-11,48.33000183105469,770.5599975585938,108.08999633789062,72.69000244140625
2026-08-12,48.58000183105469,772.489990234375,108.5,73.30000305175781
2026-08-13,48.970001220703125,777.8800048828125,108.69000244140625,73.54000091552734
2026-08-14,48.79999923706055,776.3400268554688,108.63999938964844,73.58000183105469
2026-08-17,48.83000183105469,772.6699829101562,108.44999694824219,73.69000244140625
2026-08-18,48.0099983215332,767.4500122070312,107.2699966430664,72.38999938964844
2026-08-19,48.2599983215332,769.0599975585938,107.66000366210938,72.83000183105469
2026-08-20,47.54999923706055,762.5999755859375,107.3499984741211,72.83999633789062
2026-08-21,48.02000045776367,765.719970703125,108.23999786376953,73.41999816894531
2026-08-24,47.880001068115234,763.469970703125,108.02999877929688,73.05999755859375
2026-08-25,48.099998474121094,765.9099731445312,108.80999755859375,73.79000091552734
2026-08-26,48.09000015258789,766.0800170898438,108.2699966430664,73.44999694824219
2026-08-27,48.279998779296875,771.0999755859375,108.0199966430664,73.41999816894531
2026-08-28,48.150001525878906,769.3499755859375,107.72000122070312,73.05999755859375
2026-08-31,47.849998474121094,767.0499877929688,107.44999694824219,72.91999816894531
2026-09-01,47.2599983215332,761.780029296875,106.48999786376953,72.11000061035156
2026-09-02,47.599998474121094,765.1599731445312,107.05999755859375,72.58999633789062
2026-09-03,48.439998626708984,773.1699829101562,108.20999908447266,73.44000244140625
2026-09-04,48.18000030517578,770.1900024414062,108.3499984741211,73.76000213623047
2026-09-08,47.77000045776367,765.9600219726562,107.76000213623047,73.44999694824219
2026-09-09,47.27000045776367,762.4000244140625,106.55999755859375,72.81999969482422
2026-09-10,46.86000061035156,757.8300170898438,105.66000366210938,71.91999816894531
