Date,NTSI
2021-12-31,35.354408264160156
2022-01-03,35.32989501953125
2022-01-04,35.598724365234375
2022-01-05,35.367549896240234
2022-01-06,35.0496940612793
2022-01-07,35.146888732910156
2022-01-10,34.80540084838867
2022-01-11,35.23619842529297
2022-01-12,35.5391731262207
2022-01-13,35.380680084228516
2022-01-14,35.24408721923828
2022-01-18,34.6442756652832
2022-01-19,34.683685302734375
2022-01-20,34.51993942260742
2022-01-21,34.290523529052734
2022-01-24,33.86058807373047
2022-01-25,33.728363037109375
2022-01-26,33.555870056152344
2022-01-27,33.443782806396484
2022-01-28,33.553245544433594
2022-01-31,33.99368667602539
2022-02-01,34.23185348510742
2022-02-02,34.52694320678711
2022-02-03,34.0068244934082
2022-02-04,33.891239166259766
2022-02-07,33.99806213378906
2022-02-08,34.09526443481445
2022-02-09,34.566341400146484
2022-02-10,34.097007751464844
2022-02-11,33.755516052246094
2022-02-14,33.40351867675781
2022-02-15,33.8702278137207
2022-02-16,34.0269660949707
2022-02-17,33.639930725097656
2022-02-18,33.54536056518555
2022-02-22,33.19511413574219
2022-02-23,32.922786712646484
2022-02-24,32.46833801269531
2022-02-25,33.218753814697266
2022-02-28,32.898277282714844
2022-03-01,32.39128112792969
2022-03-02,32.50773620605469
2022-03-03,32.0095100402832
2022-03-04,31.331771850585938
2022-03-07,30.486799240112305
2022-03-08,30.5437068939209
2022-03-09,31.553308486938477
2022-03-10,31.099729537963867
2022-03-11,30.863313674926758
2022-03-14,30.744218826293945
2022-03-15,31.07084083557129
2022-03-16,31.990249633789062
2022-03-17,32.15837478637695
2022-03-18,32.55502700805664
2022-03-21,32.179378509521484
2022-03-22,32.395668029785156
2022-03-23,32.13296890258789
2022-03-24,32.3133544921875
2022-03-25,32.149009704589844
2022-03-28,32.137596130371094
2022-03-29,32.886356353759766
2022-03-30,32.73783874511719
2022-03-31,32.35993576049805
2022-04-01,32.52867126464844
2022-04-04,32.609527587890625
2022-04-05,32.06288528442383
2022-04-06,31.68409538269043
2022-04-07,31.695528030395508
2022-04-08,31.590068817138672
2022-04-11,31.249069213867188
2022-04-12,31.12866973876953
2022-04-13,31.474929809570312
2022-04-14,31.22183609008789
2022-04-18,31.024967193603516
2022-04-19,30.97926902770996
2022-04-20,31.37211036682129
2022-04-21,30.93708610534668
2022-04-22,30.50029945373535
2022-04-25,30.276193618774414
2022-04-26,29.787553787231445
2022-04-27,29.861370086669922
2022-04-28,30.21554946899414
2022-04-29,29.907075881958008
2022-05-02,29.675064086914062
2022-05-03,29.92641258239746
2022-05-04,30.414169311523438
2022-05-05,29.411405563354492
2022-05-06,29.104698181152344
2022-05-09,28.362945556640625
2022-05-10,28.59232521057129
2022-05-11,28.491254806518555
2022-05-12,28.473676681518555
2022-05-13,29.106449127197266
2022-05-16,29.167970657348633
2022-05-17,29.5731201171875
2022-05-18,28.993083953857422
2022-05-19,29.243555068969727
2022-05-20,29.50632095336914
2022-05-23,29.887741088867188
2022-05-24,29.980894088745117
2022-05-25,29.929927825927734
2022-05-26,30.285863876342773
2022-05-27,30.58555030822754
2022-05-31,30.351768493652344
2022-06-01,30.046815872192383
2022-06-02,30.48800277709961
2022-06-03,30.08900260925293
2022-06-06,30.133821487426758
2022-06-07,30.18655014038086
2022-06-08,29.787553787231445
2022-06-09,29.23036766052246
2022-06-10,28.46841049194336
2022-06-13,27.432249069213867
2022-06-14,26.988431930541992
2022-06-15,27.437522888183594
2022-06-16,27.093017578125
2022-06-17,27.022708892822266
2022-06-21,27.432249069213867
2022-06-22,27.36545753479004
2022-06-23,27.433128356933594
2022-06-24,28.053667068481445
2022-06-27,27.955453872680664
2022-06-28,27.78491973876953
2022-06-29,27.76795196533203
2022-06-30,27.629560470581055
2022-07-01,27.860809326171875
2022-07-05,27.3813419342041
2022-07-06,27.386701583862305
2022-07-07,27.660810470581055
2022-07-08,27.57866859436035
2022-07-11,27.28938102722168
2022-07-12,27.36170196533203
2022-07-13,27.406343460083008
2022-07-14,27.00723648071289
2022-07-15,27.50009536743164
2022-07-18,27.499202728271484
2022-07-19,28.14295196533203
2022-07-20,27.947416305541992
2022-07-21,28.348316192626953
2022-07-22,28.392955780029297
2022-07-25,28.611703872680664
2022-07-26,28.320632934570312
2022-07-27,28.87420654296875
2022-07-28,29.123319625854492
2022-07-29,29.483139038085938
2022-08-01,29.55724334716797
2022-08-02,29.069738388061523
2022-08-03,29.196533203125
2022-08-04,29.31617546081543
2022-08-05,29.026885986328125
2022-08-08,29.196533203125
2022-08-09,28.912595748901367
2022-08-10,29.509920120239258
2022-08-11,29.38224983215332
2022-08-12,29.59832000732422
2022-08-15,29.49028205871582
2022-08-16,29.522422790527344
2022-08-17,29.250102996826172
2022-08-18,29.11528205871582
2022-08-19,28.725988388061523
2022-08-22,28.232240676879883
2022-08-23,28.201881408691406
2022-08-24,28.195636749267578
2022-08-25,28.51349449157715
2022-08-26,27.85456085205078
2022-08-29,27.747421264648438
2022-08-30,27.55902671813965
2022-08-31,27.310808181762695
2022-09-01,26.876874923706055
2022-09-02,26.88402557373047
2022-09-06,26.687593460083008
2022-09-07,26.90812873840332
2022-09-08,26.92866325378418
2022-09-09,27.510807037353516
2022-09-12,27.789382934570312
2022-09-13,26.834022521972656
2022-09-14,26.91973304748535
2022-09-15,26.70545196533203
2022-09-16,26.537588119506836
2022-09-19,26.589380264282227
2022-09-20,26.101871490478516
2022-09-21,25.74472999572754
2022-09-22,25.529558181762695
2022-09-23,24.764373779296875
2022-09-26,24.237091064453125
2022-09-27,24.003936767578125
2022-09-28,24.811004638671875
2022-09-29,24.493555068969727
2022-09-30,24.364423751831055
2022-10-03,25.001113891601562
2022-10-04,25.944480895996094
2022-10-05,25.637794494628906
2022-10-06,25.216327667236328
2022-10-07,24.710567474365234
2022-10-10,24.559017181396484
2022-10-11,24.24785041809082
2022-10-12,24.29985809326172
2022-10-13,24.68097496032715
2022-10-14,24.302549362182617
2022-10-17,24.753612518310547
2022-10-18,25.001113891601562
2022-10-19,24.606544494628906
2022-10-20,24.427194595336914
2022-10-21,24.85763168334961
2022-10-24,24.84149169921875
2022-10-25,25.50687599182129
2022-10-26,25.806385040283203
2022-10-27,25.620756149291992
2022-10-28,25.766925811767578
2022-10-31,25.480867385864258
2022-11-01,25.71222686767578
2022-11-02,25.342761993408203
2022-11-03,25.104236602783203
2022-11-04,25.990215301513672
2022-11-07,25.987525939941406
2022-11-08,26.29241943359375
2022-11-09,26.08616828918457
2022-11-10,27.655458450317383
2022-11-11,28.10383415222168
2022-11-14,27.825843811035156
2022-11-15,28.130733489990234
2022-11-16,28.13521385192871
2022-11-17,28.065269470214844
2022-11-18,28.085895538330078
2022-11-21,27.897579193115234
2022-11-22,28.308290481567383
2022-11-23,28.623943328857422
2022-11-25,28.786252975463867
2022-11-28,28.498401641845703
2022-11-29,28.462526321411133
2022-11-30,29.036441802978516
2022-12-01,29.416664123535156
2022-12-02,29.547582626342773
2022-12-05,28.956628799438477
2022-12-06,28.946767807006836
2022-12-07,29.072303771972656
2022-12-08,29.063344955444336
2022-12-09,29.01491928100586
2022-12-12,29.072303771972656
2022-12-13,29.592416763305664
2022-12-14,29.6130428314209
2022-12-15,28.95573616027832
2022-12-16,28.68671417236328
2022-12-19,28.525299072265625
2022-12-20,28.50736427307129
2022-12-21,28.794321060180664
2022-12-22,28.641874313354492
2022-12-23,28.604097366333008
2022-12-27,28.55192756652832
2022-12-28,28.23529815673828
2022-12-29,28.667062759399414
2022-12-30,28.541128158569336
2023-01-03,28.639175415039062
2023-01-04,29.104219436645508
2023-01-05,28.81098175048828
2023-01-06,29.611536026000977
2023-01-09,29.853504180908203
2023-01-10,29.80672836303711
2023-01-11,30.014511108398438
2023-01-12,30.62257957458496
2023-01-13,30.7296142578125
2023-01-17,30.758398056030273
2023-01-18,30.859142303466797
2023-01-19,30.771896362304688
2023-01-20,30.878931045532227
2023-01-23,30.943693161010742
2023-01-24,30.97877311706543
2023-01-25,31.221641540527344
2023-01-26,31.154172897338867
2023-01-27,31.077722549438477
2023-01-30,30.86004638671875
2023-01-31,31.057931900024414
2023-02-01,31.39434242248535
2023-02-02,31.354766845703125
2023-02-03,30.9931640625
2023-02-06,30.584802627563477
2023-02-07,30.807872772216797
2023-02-08,30.65496063232422
2023-02-09,30.662151336669922
2023-02-10,30.480451583862305
2023-02-13,30.807872772216797
2023-02-14,30.816869735717773
2023-02-15,30.609086990356445
2023-02-16,30.45256996154785
2023-02-17,30.564111709594727
2023-02-21,30.116161346435547
2023-02-22,29.965042114257812
2023-02-23,30.15393829345703
2023-02-24,29.59084701538086
2023-02-27,29.94254493713379
2023-02-28,29.746458053588867
2023-03-01,29.854398727416992
2023-03-02,29.75006103515625
2023-03-03,30.23219871520996
2023-03-06,30.205202102661133
2023-03-07,29.70328712463379
2023-03-08,29.8148250579834
2023-03-09,29.746458053588867
2023-03-10,29.74556541442871
2023-03-13,29.79143524169922
2023-03-14,29.865196228027344
2023-03-15,29.304807662963867
2023-03-16,29.602540969848633
2023-03-17,29.501798629760742
2023-03-20,29.827417373657227
2023-03-21,30.05678939819336
2023-03-22,30.187217712402344
2023-03-23,30.269075393676758
2023-03-24,30.114362716674805
2023-03-27,30.18313980102539
2023-03-28,30.232011795043945
2023-03-29,30.545156478881836
2023-03-30,30.883644104003906
2023-03-31,31.068269729614258
2023-04-03,31.3868408203125
2023-04-04,31.422142028808594
2023-04-05,31.34159278869629
2023-04-06,31.486404418945312
2023-04-10,31.323488235473633
2023-04-11,31.36874771118164
2023-04-12,31.5615177154541
2023-04-13,31.9244441986084
2023-04-14,31.71265983581543
2023-04-17,31.55970573425293
2023-04-18,31.738910675048828
2023-04-19,31.620344161987305
2023-04-20,31.67464828491211
2023-04-21,31.821264266967773
2023-04-24,31.914491653442383
2023-04-25,31.726238250732422
2023-04-26,31.631210327148438
2023-04-27,31.829410552978516
2023-04-28,31.903621673583984
2023-05-01,31.782350540161133
2023-05-02,31.631210327148438
2023-05-03,31.821264266967773
2023-05-04,31.748857498168945
2023-05-05,32.03937911987305
2023-05-08,31.923538208007812
2023-05-09,31.835744857788086
2023-05-10,31.86651039123535
2023-05-11,31.8303165435791
2023-05-12,31.67464828491211
2023-05-15,31.82579231262207
2023-05-16,31.529848098754883
2023-05-17,31.603153228759766
2023-05-18,31.432092666625977
2023-05-19,31.574190139770508
2023-05-22,31.576906204223633
2023-05-23,31.16510772705078
2023-05-24,30.735214233398438
2023-05-25,30.58769989013672
2023-05-26,30.885452270507812
2023-05-30,30.72254753112793
2023-05-31,30.445608139038086
2023-06-01,30.929798126220703
2023-06-02,31.19407081604004
2023-06-05,31.041118621826172
2023-06-06,31.275529861450195
2023-06-07,30.911701202392578
2023-06-08,31.278249740600586
2023-06-09,31.169639587402344
2023-06-12,31.31443977355957
2023-06-13,31.486404418945312
2023-06-14,31.64749526977539
2023-06-15,32.027618408203125
2023-06-16,31.911773681640625
2023-06-20,31.628490447998047
2023-06-21,31.685508728027344
2023-06-22,31.44114875793457
2023-06-23,31.027544021606445
2023-06-26,31.084218978881836
2023-06-27,31.239614486694336
2023-06-28,31.318225860595703
2023-06-29,31.122617721557617
2023-06-30,31.48460578918457
2023-07-03,31.440717697143555
2023-07-05,31.038515090942383
2023-07-06,30.430633544921875
2023-07-07,30.620771408081055
2023-07-10,30.763370513916016
2023-07-11,31.02022933959961
2023-07-12,31.69666862487793
2023-07-13,32.29084777832031
2023-07-14,31.998327255249023
2023-07-17,32.034889221191406
2023-07-18,32.21771240234375
2023-07-19,32.219539642333984
2023-07-20,31.972728729248047
2023-07-21,32.06871795654297
2023-07-24,31.893205642700195
2023-07-25,31.974559783935547
2023-07-26,32.05317306518555
2023-07-27,31.8612117767334
2023-07-28,32.118995666503906
2023-07-31,32.096134185791016
2023-08-01,31.692087173461914
2023-08-02,31.099760055541992
2023-08-03,30.8785400390625
2023-08-04,31.103410720825195
2023-08-07,31.332853317260742
2023-08-08,31.248760223388672
2023-08-09,31.239614486694336
2023-08-10,31.23504638671875
2023-08-11,30.969039916992188
2023-08-14,30.82644271850586
2023-08-15,30.449831008911133
2023-08-16,30.192960739135742
2023-08-17,29.993684768676758
2023-08-18,30.004663467407227
2023-08-21,30.02842140197754
2023-08-22,29.983633041381836
2023-08-23,30.418750762939453
2023-08-24,30.001909255981445
2023-08-25,30.17102813720703
2023-08-28,30.494617462158203
2023-08-29,30.928823471069336
2023-08-30,30.926082611083984
2023-08-31,30.862096786499023
2023-09-01,30.747831344604492
2023-09-05,30.42149543762207
2023-09-06,30.286203384399414
2023-09-07,30.293519973754883
2023-09-08,30.255125045776367
2023-09-11,30.506500244140625
2023-09-12,30.432462692260742
2023-09-13,30.35293197631836
2023-09-14,30.668302536010742
2023-09-15,30.572322845458984
2023-09-18,30.437028884887695
2023-09-19,30.454402923583984
2023-09-20,30.368471145629883
2023-09-21,29.830976486206055
2023-09-22,29.89588165283203
2023-09-25,29.634077072143555
2023-09-26,29.25193977355957
2023-09-27,29.14905548095703
2023-09-28,29.40718650817871
2023-09-29,29.341041564941406
2023-10-02,28.824790954589844
2023-10-03,28.389371871948242
2023-10-04,28.50511932373047
2023-10-05,28.746707916259766
2023-10-06,28.964414596557617
2023-10-09,29.082916259765625
2023-10-10,29.43565559387207
2023-10-11,29.65152931213379
2023-10-12,29.261125564575195
2023-10-13,29.064542770385742
2023-10-16,29.202333450317383
2023-10-17,29.065460205078125
2023-10-18,28.559314727783203
2023-10-19,28.24056053161621
2023-10-20,28.07245635986328
2023-10-23,28.17350196838379
2023-10-24,28.344362258911133
2023-10-25,28.057758331298828
2023-10-26,27.97508430480957
2023-10-27,27.8703670501709
2023-10-30,28.136754989624023
2023-10-31,28.234127044677734
2023-11-01,28.663116455078125
2023-11-02,29.262042999267578
2023-11-03,29.60651969909668
2023-11-06,29.406265258789062
2023-11-07,29.353904724121094
2023-11-08,29.381467819213867
2023-11-09,29.183961868286133
2023-11-10,29.345638275146484
2023-11-13,29.430143356323242
2023-11-14,30.28628158569336
2023-11-15,30.14757537841797
2023-11-16,30.22198486328125
2023-11-17,30.4975643157959
2023-11-20,30.690473556518555
2023-11-21,30.628923416137695
2023-11-22,30.679443359375
2023-11-24,30.831008911132812
2023-11-27,30.845712661743164
2023-11-28,30.916444778442383
2023-11-29,31.050559997558594
2023-11-30,30.939409255981445
2023-12-01,31.369314193725586
2023-12-04,31.112110137939453
2023-12-05,31.112110137939453
2023-12-06,31.24622344970703
2023-12-07,31.389524459838867
2023-12-08,31.34267807006836
2023-12-11,31.398712158203125
2023-12-12,31.471277236938477
2023-12-13,32.12440490722656
2023-12-14,32.429386138916016
2023-12-15,32.1400260925293
2023-12-18,32.1593132019043
2023-12-19,32.44867706298828
2023-12-20,32.22821044921875
2023-12-21,32.641578674316406
2023-12-22,32.67570114135742
2023-12-26,32.81862258911133
2023-12-27,33.06205749511719
2023-12-28,32.951412200927734
2023-12-29,32.941261291503906
2024-01-02,32.54291915893555
2024-01-03,32.356651306152344
2024-01-04,32.36586380004883
2024-01-05,32.303165435791016
2024-01-08,32.69782638549805
2024-01-09,32.3806266784668
2024-01-10,32.54660415649414
2024-01-11,32.61759948730469
2024-01-12,32.75777053833008
2024-01-16,32.14824295043945
2024-01-17,31.842119216918945
2024-01-18,32.03207015991211
2024-01-19,32.0892333984375
2024-01-22,32.21833038330078
2024-01-23,32.10123062133789
2024-01-24,32.30224609375
2024-01-25,32.431339263916016
2024-01-26,32.56504440307617
2024-01-29,32.79280090332031
2024-01-30,32.806640625
2024-01-31,32.7632942199707
2024-02-01,33.21420669555664
2024-02-02,32.759613037109375
2024-02-05,32.49403381347656
2024-02-06,32.726409912109375
2024-02-07,32.696903228759766
2024-02-08,32.60469436645508
2024-02-09,32.693214416503906
2024-02-12,32.74301528930664
2024-02-13,32.13534927368164
2024-02-14,32.482975006103516
2024-02-15,32.84443283081055
2024-02-16,32.82323455810547
2024-02-20,32.975379943847656
2024-02-21,32.96338653564453
2024-02-22,33.286128997802734
2024-02-23,33.4078483581543
2024-02-26,33.3460693359375
2024-02-27,33.380184173583984
2024-02-28,33.22526931762695
2024-02-29,33.33500671386719
2024-03-01,33.708457946777344
2024-03-04,33.619930267333984
2024-03-05,33.640220642089844
2024-03-06,34.04779052734375
2024-03-07,34.463661193847656
2024-03-08,34.374210357666016
2024-03-11,34.14276123046875
2024-03-12,34.29491424560547
2024-03-13,34.270938873291016
2024-03-14,33.890106201171875
2024-03-15,33.889183044433594
2024-03-18,33.837547302246094
2024-03-19,33.96756362915039
2024-03-20,34.33917999267578
2024-03-21,34.2967529296875
2024-03-22,34.30418395996094
2024-03-25,34.158573150634766
2024-03-26,34.22349166870117
2024-03-27,34.46463394165039
2024-03-28,34.371883392333984
2024-04-01,34.06952667236328
2024-04-02,33.87104797363281
2024-04-03,34.02408218383789
2024-04-04,33.86363220214844
2024-04-05,33.847862243652344
2024-04-08,33.96379470825195
2024-04-09,34.03521728515625
2024-04-10,33.38876724243164
2024-04-11,33.447200775146484
2024-04-12,33.04096603393555
2024-04-15,32.843421936035156
2024-04-16,32.50210952758789
2024-04-17,32.586509704589844
2024-04-18,32.41957092285156
2024-04-19,32.430702209472656
2024-04-22,32.79519271850586
2024-04-23,33.14299392700195
2024-04-24,33.04746627807617
2024-04-25,32.83135986328125
2024-04-26,33.0817756652832
2024-04-29,33.28118133544922
2024-04-30,32.857330322265625
2024-05-01,32.86661148071289
2024-05-02,33.30158615112305
2024-05-03,33.69019317626953
2024-05-06,33.89887619018555
2024-05-07,34.01944351196289
2024-05-08,33.9461784362793
2024-05-09,34.20494079589844
2024-05-10,34.23369216918945
2024-05-13,34.24481964111328
2024-05-14,34.507293701171875
2024-05-15,34.94413375854492
2024-05-16,34.74287033081055
2024-05-17,34.799442291259766
2024-05-20,34.75214385986328
2024-05-21,34.766056060791016
2024-05-22,34.455360412597656
2024-05-23,34.24852752685547
2024-05-24,34.455360412597656
2024-05-28,34.391361236572266
2024-05-29,33.83302688598633
2024-05-30,34.16691589355469
2024-05-31,34.5481071472168
2024-06-03,34.73359298706055
2024-06-04,34.798519134521484
2024-06-05,35.03965377807617
2024-06-06,35.10457992553711
2024-06-07,34.6037483215332
2024-06-10,34.59539794921875
2024-06-11,34.35889434814453
2024-06-12,34.80778884887695
2024-06-13,34.360748291015625
2024-06-14,34.1029167175293
2024-06-17,34.17897033691406
2024-06-18,34.3524055480957
2024-06-20,34.32087326049805
2024-06-21,34.11219787597656
2024-06-24,34.30232620239258
2024-06-25,34.51791763305664
2024-06-26,34.172035217285156
2024-06-27,34.18515396118164
2024-06-28,34.127044677734375
2024-07-01,34.12891387939453
2024-07-02,34.241390228271484
2024-07-03,34.64445495605469
2024-07-05,35.011898040771484
2024-07-08,34.860050201416016
2024-07-09,34.72038650512695
2024-07-10,35.16937255859375
2024-07-11,35.35216522216797
2024-07-12,35.732723236083984
2024-07-15,35.319358825683594
2024-07-16,35.632423400878906
2024-07-17,35.46464157104492
2024-07-18,35.07657241821289
2024-07-19,34.81974411010742
2024-07-22,35.14686965942383
2024-07-23,35.00065231323242
2024-07-24,34.561031341552734
2024-07-25,34.36418914794922
2024-07-26,34.823490142822266
2024-07-29,34.7888069152832
2024-07-30,34.876914978027344
2024-07-31,35.43276596069336
2024-08-01,34.67163848876953
2024-08-02,34.428863525390625
2024-08-05,33.78209686279297
2024-08-06,33.676170349121094
2024-08-07,33.724918365478516
2024-08-08,34.181400299072266
2024-08-09,34.36886978149414
2024-08-12,34.36137771606445
2024-08-13,34.965030670166016
2024-08-14,35.1093864440918
2024-08-15,35.38589859008789
2024-08-16,35.57337188720703
2024-08-19,35.95112609863281
2024-08-20,35.91175079345703
2024-08-21,36.309200286865234
2024-08-22,35.96705627441406
2024-08-23,36.65132141113281
2024-08-26,36.46291732788086
2024-08-27,36.61101531982422
2024-08-28,36.44886016845703
2024-08-29,36.57070541381836
2024-08-30,36.55665588378906
2024-09-03,36.144222259521484
2024-09-04,36.11234664916992
2024-09-05,36.1310920715332
2024-09-06,35.56399917602539
2024-09-09,35.90425109863281
2024-09-10,35.807701110839844
2024-09-11,35.919254302978516
2024-09-12,36.23420333862305
2024-09-13,36.330753326416016
2024-09-16,36.63444900512695
2024-09-17,36.395423889160156
2024-09-18,36.222015380859375
2024-09-19,36.8191032409668
2024-09-20,36.471351623535156
2024-09-23,36.603519439697266
2024-09-24,36.8106689453125
2024-09-25,36.56945037841797
2024-09-26,37.30630111694336
2024-09-27,37.147056579589844
2024-09-30,36.968971252441406
2024-10-01,36.804080963134766
2024-10-02,36.541175842285156
2024-10-03,36.173702239990234
2024-10-04,36.276397705078125
2024-10-07,36.004085540771484
2024-10-08,35.93812942504883
2024-10-09,35.93812942504883
2024-10-10,35.889137268066406
2024-10-11,36.03235626220703
2024-10-14,36.119041442871094
2024-10-15,35.661102294921875
2024-10-16,35.74119567871094
2024-10-17,35.6705207824707
2024-10-18,35.897613525390625
2024-10-21,35.35392379760742
2024-10-22,35.090091705322266
2024-10-23,34.72731018066406
2024-10-24,34.97513198852539
2024-10-25,34.83285140991211
2024-10-28,35.04956817626953
2024-10-29,34.845096588134766
2024-10-30,34.73391342163086
2024-10-31,34.490806579589844
2024-11-01,34.49174880981445
2024-11-04,34.502113342285156
2024-11-05,34.75087356567383
2024-11-06,34.123321533203125
2024-11-07,34.72636413574219
2024-11-08,34.3325080871582
2024-11-11,34.34663772583008
2024-11-12,33.629573822021484
2024-11-13,33.44111633300781
2024-11-14,33.54759216308594
2024-11-15,33.453365325927734
2024-11-18,33.62014389038086
2024-11-19,33.642757415771484
2024-11-20,33.520267486572266
2024-11-21,33.55796432495117
2024-11-22,33.652183532714844
2024-11-25,34.03474807739258
2024-11-26,33.77656555175781
2024-11-27,33.95465087890625
2024-11-29,34.48798370361328
2024-12-02,34.61518478393555
2024-12-03,34.783851623535156
2024-12-04,34.900691986083984
2024-12-05,35.12401580810547
2024-12-06,35.12495803833008
2024-12-09,35.089149475097656
2024-12-10,34.741455078125
2024-12-11,34.90634536743164
2024-12-12,34.56052780151367
2024-12-13,34.39469528198242
2024-12-16,34.27973556518555
2024-12-17,34.211891174316406
2024-12-18,33.39966583251953
2024-12-19,33.149017333984375
2024-12-20,33.15843200683594
2024-12-23,33.24323654174805
2024-12-24,33.56361389160156
2024-12-26,33.57593536376953
2024-12-27,33.413883209228516
2024-12-30,33.360816955566406
2024-12-31,33.30488204956055
2025-01-02,33.24705505371094
2025-01-03,33.303932189941406
2025-01-06,33.546627044677734
2025-01-07,33.49069595336914
2025-01-08,33.43760681152344
2025-01-10,32.81001663208008
2025-01-13,32.72374725341797
2025-01-14,32.8536262512207
2025-01-15,33.4650993347168
2025-01-16,33.61299514770508
2025-01-17,33.71538162231445
2025-01-21,34.37519454956055
2025-01-22,34.251956939697266
2025-01-23,34.49843978881836
2025-01-24,34.67856979370117
2025-01-27,34.839725494384766
2025-01-28,34.77336883544922
2025-01-29,34.744930267333984
2025-01-30,35.07673263549805
2025-01-31,34.85869216918945
2025-02-03,34.470001220703125
2025-02-04,34.8112907409668
2025-02-05,35.247379302978516
2025-02-06,35.40853500366211
