date,usd_per_eur,usd_per_gbp,usd_per_jpy
2021-06-10,1.2173,1.4165,0.009133254178463788
2021-06-11,1.2101,1.4114,0.009111617312072893
2021-06-14,1.2126,1.4116,0.009092562284051645
2021-06-15,1.212,1.4073,0.009081002542680712
2021-06-16,1.2119,1.411,0.009100837277029487
2021-06-17,1.1911,1.3916,0.009067827348567283
2021-06-18,1.1872,1.3817,0.009073586788857635
2021-06-21,1.1909,1.3915,0.009072763563781528
2021-06-22,1.191,1.3921,0.009029345372460496
2021-06-23,1.195,1.3977,0.009020386072523904
2021-06-24,1.1927,1.3907,0.00901631953836444
2021-06-25,1.194,1.3899,0.009026900162484202
2021-06-28,1.1938,1.3895,0.00904977375565611
2021-06-29,1.1905,1.3845,0.009047317470370035
2021-06-30,1.1848,1.3806,0.0090049527239982
2021-07-01,1.1857,1.378,0.008963786303334529
2021-07-02,1.1848,1.3795,0.008986340762041696
2021-07-05,,,
2021-07-06,1.1816,1.3792,0.009036688957166094
2021-07-07,1.1803,1.3792,0.00903995660820828
2021-07-08,1.184,1.3767,0.009105809506465124
2021-07-09,1.1861,1.3842,0.009076057360682519
2021-07-12,1.1858,1.3886,0.009061254077564335
2021-07-13,1.1813,1.3847,0.009061254077564335
2021-07-14,1.1826,1.3854,0.009088430428065073
2021-07-15,1.1806,1.3849,0.009086778736937756
2021-07-16,1.181,1.3785,0.009080177971488242
2021-07-19,1.1804,1.369,0.009136592051164915
2021-07-20,1.1776,1.3615,0.009097525473071324
2021-07-21,1.1799,1.3695,0.009072763563781528
2021-07-22,1.1771,1.375,0.009082652134423252
2021-07-23,1.1761,1.3749,0.009048136083966703
2021-07-26,1.181,1.3829,0.009065361254645998
2021-07-27,1.1831,1.3884,0.009120758847136081
2021-07-28,1.1809,1.3884,0.009085953116481919
2021-07-29,1.1886,1.3966,0.009129918743723181
2021-07-30,1.1864,1.3913,0.009115770282588878
2021-08-02,1.1873,1.3886,0.009155832265152902
2021-08-03,1.1859,1.3905,0.009166743056192134
2021-08-04,1.1841,1.3912,0.009137426900584795
2021-08-05,1.1838,1.3929,0.009111617312072893
2021-08-06,1.1761,1.3873,0.009072763563781528
2021-08-09,1.1749,1.3852,0.009070294784580499
2021-08-10,1.1722,1.384,0.00904649900488511
2021-08-11,1.1737,1.3866,0.009052231375033946
2021-08-12,1.1736,1.3833,0.009061254077564335
2021-08-13,1.1796,1.3857,0.009111617312072893
2021-08-16,1.1776,1.3849,0.009152480322167308
2021-08-17,1.1714,1.3739,0.009124920156948626
2021-08-18,1.1702,1.3749,0.009097525473071324
2021-08-19,1.1693,1.3673,0.009111617312072893
2021-08-20,1.169,1.3625,0.009109957183201239
2021-08-23,1.1732,1.3717,0.009109127345600291
2021-08-24,1.1746,1.3716,0.00911743253099927
2021-08-25,1.1758,1.3723,0.009088430428065073
2021-08-26,1.1761,1.3712,0.009083477155054955
2021-08-27,1.1794,1.3769,0.009104151493080845
2021-08-30,1.1795,1.3758,0.00909835319807115
2021-08-31,1.18,1.3747,0.009086778736937756
2021-09-01,1.185,1.379,0.009088430428065073
2021-09-02,1.1858,1.3825,0.00909008271975275
2021-09-03,1.1884,1.3862,0.009120758847136081
