spread,CAGR,vol,MaxDD
0.0,0.11573790861212352,0.24077859624118786,-0.7433391536555845
0.0015,0.11474279750693706,0.24078482153490677,-0.7436667593245598
0.003,0.11379024122584336,0.24079421651428543,-0.7439939727402964
0.006,0.11172607343344909,0.2407993522145616,-0.7466673173816285
0.01,0.10928637860141732,0.24078790704669714,-0.7462112661616169
