variant,series,frac,X,scenario,label,kelly_mult,leverage,leverage_min,leverage_max,n_obs,cagr,ann_vol,sharpe,sortino,max_dd,calmar,final_wealth,log_final_wealth,final_wealth_raw,worst_day,best_day,worst_month,mdd_peak,mdd_trough,mdd_recovery,mdd_recovered,mdd_duration_days,mdd_recovery_days,mdd_duration_tdays,mdd_recovery_tdays,longest_underwater_days,n_dd_20,n_dd_35,n_dd_50,pct_days_below_20,q01,q05,q50,q95,q99,skew,kurt,wiped_out
cost_letf,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.10364408890888106,0.14604462824446368,0.5333288240913963,0.7568402771268173,-0.7776336543429743,0.1332813829880477,18864.012062238802,9.845011262208613,18864.012062238664,-0.11137736521697654,0.18553659469939948,-0.2598293451583955,1929-02-05,1932-05-31,1936-03-02,True,2582.0,1371.0,2098,1114,2582.0,12,4,3,0.17222582243738802,-0.02665402319027654,-0.012692561564938889,0.0007603930660754648,0.012328277753856842,0.0260162625499544,0.2561598111908426,24.80798379467382,False
cash_day,scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.11372951802957862,0.14604462824446368,0.5956293781096133,0.8471708592905232,-0.7699131429018381,0.14771733549180213,46776.994935606526,10.75314679984494,46776.99493560977,-0.11134273496864101,0.185571224947735,-0.2592060313524748,1929-02-05,1932-05-31,1936-01-23,True,2543.0,1332.0,2067,1083,2543.0,12,4,3,0.1616284832081729,-0.026619392941941013,-0.01265793131660336,0.0007950233144109925,0.01236290800219237,0.026050892798289926,0.2561598111908423,24.80798379467382,False
walkforward,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,1.9983719563915288,4.8708273139044716e-05,3.061503940065332,23254,0.20343056306904164,0.39761525948663373,0.5834256680573557,0.8134587143033756,-0.9808137880912324,0.2074099747974986,16754521.21498394,16.63417870309524,13084206.183152527,-0.3291160196093948,0.2498772056856707,-0.7412464862421804,2007-02-22,2009-03-09,2018-06-06,True,4122.0,3376.0,2842,2328,4122.0,31,14,9,0.5228777844671885,-0.07353831307018946,-0.035142899302666036,0.0007856289160970617,0.03420353617243026,0.07026239603780671,-0.6386329122484131,19.736397298655966,False
fixed_1936,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,23254,0.26986435447148666,0.5138738830599388,0.662449543182581,0.9139416219457707,-0.9967251596836839,0.2707510208301851,2091247454.5048406,21.461026593052292,1520058429.8234813,-0.3460216105766743,0.24798431858184214,-0.7643215716663103,1937-03-17,1940-05-21,1946-01-23,True,3234.0,2073.0,2643,1690,3933.0,39,20,15,0.5943493592500215,-0.09520985379453305,-0.04579884201514303,0.00278009325764397,0.04523751077383231,0.08554886300966988,-0.7477600285182081,12.486268201947265,False
cost_futures,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26223,0.1701269246532441,0.5670801376554185,0.5121124182873719,0.7060038803779357,-0.999947850577084,0.17013579713688215,6482088.164750498,15.684553264064508,6443447.778017939,-0.44541709266318297,0.24793729463190958,-0.7637828715489212,1929-02-05,1940-05-21,1961-02-27,True,11710.0,7587.0,9047,5689,11710.0,35,16,12,0.7129619036723487,-0.10660493726005829,-0.051119263339424716,0.002633303286575817,0.048883488545914955,0.10220203469246725,-0.6577472676102137,11.806730537085677,False
cost_broker,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26223,0.15563577419888674,0.5670801376554185,0.4901400473437562,0.6751875224762539,-0.9999555617487116,0.15564269068788675,1868246.1503214377,14.440510661210425,1857990.247345851,-0.44546451194900805,0.2478898753460845,-0.7640396628990236,1929-02-05,1940-05-21,1963-05-22,True,12524.0,8401.0,9609,6251,12524.0,33,15,11,0.7319910002669412,-0.10665235654588337,-0.0511666826252498,0.0025858840007507325,0.04883606926008987,0.10215461540664217,-0.6577472676102135,11.806730537085677,False
cost_letf,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26223,0.14864764467184036,0.567102277339681,0.47944113278430645,0.6602730738017436,-0.999956122339086,0.14865416726898523,1019685.2113011229,13.835004521257176,1014321.6560498568,-0.4454632931857325,0.24789100089509944,-0.7640517870394035,1929-02-05,1940-05-21,1963-08-30,True,12624.0,8501.0,9679,6321,12624.0,33,15,11,0.7404568508561187,-0.10665982754190112,-0.051211456717492346,0.0025554046884871586,0.048826746121005175,0.10215603935862352,-0.6566516701562173,11.804174344890924,False
cash_day,scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.18881652227686227,0.5668178093672869,0.5400618098765376,0.7452310504548365,-0.9999378629402986,0.18882825550944818,31530636.191882744,17.26647020866886,31530636.191882484,-0.44537093987456405,0.24798431858184214,-0.764298003823477,1929-02-05,1940-05-21,1959-01-15,True,10936.0,6813.0,8522,5155,10936.0,37,18,13,0.6936301604848855,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.048929641334533876,0.10216150591280901,-0.6588168563009023,11.824347794487265,False
walkforward,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,0.9991859781957644,2.4354136569522358e-05,1.530751970032666,23254,0.1384973892139075,0.1988034509943946,0.5834256680573557,0.8134587143033756,-0.8083666106163926,0.1713299230757453,114879.94480898521,11.651642903858765,96610.68132379398,-0.1645080098046974,0.12498860284283536,-0.43762399130746266,2007-06-04,2009-03-09,2013-07-15,True,2233.0,1589.0,1539,1095,2880.0,18,8,2,0.17313150425733206,-0.03673693308466603,-0.01752818743615534,0.00046101061936414827,0.017167414412687564,0.03518149333913732,-0.6428036598995597,19.737170559131386,False
fixed_1936,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,23254,0.1858870191452725,0.2569249081573642,0.662449543182581,0.9139416219457707,-0.908480728330304,0.2046130571056957,4479488.240674096,15.3150193658738,3567465.6955131893,-0.17296080528833715,0.12399215929092107,-0.45674312804387307,1937-03-17,1940-05-21,1945-02-08,True,2885.0,1724.0,2371,1418,2885.0,22,11,5,0.3294486969983659,-0.047604926897266524,-0.02283576937556275,0.0014510419659397868,0.022657760049798355,0.04281343616771714,-0.7532241123519468,12.49479759728254,False
cost_futures,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26223,0.1508052538506424,0.28348645338135064,0.527872022427889,0.7281123895607002,-0.9620329756155431,0.15675684479957852,1229783.6942433922,14.022348853545006,1223227.658139091,-0.22269558274431292,0.12398185559864747,-0.4588588728752293,1929-02-05,1940-05-21,1946-05-28,True,6321.0,2198.0,5150,1792,6321.0,24,11,5,0.39507302749494716,-0.0532666936806698,-0.0254606059879525,0.0014256781399422198,0.024454707860236048,0.05111344229559299,-0.6634844506712219,11.819360265671436,False
cost_broker,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26223,0.14766863463978067,0.28348645338135064,0.5182415039138186,0.7145853753523228,-0.9633366646707869,0.1532887100173285,936478.068369124,13.749881381872491,931582.411903309,-0.22270597306094256,0.12397146528201781,-0.4589974069522269,1929-02-05,1940-05-21,1950-08-03,True,7849.0,3726.0,6327,2969,7849.0,23,10,4,0.40071692788773217,-0.05327708399729945,-0.025470996304582147,0.001415287823312573,0.0244443175436064,0.051103051978963344,-0.6634844506712213,11.819360265671438,False
cost_letf,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26223,0.1380332692368466,0.2834906392179532,0.48848785720301563,0.6728838083354217,-0.9666161373578593,0.142800501566367,403611.6731306439,12.908208489567231,401630.5399398857,-0.22273274822299796,0.12394466969524146,-0.45935631731381066,1929-02-05,1940-05-21,1950-10-17,True,7924.0,3801.0,6380,3022,7924.0,23,10,4,0.4205087137245929,-0.05330576322325883,-0.02549912393309982,0.001372177019437732,0.02441754238155101,0.05107632177700353,-0.6630065808829473,11.81835698640449,False
cash_day,scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.15474922410491534,0.2834002682849151,0.5400618098765376,0.7452310504548365,-0.9605533069999599,0.16110425415975566,1730457.0738059494,14.363896136090208,1730457.0738058987,-0.22268546993728203,0.12399215929092107,-0.45870460322554873,1929-02-05,1940-05-21,1946-05-10,True,6303.0,2180.0,5145,1778,6303.0,23,11,5,0.39008119544085695,-0.05327779054676423,-0.025453455172595202,0.0014510419659397868,0.02447361693696113,0.05109675295640449,-0.6639955302550531,11.829934674666731,False
walkforward,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.4995929890978822,1.2177068284761179e-05,0.765375985016333,23254,0.09052935708899318,0.09940537988925417,0.5834256680573557,0.8134587143033756,-0.5190504766599107,0.17441339746290094,2403.931974935139,7.784860998638747,2141.2419310332048,-0.08220400490234869,0.06254430142141768,-0.23268676823545975,2007-06-04,2009-03-09,2012-09-14,True,1929.0,1285.0,1333,889,2879.0,8,2,1,0.02928528425217167,-0.018344811687420515,-0.008686669213881908,0.00029333255433781165,0.008641569931564792,0.017626572850007623,-0.650996750462231,19.73235855520945,False
fixed_1936,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,23254,0.11676526826184792,0.1284564815021391,0.662449543182581,0.9139416219457707,-0.6616128805267922,0.17648578451023592,20340.604675699382,9.920374397562808,17551.784214785886,-0.08643040264416857,0.061996079645460535,-0.24399783058309854,1937-03-17,1940-05-21,1944-06-27,True,2659.0,1498.0,2188,1235,2659.0,11,3,2,0.11727014707147157,-0.023758142295511077,-0.011348061203218086,0.0007950233144109925,0.011336576760881607,0.02143538589230401,-0.7640517088953217,12.509466765131211,False
cost_futures,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26223,0.1028086878238026,0.1417236741060925,0.5401648852905355,0.7453731318369315,-0.7699131429018381,0.13353283908924055,17490.555813961408,9.769416346464908,17425.54047305849,-0.11134273496864101,0.061996079645460535,-0.2592060313524748,1929-02-05,1932-05-31,1945-01-04,True,5812.0,4601.0,4746,3762,5812.0,11,3,2,0.19589673187659687,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012301912665074568,0.025568276944490393,-0.674207650212627,11.833731512264922,False
cost_broker,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26223,0.1028086878238026,0.1417236741060925,0.5401648852905355,0.7453731318369315,-0.7699131429018381,0.13353283908924055,17490.555813961408,9.769416346464908,17425.54047305849,-0.11134273496864101,0.061996079645460535,-0.2592060313524748,1929-02-05,1932-05-31,1945-01-04,True,5812.0,4601.0,4746,3762,5812.0,11,3,2,0.19589673187659687,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012301912665074568,0.025568276944490393,-0.674207650212627,11.833731512264922,False
cost_letf,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26223,0.09282179984014038,0.1417236741060925,0.4759616919546475,0.6552901905185027,-0.7776336543429743,0.11936443249561503,7053.283745984402,8.861248566936938,7029.498643896726,-0.11137736521697654,0.06196144939712501,-0.2598293451583955,1929-02-05,1932-05-31,1945-06-14,True,5973.0,4762.0,4879,3895,5973.0,11,3,2,0.21469702169850893,-0.02665402319027654,-0.012692561564938889,0.0007518860717521669,0.01226728241673904,0.025533646696154867,-0.6742076502126266,11.833731512264922,False
cash_day,scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.10276865371167909,0.1416967151162641,0.5400618098765376,0.7452310504548365,-0.7699131429018381,0.13348084087036013,17427.28302710483,9.765792247253195,17427.283027105776,-0.11134273496864101,0.061996079645460535,-0.2592060313524748,1929-02-05,1932-05-31,1945-01-04,True,5812.0,4601.0,4755,3771,5812.0,11,3,2,0.19620325544161935,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012301912665074568,0.02556437647820223,-0.6742829686391872,11.839317209116272,False
walkforward,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,1.7763635250663434,4.8708273139044716e-05,2.8945430685398623,23246,0.16766553246318477,0.3582953936872981,0.521331994227113,0.7175108719809598,-0.9819296358144831,0.1707510664184312,1114659.504818124,13.924059539394618,901994.1909914862,-0.3029941425900491,0.2010491423972165,-0.7544903948225707,2007-02-22,2009-03-11,,False,7007.0,6259.0,4819,4306,7007.0,27,12,7,0.3979179213628151,-0.06808534210308678,-0.031801056944755934,0.0003507173105240615,0.031084017532354805,0.0635056693620854,-0.9147048315645875,19.604862682373422,False
fixed_1936,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,23246,0.24617238451226447,0.5092261157887321,0.6274151234259064,0.8576240704258484,-0.9967251596836839,0.24698120853133537,385191017.2990662,19.769249918039662,285195553.2294913,-0.3460216105766743,0.21740329274775846,-0.8100678774349465,1937-03-17,1940-05-21,1946-05-10,True,3341.0,2180.0,2730,1777,7007.0,36,19,14,0.6097393099888153,-0.0952320945405942,-0.0458300457454488,0.00278009325764397,0.04503751077383232,0.08423682570661228,-0.8990526185247592,12.035318450880316,False
cost_futures,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26208,0.1339910933919006,0.5600794464068213,0.45633777885429216,0.6211615349760776,-0.9999879419024609,0.13399270908905633,282940.1265437494,12.552990587258703,279575.48611986544,-0.44541709266318297,0.2176093190473529,-0.8096495872926834,1929-02-05,1940-05-21,1965-11-12,True,13429.0,9306.0,10225,6874,13429.0,30,14,10,0.7605311355311355,-0.10660612398889671,-0.05113836986285033,0.0026129130128204493,0.04860996218059559,0.09920466561637359,-0.8444952459452816,11.393338683045522,False
cost_broker,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26208,0.11994595047330048,0.5600794464068213,0.43409052935375575,0.590419754416284,-0.9999897221281773,0.11994718327507567,81537.1138063038,11.308813579699498,80663.08393710194,-0.44546451194900805,0.21756189976152782,-0.8098492509909042,1929-02-05,1940-05-21,1966-04-06,True,13574.0,9451.0,10325,6974,13574.0,31,14,10,0.7703754578754579,-0.10665354327472179,-0.051185789148675415,0.0025654937269953652,0.04856254289477051,0.09915724633054851,-0.8444952459452814,11.393338683045522,False
cost_letf,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26208,0.11316983296759307,0.5601004684399175,0.4232548949311486,0.5755274054878564,-0.9999898518084345,0.11317098144839247,44487.62158502748,10.70296626283023,44036.15834419764,-0.4454632931857325,0.21756035468938537,-0.8098587398112286,1929-02-05,1940-05-21,1966-04-19,True,13587.0,9464.0,10333,6982,13587.0,31,14,10,0.7757936507936508,-0.10666114125072526,-0.051224321716452116,0.002545248661961653,0.048556429928466635,0.099158624428284,-0.8433909084257831,11.390481860182462,False
cash_day,scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.15203142495719874,0.5596578777131124,0.4845010770218021,0.6601105982542059,-0.9999856369106833,0.1520336086294986,1367726.3628328724,14.128660329987571,1367726.362832843,-0.44537093987456405,0.21768130207352285,-0.8100298891111122,1929-02-05,1940-05-21,1965-01-27,True,13140.0,9017.0,10041,6674,13140.0,32,15,11,0.7437578622345901,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.04865163200876948,0.09924932929788972,-0.8459240860560836,11.419044379225433,False
walkforward,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,0.8881817625331717,2.4354136569522358e-05,1.4472715342699312,23246,0.11722566733614115,0.1791476674356032,0.521331994227113,0.7175108719809598,-0.8233298613822271,0.14237995344823243,21107.838354776235,9.957399736488666,18142.475202788653,-0.15144707129502455,0.10052457119860825,-0.46391547773752484,2007-06-04,2009-03-11,2016-11-23,True,3460.0,2814.0,2384,1941,3460.0,15,8,2,0.19624881700077432,-0.034019341309602685,-0.015843312229444375,0.00022047797411227105,0.015621545067157362,0.03177621618233447,-0.9189935585618916,19.60744975827943,False
fixed_1936,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,23246,0.17421124342637104,0.2546030117085482,0.6274151234259063,0.8576240704258482,-0.908480728330304,0.19176107758119837,1841732.0111283963,14.426216997226238,1479013.9933460718,-0.17296080528833715,0.10870164637387923,-0.5151561623655997,1937-03-17,1940-05-21,1945-04-28,True,2964.0,1803.0,2434,1481,3447.0,20,11,5,0.3601479824485933,-0.0476160472702971,-0.02283576937556275,0.0014510419659397868,0.022579750724033957,0.04215196028872089,-0.904490633415916,12.045253016868296,False
cost_futures,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26208,0.13200289191551365,0.2799891000956603,0.47228927936817244,0.6432104076198215,-0.9824304591862769,0.13436359864579975,237472.426489567,12.37780679672553,234687.6523187796,-0.22269558274431292,0.10882487841554092,-0.5174160692895375,1929-02-05,1940-05-21,1954-07-23,True,9299.0,5176.0,7377,4026,9299.0,20,10,4,0.4702762515262515,-0.05326695371175569,-0.025461461923610193,0.0014068258862158238,0.024370614878904604,0.04961487812886714,-0.8502685022917296,11.407555844642864,False
cost_broker,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26208,0.12891733697812355,0.2799891000956603,0.4625382554006863,0.6297160895406752,-0.9830326461915766,0.1311424777982396,180831.8956889978,12.105323125590113,178757.74267145534,-0.22270597306094256,0.10881448809891127,-0.5175351420063781,1929-02-05,1940-05-21,1954-08-13,True,9320.0,5197.0,7392,4041,9320.0,20,10,4,0.48210470085470086,-0.05327734402838533,-0.025471852240239838,0.001396435569586177,0.024360224562274956,0.04960448781223749,-0.8502685022917292,11.407555844642864,False
cost_letf,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26208,0.11943809116137294,0.2799930324102245,0.43241098834809244,0.5881091521298317,-0.9845477360476295,0.12131264619107801,77927.44786864941,11.263533517278507,77095.43823003894,-0.22273274822299796,0.10878710733673759,-0.5178437044933392,1929-02-05,1940-05-21,1954-12-20,True,9449.0,5326.0,7480,4129,9449.0,19,10,4,0.5051892551892552,-0.05330605107767089,-0.025500071453872886,0.0013530466949688716,0.024321468046316682,0.04957774756288609,-0.8497882543618513,11.406419488339735,False
cash_day,scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,1.390046628821985,1.390046628821985,26233,0.13581003183771306,0.27982349606269546,0.4845010770218021,0.6601105982542059,-0.9817470739562768,0.1383350512983159,332033.6170119712,12.712991498832727,332033.61701195646,-0.22268546993728203,0.10884065103676142,-0.5172828466303572,1929-02-05,1940-05-21,1954-07-02,True,9278.0,5155.0,7380,4013,9278.0,19,10,4,0.45625738573552393,-0.05327779054676423,-0.025453455172595202,0.0014120373030575882,0.024386811341502543,0.04962466464894486,-0.8510555295101125,11.426169779437984,False
walkforward,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.44409088126658586,1.2177068284761179e-05,0.7236357671349656,23246,0.07929206772567386,0.08958249722209743,0.521331994227113,0.7175108719809598,-0.5438155170866733,0.14580692391871616,948.064903815875,6.854422963852269,854.2388915162816,-0.07567353564751227,0.050262285599304124,-0.2544245644943134,2007-06-04,2009-03-11,2013-11-22,True,2363.0,1717.0,1628,1185,2821.0,6,2,1,0.0550202185322206,-0.01695814009386945,-0.007859272124679283,0.00016250341792438752,0.007869438755785035,0.015888108091167235,-0.9273046420598534,19.604837280887857,False
fixed_1936,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,23246,0.1111102123341727,0.12729757634441993,0.6274151234259064,0.8576240704258484,-0.6616128805267922,0.16793840568173954,12891.776558470194,9.464344910987904,11164.033100100307,-0.08643040264416857,0.054350823186939616,-0.28698481654562635,1937-03-17,1940-05-21,1944-12-07,True,2822.0,1661.0,2318,1365,2822.0,10,3,2,0.14974619289340102,-0.023759901549449923,-0.01136026027064165,0.0007950233144109925,0.011328880024899178,0.021097432708945627,-0.9152414891260161,12.06277618778307,False
cost_futures,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26208,0.09352881927923633,0.1399781867648938,0.4847323041974235,0.660425365334977,-0.8163427447918814,0.1145705279748405,7523.709231020386,8.925814544142586,7459.981845042279,-0.11134273496864101,0.05442032551838071,-0.3015828649197416,1929-02-05,1933-04-03,1946-01-29,True,6202.0,4684.0,5045,3825,6202.0,10,3,2,0.23981227106227107,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012232410333633469,0.024842829993031328,-0.8609370725825597,11.425072666512863,False
cost_broker,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26208,0.09352881927923633,0.1399781867648938,0.4847323041974235,0.660425365334977,-0.8163427447918814,0.1145705279748405,7523.709231020386,8.925814544142586,7459.981845042279,-0.11134273496864101,0.05442032551838071,-0.3015828649197416,1929-02-05,1933-04-03,1946-01-29,True,6202.0,4684.0,5045,3825,6202.0,10,3,2,0.23981227106227107,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012232410333633469,0.024842829993031328,-0.8609370725825597,11.425072666512863,False
cost_letf,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26208,0.08362566007712294,0.1399781867648938,0.4197256242714591,0.5705602961466237,-0.8239517203712068,0.10149339822902233,3033.942921430579,8.017618346755425,3010.8495831252862,-0.11137736521697654,0.054385695270045185,-0.3021477379547246,1929-02-05,1933-04-03,1950-10-04,True,7911.0,6393.0,6362,5142,7911.0,9,3,2,0.28102106227106227,-0.02665402319027654,-0.012692561564938889,0.0007518860717521669,0.01219778008529794,0.0248081997446958,-0.8609370725825592,11.42507266651286,False
cash_day,scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,0.6950233144109925,0.6950233144109925,26233,0.0934389321360048,0.13991158942177895,0.4845010770218021,0.6601105982542059,-0.8163427447918814,0.11446041841141877,7462.220063402195,8.917608244555336,7462.220063402697,-0.11134273496864101,0.05442032551838071,-0.3015828649197416,1929-02-05,1933-04-03,1946-01-29,True,6202.0,4684.0,5062,3835,6202.0,10,3,2,0.2404986086227271,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012232410333633469,0.024842829993031328,-0.8612242826983408,11.438643932501225,False
walkforward,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,0.8812089853176596,4.8708273139044716e-05,2.048706362681216,23202,0.06564776974519139,0.20653306828907064,0.24972514174948668,0.3306930465163931,-0.9680347015065339,0.0678155128561249,302.3473030598655,5.711576366751759,274.26456352574814,-0.1865603128994514,0.0915399311833898,-0.655461906183894,2007-06-04,2020-05-19,,False,6905.0,2172.0,4721,1488,6905.0,11,5,4,0.2897595034910784,-0.04205157492877791,-0.018364752082804015,6.185950688658679e-07,0.018379792688610556,0.03696803655150822,-1.6614514226234152,23.510985930265726,False
fixed_1936,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,23202,0.15205527118530796,0.4950583414056327,0.4736858287787936,0.6288617957580325,-0.9994335996113252,0.15214144415841283,332720.32783527736,12.71505755973512,267812.2496959766,-0.3460216105766743,0.14512086804901522,-0.8840752459046005,1937-03-17,1942-04-28,1954-12-21,True,6488.0,4620.0,5070,3549,7007.0,31,16,12,0.6679596586501164,-0.09535441864393054,-0.045870439217413725,0.0027020839318795736,0.0443984827965392,0.08036646591340402,-1.2931027976946885,11.797824860864953,False
cost_futures,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26133,0.004873004289826744,0.5399146492901518,0.23093452983267604,0.30258275143359986,-0.9999999875013563,0.00487300435073269,1.6246490054940113,0.4852917958319916,1.62164629892442,-0.44541709266318297,0.14509115056130975,-0.8838636402871449,1929-02-05,1942-04-28,1993-08-30,True,23582.0,18752.0,17171,13283,23582.0,17,7,5,0.876860674243294,-0.10673931593448037,-0.05116176813673906,0.0025414487910297434,0.04751531639184923,0.08855040798881011,-1.3234272502050248,11.337531144205984,False
cost_broker,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26133,-0.007578207602648218,0.5399146492901518,0.20785553676964655,0.2721318220480387,-0.9999999896178017,-0.007578207681326673,0.4679398407728184,-0.7594155366843734,0.46929643607859384,-0.44546451194900805,0.14504373127548467,-0.8839714592005996,1929-02-05,1942-04-28,1996-03-01,True,24496.0,19666.0,17804,13916,24496.0,17,7,5,0.9007767956223931,-0.10678673522030545,-0.05120918742256415,0.0024940295052046594,0.04746789710602415,0.08850298870298504,-1.3234272502050248,11.337531144205984,False
cost_letf,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26133,-0.013597994941405237,0.5399316800841806,0.1965977498196813,0.2573221738942884,-0.9999999897445607,-0.01359799508085865,0.254920030126894,-1.366805390354292,0.25625169384658536,-0.4454632931857325,0.14504670861595792,-0.883978113617634,1929-02-05,1942-04-28,1997-01-23,True,24824.0,19994.0,18031,14143,24824.0,16,7,5,0.9116060153828492,-0.10678835677594374,-0.051246069251817544,0.0024355878002964375,0.047470728733271905,0.0884947471531293,-1.3223050329144164,11.333964217488216,False
cash_day,scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,2.78009325764397,2.78009325764397,26233,0.020965390721092964,0.5387311927698205,0.25986838575452437,0.3408072135258127,-0.9999999846790686,0.020965391042302283,7.935466188263021,2.0713421031364185,7.935466188262982,-0.44537093987456405,0.14512086804901522,-0.8840172719339182,1929-02-05,1942-04-28,1986-03-07,True,20849.0,16019.0,15343,11394,20849.0,19,8,6,0.8543437654862196,-0.10665558109352846,-0.051053715940649044,0.0025240746061151766,0.04753959470571189,0.08829695626731388,-1.3271585885512847,11.40553874867971,False
walkforward,scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,0.4406044926588298,2.4354136569522358e-05,1.024353181340608,23202,0.05558537167456796,0.10328135652205879,0.24972514174948668,0.3306930465163931,-0.7779202487388371,0.07145381774633436,128.93849561053028,4.859335512453852,118.67611883453537,-0.0932301564497257,0.0457699655916949,-0.3985499848220153,2007-06-04,2009-03-11,,False,6905.0,6259.0,4721,4286,6905.0,5,1,1,0.2136884751314542,-0.021001535747361657,-0.00911537571711706,4.44462992393783e-07,0.009216629273411058,0.018523002255409794,-1.6691464104126192,23.51730471336046,False
