series,frac,X,scenario,label,kelly_mult,leverage,n_obs,cagr,ann_vol,sharpe,sortino,max_dd,calmar,final_wealth,log_final_wealth,final_wealth_raw,worst_day,best_day,worst_month,mdd_peak,mdd_trough,mdd_recovery,mdd_recovered,mdd_duration_days,mdd_recovery_days,mdd_duration_tdays,mdd_recovery_tdays,longest_underwater_days,n_dd_20,n_dd_35,n_dd_50,pct_days_below_20,q01,q05,q50,q95,q99,skew,kurt,wiped_out
mkt,half,500,half_x500,"Half Kelly, -500 best days",0.5,1.3081808227050837,25733,-0.11242635097623137,0.19944139749378875,-0.6549152384054832,-0.7976348666948909,-0.9999982972579764,-0.1124265424096297,6.748886782849605e-06,-11.906132987740131,8.468115732219998e-06,-0.2278467354797666,0.029826522757675906,-0.5438736762985505,1929-09-03,2022-12-28,,False,35303.0,1219.0,24789,829,35303.0,1,1,1,0.9618000233163642,-0.0406844235861281,-0.02073089316328134,0.0007540904113525419,0.01700635069516609,0.024986253713667098,-1.9875051174032083,14.85383998635703,False
mkt,quarter,500,quarter_x500,"Quarter Kelly, -500 best days",0.25,0.6540904113525419,25733,-0.037970021283887684,0.09974601867055699,-0.6549152384054832,-0.7976348666948909,-0.997334253255718,-0.038071510288489124,0.020975593118872152,-3.864395749609252,0.022578875753410464,-0.11377336773988331,0.015017034255432191,-0.31731776011670676,1929-09-03,1942-04-28,,False,35303.0,30683.0,24789,21231,35303.0,1,1,1,0.9616057202813508,-0.020341004472553895,-0.010300037540505416,0.0004270452056762709,0.0085685843887183,0.012548674111642249,-1.9897294963003425,14.848344813436395,False
mkt,unlev,500,unlev_x500,"Unlevered 1.00x, -500 best days",,1.0,25733,-0.07689701025827216,0.152467373890071,-0.6549152384054833,-0.7976348666948909,-0.9998994095982873,-0.07690474613757975,0.00033955836113745106,-7.987864722536095,0.000395398548052868,-0.1741,0.0228,-0.4469552014121886,1929-09-03,1942-04-28,,False,35303.0,30683.0,24789,21231,35303.0,1,1,1,0.9617223021023589,-0.0311,-0.0158,0.0006000000000000001,0.013000000000000001,0.0191,-1.9882536458401159,14.852772924962427,False
scv,full,0,full_x0,"Full Kelly, original",1.0,2.78009325764397,26233,0.23037185788218614,0.5842328561922139,0.5956293781096133,0.8471708592905232,-0.9992356515754022,0.23054807694159052,973543849.24462,20.6964534246431,973543849.2446172,-0.44537093987456405,0.74228489979094,-0.72298508116512,1929-02-05,1932-05-31,1950-12-27,True,7995.0,6784.0,6445,5461,7995.0,42,20,14,0.6221553005756109,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.04906964133453366,0.10397548783588449,0.2718084647011923,24.821696170766582,False
scv,half,0,half_x0,"Half Kelly, original",0.5,1.390046628821985,26233,0.17665601313258292,0.292103996474128,0.5956293781096133,0.8471708592905232,-0.9588493844300482,0.18423749965443156,11296901.158790214,16.24003901233824,11296901.158789927,-0.22268546993728203,0.37114244989547,-0.45870460322554873,1929-02-05,1932-05-31,1937-01-08,True,2894.0,1683.0,2355,1371,2894.0,25,12,6,0.3542103457477223,-0.05327779054676423,-0.025453455172595202,0.0014510419659397868,0.024603825330149137,0.052029220747182366,0.26660302339737063,24.818289319426615,False
scv,quarter,0,quarter_x0,"Quarter Kelly, original",0.25,0.6950233144109925,26233,0.11372951802957862,0.14604462824446368,0.5956293781096133,0.8471708592905232,-0.7699131429018381,0.14771733549180213,46776.994935606526,10.75314679984494,46776.99493560977,-0.11134273496864101,0.185571224947735,-0.2592060313524748,1929-02-05,1932-05-31,1936-01-23,True,2543.0,1332.0,2067,1083,2543.0,12,4,3,0.1616284832081729,-0.026619392941941013,-0.01265793131660336,0.0007950233144109925,0.01236290800219237,0.026050892798289926,0.2561598111908423,24.80798379467382,False
scv,unlev,0,unlev_x0,"Unlevered 1.00x, original",,1.0,26233,0.1439311681031498,0.2101344195421973,0.5956293781096134,0.8471708592905233,-0.8895053111818321,0.16181035266885269,676201.4897934666,13.424246372438146,676201.4897934415,-0.1602,0.267,-0.3533865159247134,1929-02-05,1932-05-31,1936-10-02,True,2796.0,1585.0,2278,1294,2796.0,20,8,4,0.25681393664468416,-0.0383,-0.0183,0.0011,0.0177,0.03746800000000003,0.26253458860306217,24.814823403682386,False
scv,full,5,full_x5,"Full Kelly, -5 best days",1.0,2.78009325764397,26228,0.20411527736255058,0.570654432626303,0.562052431459811,0.7807542367769436,-0.9998247885567791,0.20415104696212386,113009126.32772332,18.542979137377543,112610424.85670342,-0.44537093987456405,0.37753666438805117,-0.72298508116512,1929-02-05,1940-05-21,1956-03-07,True,9892.0,5769.0,7798,4436,9892.0,38,19,14,0.6612017691017233,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.048929641334533876,0.10377047851012004,-0.5359799215900787,12.456716750849239,False
scv,half,5,half_x5,"Half Kelly, -5 best days",0.5,1.390046628821985,26228,0.16264762373331307,0.2853173385847191,0.562052431459811,0.7807542367769436,-0.9588493844300482,0.16962791693295273,3417442.5941770375,15.044403049831866,3407657.258656217,-0.22268546993728203,0.18876833219402558,-0.45870460322554873,1929-02-05,1932-05-31,1945-06-21,True,5980.0,4769.0,4889,3905,5980.0,23,11,5,0.3814625590971481,-0.05327779054676423,-0.02546320633831575,0.0014510419659397868,0.024525816004384738,0.051921739255059995,-0.5411701473436815,12.46120315851738,False
scv,quarter,5,quarter_x5,"Quarter Kelly, -5 best days",0.25,0.6950233144109925,26228,0.10666901039828336,0.14265397385225442,0.562052431459811,0.7807542367769436,-0.7699131429018381,0.1385468106132634,24791.511439686466,10.118256592903885,24743.7461925022,-0.11134273496864101,0.09438416609701279,-0.2592060313524748,1929-02-05,1932-05-31,1937-01-13,True,2899.0,1688.0,2356,1372,2899.0,12,4,3,0.17561384779624828,-0.026619392941941013,-0.01265793131660336,0.0007907698172493437,0.012301912665074568,0.025975106329481995,-0.5514955027091398,12.468316452679796,False
scv,unlev,5,unlev_x5,"Unlevered 1.00x, -5 best days",,1.0,26228,0.13378912008969518,0.20525356907256753,0.562052431459811,0.7807542367769436,-0.8895053111818321,0.15040845558520347,277953.3020199441,12.535208400217302,277290.0070021595,-0.1602,0.1358,-0.3533865159247134,1929-02-05,1932-05-31,1944-12-04,True,5781.0,4570.0,4725,3741,5781.0,19,7,3,0.2811880433124905,-0.0383,-0.0183,0.0011,0.0177,0.037372999999999955,-0.5452064912774804,12.46427279981142,False
scv,full,10,full_x10,"Full Kelly, -10 best days",1.0,2.78009325764397,26223,0.1888937439845859,0.5669257359646858,0.5401648852905355,0.7453731318369315,-0.9999378629402986,0.18890548201579982,31735759.121491887,17.272954651076027,31527483.443538092,-0.44537093987456405,0.24798431858184214,-0.7643215716663103,1929-02-05,1940-05-21,1959-01-15,True,10936.0,6813.0,8513,5155,10936.0,37,18,13,0.6935133279945086,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.048929641334533876,0.10220710777796123,-0.658733446423441,11.818748401913204,False
scv,half,10,half_x10,"Half Kelly, -10 best days",0.5,1.390046628821985,26223,0.15481142871626047,0.28345421695234624,0.5401648852905355,0.7453731318369315,-0.9605533069999599,0.1611690133052313,1739787.7786991198,14.369273697487342,1730284.0454013543,-0.22268546993728203,0.12399215929092107,-0.45870460322554873,1929-02-05,1940-05-21,1946-05-10,True,6303.0,2180.0,5136,1778,6303.0,23,11,5,0.38984860618540973,-0.05327779054676423,-0.0254729575040363,0.0014510419659397868,0.02448461227407893,0.051114553888980674,-0.663914804991042,11.824339333080644,False
scv,quarter,10,quarter_x10,"Quarter Kelly, -10 best days",0.25,0.6950233144109925,26223,0.1028086878238026,0.1417236741060925,0.5401648852905355,0.7453731318369315,-0.7699131429018381,0.13353283908924055,17490.555813961408,9.769416346464908,17425.54047305849,-0.11134273496864101,0.061996079645460535,-0.2592060313524748,1929-02-05,1932-05-31,1945-01-04,True,5812.0,4601.0,4746,3762,5812.0,11,3,2,0.19589673187659687,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012301912665074568,0.025568276944490393,-0.674207650212627,11.833731512264922,False
scv,unlev,10,unlev_x10,"Unlevered 1.00x, -10 best days",,1.0,26223,0.1281850515221819,0.20391393863672344,0.5401648852905356,0.7453731318369314,-0.8895053111818321,0.14410824748406523,169489.46505905545,12.040546050827146,168713.31688278457,-0.1602,0.0892,-0.3533865159247134,1929-02-05,1932-05-31,1945-09-25,True,6076.0,4865.0,4954,3970,6076.0,19,7,3,0.2963047706212104,-0.0383,-0.0183,0.0011,0.017689999999999782,0.03677799999999988,-0.6679408151920946,11.828286813117217,False
scv,full,15,full_x15,"Full Kelly, -15 best days",1.0,2.78009325764397,26218,0.1760295992135127,0.5643849739702936,0.5211030636674912,0.715776435123275,-0.9999676075167051,0.1760353014340737,10712035.023502843,16.186878435905562,10613345.715752924,-0.44537093987456405,0.2372419548770306,-0.8100678774349465,1929-02-05,1940-05-21,1961-04-03,True,11745.0,7622.0,9068,5713,11745.0,35,17,13,0.7121824700587382,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.04885163200876948,0.10008335727518293,-0.727882859378574,11.640983002106227,False
scv,half,15,half_x15,"Half Kelly, -15 best days",0.5,1.390046628821985,26218,0.14821837022475634,0.2821848664598885,0.5211030636674912,0.715776435123275,-0.9720170446665267,0.15248536127841888,982336.1349114703,13.797688825010466,974616.4831712029,-0.22268546993728203,0.1186709774385153,-0.5172828466303572,1929-02-05,1940-05-21,1950-11-18,True,7956.0,3833.0,6403,3048,7956.0,22,10,4,0.4104432069570524,-0.05327779054676423,-0.025476857970324524,0.0014510419659397868,0.024464820667266938,0.050041678637591465,-0.7330558477324021,11.647126386597236,False
scv,quarter,15,quarter_x15,"Quarter Kelly, -15 best days",0.25,0.6950233144109925,26218,0.09957027177345035,0.1410900531155544,0.5211030636674912,0.715776435123275,-0.7951764779937995,0.12521782840541562,13040.71778210212,9.475831878605476,12970.250728692812,-0.11134273496864101,0.059385488719257654,-0.3015828649197416,1929-02-05,1933-04-03,1945-06-15,True,5974.0,4456.0,4877,3655,5974.0,10,3,2,0.21187733618124951,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012267482652476139,0.025020839318795732,-0.7433232004189738,11.657633881045337,False
scv,unlev,15,unlev_x15,"Unlevered 1.00x, -15 best days",,1.0,26218,0.12347738139987424,0.2030013537118237,0.5211030636674912,0.7157764351232753,-0.90950458781104,0.13576334089424966,111647.8083686507,11.623104627596478,110908.24861160552,-0.1602,0.08539999999999999,-0.40530351873881487,1929-02-05,1933-04-03,1946-01-09,True,6182.0,4664.0,5033,3811,6182.0,19,7,3,0.3091769013654741,-0.0383,-0.0183,0.0011,0.0176,0.036000000000000004,-0.7370733048756481,11.651507262457363,False
scv,full,25,full_x25,"Full Kelly, -25 best days",1.0,2.78009325764397,26208,0.15218349813651197,0.5599244640051014,0.4847323041974235,0.660425365334977,-0.9999856369106833,0.15218568399308388,1385868.3791704164,14.141837489699059,1367316.1269739077,-0.44537093987456405,0.21768130207352285,-0.8100678774349465,1929-02-05,1940-05-21,1965-01-27,True,13140.0,9017.0,10024,6673,13140.0,32,15,11,0.743513431013431,-0.10665558109352846,-0.051053715940649044,0.0027020839318795736,0.04865163200876948,0.09924932929788972,-0.8456165907203554,11.405439439964821,False
scv,half,25,half_x25,"Half Kelly, -25 best days",0.5,1.390046628821985,26208,0.1359445975494522,0.2799567575305447,0.4847323041974235,0.660425365334977,-0.9817470739562768,0.13847211889475583,335983.8061654845,12.724818241847823,331934.02684555104,-0.22268546993728203,0.10884065103676142,-0.5172828466303572,1929-02-05,1940-05-21,1954-07-02,True,9278.0,5155.0,7363,4012,9278.0,19,10,4,0.455776862026862,-0.05327779054676423,-0.025476857970324524,0.0014510419659397868,0.024386811341502543,0.04962466464894486,-0.8507547552952887,11.41257479977195,False
scv,quarter,25,quarter_x25,"Quarter Kelly, -25 best days",0.25,0.6950233144109925,26208,0.09352881927923633,0.1399781867648938,0.4847323041974235,0.660425365334977,-0.8163427447918814,0.1145705279748405,7523.709231020386,8.925814544142586,7459.981845042279,-0.11134273496864101,0.05442032551838071,-0.3015828649197416,1929-02-05,1933-04-03,1946-01-29,True,6202.0,4684.0,5045,3825,6202.0,10,3,2,0.23981227106227107,-0.026619392941941013,-0.01265793131660336,0.0007865163200876948,0.012232410333633469,0.024842829993031328,-0.8609370725825597,11.425072666512863,False
scv,unlev,25,unlev_x25,"Unlevered 1.00x, -25 best days",,1.0,26208,0.11470293314400645,0.20139966980423424,0.4847323041974237,0.6604253653349772,-0.9226233744309922,0.12432259611322657,51039.836975974205,10.840361723969185,50515.26665084166,-0.1602,0.0783,-0.40530351873881487,1929-02-05,1940-05-21,1950-10-17,True,7924.0,3801.0,6372,3021,7924.0,17,6,3,0.35088522588522586,-0.0383,-0.0183,0.0011,0.0176,0.035699999999999996,-0.8547414881958123,11.417731034167709,False
scv,full,35,full_x35,"Full Kelly, -35 best days",1.0,2.78009325764397,26198,0.13028817614064617,0.5560535020535179,0.4501628092924979,0.6089674436504448,-0.9999945388875631,0.13028888766291097,204121.973780814,12.226473004839233,200819.23951523448,-0.44537093987456405,0.20544889173988937,-0.8100678774349465,1929-02-05,1941-12-10,1967-05-02,True,13965.0,9274.0,10588,6776,13965.0,30,14,10,0.7574624017100542,-0.10665858109352847,-0.051053715940649044,0.0027020839318795736,0.04847362268300509,0.09843198188014177,-0.9447649319713217,11.267156294794214,False
scv,half,35,half_x35,"Half Kelly, -35 best days",0.5,1.390046628821985,26198,0.124602441906507,0.27802237832014653,0.4501628092924979,0.6089674436504448,-0.9889712685401295,0.12599197354887667,123380.15167629773,11.723025532105533,121465.39690896451,-0.22268546993728203,0.10272444586994468,-0.5172828466303572,1929-02-05,1940-05-21,1955-06-08,True,9619.0,5496.0,7592,4246,9619.0,18,10,4,0.5050767234140011,-0.053280790546764226,-0.025476857970324524,0.0014425349716164887,0.024286811341502543,0.04921599094007088,-0.9499328818431678,11.274819148450796,False
scv,quarter,35,quarter_x35,"Quarter Kelly, -35 best days",0.25,0.6950233144109925,26198,0.08792550987794347,0.13901213610898536,0.4501628092924979,0.6089674436504448,-0.8431451153230525,0.10428277206380382,4505.089680937266,8.412963076822605,4454.804802128919,-0.11134273496864101,0.05136222293497234,-0.3015828649197416,1929-02-05,1940-05-21,1950-12-27,True,7995.0,3872.0,6422,3076,7995.0,10,3,2,0.29494617909764104,-0.026621478011884244,-0.01265793131660336,0.0007865163200876948,0.012193405670751271,0.024637578208537608,-0.9601615919284008,11.288368214537806,False
scv,unlev,35,unlev_x35,"Unlevered 1.00x, -35 best days",,1.0,26198,0.10657852195836974,0.20000870746739588,0.4501628092924979,0.608967443650445,-0.9464222162409313,0.1126120246645161,24589.959539897798,10.11009348982043,24260.49604993221,-0.1602,0.0739,-0.40530351873881487,1929-02-05,1940-05-21,1954-07-02,True,9278.0,5155.0,7357,4011,9278.0,16,6,3,0.3688831208489198,-0.038303,-0.0183,0.0011,0.0175,0.03540599999999977,-0.9539398048076718,11.280386023183707,False
scv,full,50,full_x50,"Full Kelly, -50 best days",1.0,2.78009325764397,26183,0.10102854181519812,0.5513077902577472,0.4021851396697547,0.53926235612941,-0.9999988684927121,0.10102865612985881,14885.470107527492,9.608140855586521,14615.352188680588,-0.44537093987456405,0.18181809904991564,-0.840799666557409,1929-02-05,1941-12-10,1968-12-02,True,14545.0,9854.0,10955,7152,14545.0,27,13,9,0.7754268036512241,-0.10667358109352845,-0.051053715940649044,0.0027020839318795736,0.048373622683005074,0.09535719873718819,-1.0602196418378036,11.20057768932982,False
scv,half,50,half_x50,"Half Kelly, -50 best days",0.5,1.390046628821985,26183,0.10934758649846646,0.27565188075920444,0.4021851396697547,0.53926235612941,-0.9951496721425903,0.10988054315793269,31558.3435486441,10.359593287797969,30941.32480382991,-0.22268546993728203,0.09090904952495782,-0.5578538757979475,1929-02-05,1940-05-21,1959-03-11,True,10991.0,6868.0,8528,5191,10991.0,16,9,4,0.5783905587595004,-0.05329579054676423,-0.025476857970324524,0.0014120373030575882,0.024186811341502537,0.047678599368594095,-1.065362308547206,11.209016489160883,False
scv,quarter,50,quarter_x50,"Quarter Kelly, -50 best days",0.25,0.6950233144109925,26183,0.08036632318926244,0.13782929148741987,0.4021851396697547,0.53926235612941,-0.8969501781584426,0.08959953980305253,2245.976615145257,7.716895723465587,2213.18370652845,-0.11134273496864101,0.04545452476247891,-0.31985916405110326,1929-02-05,1940-05-21,1954-12-10,True,9439.0,5316.0,7459,4122,9439.0,10,3,2,0.34281785891609057,-0.02663190336160041,-0.01265793131660336,0.0007865163200876948,0.012093405670751269,0.023839299684297047,-1.0755243131768706,11.224094848211461,False
scv,unlev,50,unlev_x50,"Unlevered 1.00x, -50 best days",,1.0,26183,0.09563215235366858,0.19830470952014528,0.4021851396697545,0.5392623561294098,-0.9705497092421567,0.09853400752480974,9114.731699079075,9.117647251581257,8957.702448970631,-0.1602,0.0654,-0.43375796281007317,1929-02-05,1940-05-21,1957-01-03,True,10194.0,6071.0,7978,4641,10194.0,15,7,3,0.453462170110377,-0.038318,-0.0183,0.0011,0.0174,0.034300000000000004,-1.0693457764488472,11.215183474950454,False
scv,full,75,full_x75,"Full Kelly, -75 best days",1.0,2.78009325764397,26158,0.05823790132097172,0.5448995023400762,0.3283127515816624,0.4348814893344893,-0.9999999107215476,0.05823790652036189,284.54978227452585,5.650908219891664,279.9895566952079,-0.44537093987456405,0.16124540894335027,-0.8840752459046005,1929-02-05,1941-12-10,1982-11-03,True,19629.0,14938.0,14451,10664,19629.0,21,8,6,0.8162703570609374,-0.10669858109352845,-0.051109734592177845,0.0027020839318795736,0.048017604031476285,0.0922990961537798,-1.2097674414069588,11.233437670176038,False
scv,half,75,half_x75,"Half Kelly, -75 best days",0.5,1.390046628821985,26158,0.08677742239054946,0.27245145825774797,0.3283127515816624,0.4348814893344893,-0.9987046453502556,0.08688997572462052,4054.394408036634,8.307556610892593,3959.2320279069186,-0.22268546993728203,0.08062270447167513,-0.6251062058464539,1929-02-05,1940-05-21,1966-01-07,True,13485.0,9362.0,10232,6911,13485.0,14,8,4,0.6528786604480464,-0.053320790546764224,-0.025476857970324524,0.001390046628821985,0.024047806678620342,0.0461495480768899,-1.2148511312664372,11.24281983011235,False
scv,quarter,75,quarter_x75,"Quarter Kelly, -75 best days",0.25,0.6950233144109925,26158,0.06911519423487342,0.13623286541785387,0.3283127515816624,0.4348814893344893,-0.9474716565865579,0.07294697815433732,789.8113351383929,6.671794100659412,774.8887562376649,-0.11134273496864101,0.040311352235837566,-0.3748443146345638,1929-02-05,1940-05-21,1961-01-23,True,11675.0,7552.0,8984,5663,11675.0,9,3,3,0.4528251395366618,-0.026649278944460685,-0.012676967857236803,0.0007645256458520918,0.012054401007869071,0.02307477403844495,-1.2248729648533374,11.259734426695283,False
scv,unlev,75,unlev_x75,"Unlevered 1.00x, -75 best days",,1.0,26158,0.07938215997129237,0.19600443425439007,0.32831275158166234,0.4348814893344893,-0.9887318787707051,0.08028684183824292,2050.653050974353,7.625913582853441,2006.427664863762,-0.1602,0.057999999999999996,-0.4978446371182087,1929-02-05,1940-05-21,1964-02-26,True,12804.0,8681.0,9761,6440,12804.0,12,6,2,0.5740882330453398,-0.038343,-0.0183,0.0011,0.0173,0.0332,-1.2187834532541115,11.24971107727702,False
scv,full,100,full_x100,"Full Kelly, -100 best days",1.0,2.78009325764397,26133,0.02101976364745206,0.5397606260940918,0.26036522356039127,0.34145865385865465,-0.9999999846867265,0.021019763969333458,7.977767097908395,2.076658560014773,7.914862753244013,-0.44537093987456405,0.14512086804901522,-0.8840752459046005,1929-02-05,1942-04-28,1986-03-07,True,20849.0,16019.0,15281,11393,20849.0,19,8,6,0.853786400336739,-0.10672358109352845,-0.05112732713156632,0.002602083931879573,0.04753959470571189,0.08857104895035353,-1.3248452201451975,11.351045719981759,False
scv,half,100,half_x100,"Half Kelly, -100 best days",0.5,1.390046628821985,26133,0.06686587078637156,0.2698852916941973,0.26036522356039127,0.34145865385865465,-0.9994633311162842,0.06690177488721889,640.0452354902613,6.461538854309499,624.4726393238143,-0.22268546993728203,0.07256043402450761,-0.6251062058464539,1929-02-05,1940-05-21,1968-09-30,True,14482.0,10359.0,10890,7581,14482.0,12,6,4,0.6812459342593655,-0.05334579054676422,-0.025492459835477398,0.001390046628821985,0.02380738989224434,0.044317524475176735,-1.329872535533787,11.361044996995908,False
scv,quarter,100,quarter_x100,"Quarter Kelly, -100 best days",0.25,0.6950233144109925,26133,0.059116183862428805,0.13495310554121157,0.26036522356039127,0.34145865385865465,-0.9664634636972831,0.06116753098588448,309.119454469847,5.733727786238201,302.43635503523853,-0.11134273496864101,0.036280217012253806,-0.3748443146345638,1929-02-05,1940-05-21,1965-02-23,True,13167.0,9044.0,9998,6689,13167.0,8,2,2,0.5465503386522788,-0.02666665452732096,-0.012688428985162262,0.0007645256458520918,0.011954401007869072,0.02217124372971066,-1.339763664814729,11.379135972614666,False
scv,unlev,100,unlev_x100,"Unlevered 1.00x, -100 best days",,1.0,26133,0.06498726785986303,0.19416018647764213,0.2603652235603913,0.3414586538586546,-0.9940607530174905,0.06537554939433322,536.7844755120911,6.285596664807242,524.0756359307554,-0.1602,0.052199999999999996,-0.4978446371182087,1929-02-05,1940-05-21,1967-04-28,True,13961.0,9838.0,10548,7239,13961.0,10,5,2,0.619025752879501,-0.038368,-0.0183,0.001,0.0172,0.0319,-1.3337567268202113,11.368404284937965,False
scv,full,150,full_x150,"Full Kelly, -150 best days",1.0,2.78009325764397,26083,-0.043110583883183964,0.5314453139971735,0.13459527022713982,0.17362597865276694,-0.9999999997204196,-0.04311058389523684,0.012286374689161649,-4.399264379459649,0.012599357794153804,-0.44537093987456405,0.1303863737835022,-0.8840752459046005,1929-02-05,1942-04-28,2001-06-29,True,26442.0,21612.0,19117,15260,26442.0,13,6,4,0.9325614384848369,-0.10675558109352844,-0.05115371594064905,0.002602083931879573,0.04682535833523069,0.08284677907779031,-1.5066067356051218,11.66512570652446,False
scv,half,150,half_x150,"Half Kelly, -150 best days",0.5,1.390046628821985,26083,0.031843167357618836,0.2657348665385358,0.13459527022713982,0.17362597865276694,-0.9999277078450357,0.03184546953523739,22.8590612328596,3.129347591594274,22.453668695926986,-0.22268546993728203,0.0651931868917511,-0.6251062058464539,1929-02-05,1942-04-28,1983-01-10,True,19697.0,14867.0,14451,10594,19697.0,8,5,3,0.7615304987923168,-0.05337779054676422,-0.025515862633206723,0.0013510419659397866,0.02348788756080324,0.041423389538895156,-1.5114330696051912,11.675976670645078,False
scv,quarter,150,quarter_x150,"Quarter Kelly, -150 best days",0.25,0.6950233144109925,26083,0.04134420076656327,0.1328852096112774,0.13459527022713982,0.17362597865276694,-0.9878877294771118,0.04185111276606981,57.07470868643319,4.044361088354363,55.76996578935147,-0.11134273496864101,0.03259659344587555,-0.3748443146345638,1929-02-05,1940-05-21,1976-02-19,True,17180.0,13057.0,12710,9431,17180.0,6,2,2,0.6486600467737607,-0.02668889527338211,-0.012688428985162262,0.000756018651528794,0.011745894013545772,0.020711694769447578,-1.5208918288513926,11.695650258493398,False
scv,unlev,150,unlev_x150,"Unlevered 1.00x, -150 best days",,1.0,26083,0.03951835260599644,0.19117845585400345,0.13459527022713982,0.17362597865276694,-0.9986129948479646,0.03957324089500054,47.90258079013667,3.8691693816739634,46.85442780726006,-0.1602,0.046900000000000004,-0.4978446371182087,1929-02-05,1940-05-21,1979-06-05,True,18382.0,14259.0,13541,10262,18382.0,8,4,2,0.6997661311965648,-0.0384,-0.0183,0.001,0.0169,0.0298,-1.5151534376398867,11.68397242482231,False
scv,full,200,full_x200,"Full Kelly, -200 best days",1.0,2.78009325764397,26033,-0.09747395603918355,0.5247888321347033,0.018604272623640384,0.02367548662811449,-0.9999999999877022,-0.09747395604038227,3.5771312228054324e-05,-10.238364320209557,3.867538589646741e-05,-0.44537093987456405,0.11509586086646036,-0.8840752459046005,1929-02-05,1942-04-28,,False,35513.0,30683.0,25257,21427,35513.0,6,2,1,0.9717666039257865,-0.10675558109352844,-0.05115371594064905,0.0025240746061151766,0.045871538751125505,0.07951066716861754,-1.64984921623868,12.010733791219064,False
scv,half,200,half_x200,"Half Kelly, -200 best days",0.5,1.390046628821985,26033,0.0013496697273149415,0.2624114178726517,0.018604272623640384,0.02367548662811449,-0.9999855090700893,0.00134968928556778,1.1441328646031732,0.13464702660121844,1.142958961172871,-0.22268546993728203,0.05754793043323018,-0.6251062058464539,1929-02-05,1942-04-28,1993-06-03,True,23494.0,18664.0,17046,13216,23494.0,7,4,2,0.8399723427956824,-0.05337779054676422,-0.025515862633206723,0.0013510419659397866,0.022960167510409742,0.03975533358430877,-1.654577509301415,12.022013972788447,False
scv,quarter,200,quarter_x200,"Quarter Kelly, -200 best days",0.25,0.6950233144109925,26033,0.025650292919330415,0.13122834853260174,0.018604272623640384,0.02367548662811449,-0.9945240418194597,0.025791526238424334,12.533251151352868,2.528385204633322,12.293969205168452,-0.11134273496864101,0.02880446288517399,-0.3748443146345638,1929-02-05,1942-04-28,1981-04-01,True,19048.0,14218.0,13970,10140,19048.0,6,2,2,0.6976145661276073,-0.02668889527338211,-0.0127057322491798,0.000756018651528794,0.011537387019222476,0.019877666792154386,-1.6638150968860093,12.042429052342026,False
scv,unlev,200,unlev_x200,"Unlevered 1.00x, -200 best days",,1.0,26033,0.01716881118060261,0.1887902788961851,0.01860427262364044,0.023675486628114566,-0.9995602549865027,0.017176364401198047,5.47077151175519,1.6994196506846604,5.400347485476706,-0.1602,0.0414,-0.4978446371182087,1929-02-05,1942-04-28,1985-01-29,True,20447.0,15617.0,14939,11109,20447.0,8,5,2,0.7493181730880036,-0.0384,-0.0183,0.001,0.01653999999999978,0.0286,-1.658215590264043,12.03031749639447,False
scv,full,300,full_x300,"Full Kelly, -300 best days",1.0,2.78009325764397,25933,-0.18531528746458398,0.5148420497408152,-0.18935138819986025,-0.2359358670318183,-0.9999999999999158,-0.18531528746459958,1.3003669463426749e-09,-20.460619345891143,1.6431804708283744e-09,-0.44537093987456405,0.09785928266906775,-0.8840752459046005,1928-11-28,1942-04-28,,False,35582.0,30683.0,25215,21379,35582.0,5,2,1,0.9735086569236109,-0.10675558109352844,-0.051231725266413446,0.0024240746061151763,0.04448149212230352,0.0733944620018008,-1.8588965684230332,12.69027811400308,False
scv,half,300,half_x300,"Half Kelly, -300 best days",0.5,1.390046628821985,25933,-0.04967683831674304,0.25744640833250065,-0.18935138819986025,-0.2359358670318183,-0.9999988657106629,-0.04967689466471496,0.006178566039072575,-5.086669066948771,0.00654863902403783,-0.22268546993728203,0.048929641334533876,-0.6251062058464539,1928-11-28,1942-04-28,,False,35582.0,30683.0,25215,21379,35582.0,2,1,1,0.9593182431650792,-0.05337779054676422,-0.025576857970324524,0.0013120373030575882,0.02224074606115176,0.0366972310009004,-1.8634238068264553,12.701727570264369,False
scv,quarter,300,quarter_x300,"Quarter Kelly, -300 best days",0.25,0.6950233144109925,25933,-0.001088388354958359,0.12875433364986089,-0.18935138819986025,-0.2359358670318183,-0.9984884986251268,-0.0010900359457890803,0.8969875855639067,-0.10871325697016229,0.8981034520381673,-0.11134273496864101,0.024464820667266938,-0.3748443146345638,1928-11-28,1942-04-28,1992-05-22,True,23186.0,18287.0,16785,12949,23186.0,4,2,2,0.7960128022211083,-0.02668889527338211,-0.01272743364804446,0.0007255209829698933,0.011181368367693683,0.0183486155004502,-1.8722201266969891,12.722265394632332,False
