series,variant,from_id,to_id,from_frac,from_X,to_frac,to_X,dist_all,dist_risk,dist_return,diff_cagr,diff_ann_vol,diff_sharpe,diff_sortino,diff_max_dd,diff_calmar,diff_mdd_duration_days,diff_log_final_wealth,diff_worst_month
mkt,primary,quarter_x0,half_x10,quarter,0,half,10,0.9495453848406991,1.356153494303049,0.49309221152066807,0.022453266225140003,0.10988554180904317,-0.05316883488878005,-0.08624280789855987,-0.2566104406169136,-0.008724670598404191,2795.0,2.051848239064485,-0.20381871489715864
mkt,primary,quarter_x0,quarter_x10,quarter,0,quarter,10,0.3090695009674656,0.20900422516768358,0.33447209889844887,-0.00726247586352069,-0.0021936510329794573,-0.05316883488878005,-0.08624280789855987,-0.0420731252514045,-0.01699724080011354,968.0,-0.6727965964668003,-0.022297661441713523
mkt,primary,quarter_x0,full_x25,quarter,0,full,25,1.4702371814311195,2.29524908606633,0.6769715153264249,0.009464083754930352,0.327353639961788,-0.11518468914438285,-0.17935232715022897,-0.3189673642043561,-0.02862040149674394,8172.0,0.87000402317212,-0.46623443827696376
mkt,primary,quarter_x0,half_x25,quarter,0,half,25,1.1125556101788578,1.4869632207087702,0.6672808619523571,0.006711722256818223,0.10653607634542869,-0.11518468914438285,-0.17935232715022897,-0.2859612672826932,-0.028369203221684403,4647.0,0.6177688368167757,-0.20381871489715864
mkt,primary,quarter_x0,quarter_x25,quarter,0,quarter,25,0.7063067826114869,0.5714128932943948,0.706981091299288,-0.01512411031365729,-0.0038660075816524253,-0.11518468914438285,-0.17935232715022897,-0.11262663430994413,-0.036011809025591396,4008.0,-1.4062467321540595,-0.022297661441713523
mkt,primary,quarter_x0,full_x100,quarter,0,full,100,2.7327242324727328,3.0185485488782016,2.4341260614049576,-0.08928737489217176,0.3120415267637209,-0.3396038213733062,-0.4910211888284835,-0.31933056054988795,-0.127404985210588,30280.0,-8.604141208408691,-0.5734247054081754
mkt,primary,quarter_x0,half_x100,quarter,0,half,100,2.015968401251909,1.931907607675729,2.0222430371580797,-0.0451890856409569,0.09888766760785922,-0.3396038213733062,-0.4910211888284835,-0.3165524525078288,-0.08320616398085307,15516.0,-4.261941259631264,-0.3000660065345564
mkt,primary,quarter_x0,quarter_x100,quarter,0,quarter,100,1.808024901772786,1.3457133497982081,1.9964988447265801,-0.04124382903613512,-0.007682319394011594,-0.3396038213733062,-0.4910211888284835,-0.25473778436047023,-0.07659886882139028,10538.0,-3.8825153440678375,-0.08490144154377044
mkt,primary,full_x10,full_x0,full,10,full,0,0.46065906521403127,0.15429390730232087,0.5611651281916358,0.02790337856727232,0.008785769034283464,0.05316883488878005,0.08624280789855987,0.0016268247640113254,0.02819450215206372,-579.0,2.4542246455429595,0.05554796977389864
mkt,primary,full_x10,half_x0,full,10,half,0,0.67846086141005,1.2022597071565722,0.3142260932203759,-0.0029270600400199687,-0.21978047135244447,0.05316883488878005,0.08624280789855987,0.08071740475163747,0.0074834938653945,-3627.0,-0.2609792513345788,0.3010449299936365
mkt,primary,full_x10,quarter_x0,full,10,quarter,0,1.4449542789312835,2.265613289443772,0.7456368032736701,-0.039879466378997294,-0.33405712199235416,0.05316883488878005,0.08624280789855987,0.31763453081112336,-0.0019678607832040312,-4476.0,-3.6157403214820096,0.46623443827696376
mkt,primary,full_x10,full_x10,full,10,full,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mkt,primary,full_x10,half_x10,full,10,half,10,0.6502070895776079,1.1057768199891247,0.2948033583983095,-0.01742620015385729,-0.224171580183311,0.0,0.0,0.061024090194209735,-0.010692531381608222,-1681.0,-1.5638920824175244,0.2624157233798051
mkt,primary,full_x10,quarter_x10,full,10,quarter,10,1.3758248684274585,2.11311265193224,0.8027668288637956,-0.047141942242517984,-0.3362507730253336,0.0,0.0,0.27556140555971886,-0.018965101583317573,-3508.0,-4.28853691794881,0.44393677683525024
mkt,primary,full_x10,full_x25,full,10,full,25,0.5314108676245021,0.22779243398854468,0.6218880744933425,-0.03041538262406694,-0.0067034820305661436,-0.0620158542556028,-0.0931095192516691,-0.0013328333932327574,-0.030588262279947973,3696.0,-2.7457362983098896,0.0
mkt,primary,full_x10,half_x25,full,10,half,25,0.7930110538003021,1.084280683541669,0.6614380264282514,-0.03316774412217907,-0.22752104564692546,-0.0620158542556028,-0.0931095192516691,0.03167326352843014,-0.030337064004888434,171.0,-2.997971484665234,0.2624157233798051
mkt,primary,full_x10,quarter_x25,full,10,quarter,25,1.3333728544913945,1.932034116722323,1.0004505016474121,-0.055003576692654585,-0.3379231295740066,-0.0620158542556028,-0.0931095192516691,0.20500789650117923,-0.03797966980879543,-468.0,-5.021987053636069,0.44393677683525024
mkt,primary,full_x10,full_x100,full,10,full,100,2.470726236090831,1.6078745206755416,2.7288978632729943,-0.12916684127116904,-0.022015595228633278,-0.28643498648452614,-0.40477838092992363,-0.0016960297387645928,-0.12937284599379203,25804.0,-12.219881529890701,-0.1071902671312116
mkt,primary,full_x10,half_x100,full,10,half,100,1.8315833463965216,1.1709560050368337,2.133619585796159,-0.0850685520199542,-0.23516945438449494,-0.28643498648452614,-0.40477838092992363,0.0010820783032945425,-0.0851740247640571,11040.0,-7.877681581113274,0.16616843174240736
mkt,primary,full_x10,quarter_x100,full,10,quarter,100,1.8615557902577495,1.6600686687748778,2.086921697524677,-0.08112329541513241,-0.34173944138636575,-0.28643498648452614,-0.40477838092992363,0.06289674645065313,-0.07856672960459432,6062.0,-7.498255665549847,0.3813329967331933
mkt,primary,half_x10,full_x0,half,10,full,0,0.9129286508793709,1.040914885875347,0.8230876494314509,0.04532957872112961,0.23295734921759445,0.05316883488878005,0.08624280789855987,-0.05939726543019841,0.03888703353367194,1102.0,4.018116727960484,-0.20686775360590648
