series,scenario,bin_lo,bin_hi,share
scv,half_x25,-0.1,-0.095,0.0002670940170940171
scv,half_x25,-0.095,-0.09,0.00038156288156288156
scv,half_x25,-0.09,-0.085,0.00038156288156288156
scv,half_x25,-0.085,-0.08,0.00038156288156288156
scv,half_x25,-0.08,-0.075,0.0007631257631257631
scv,half_x25,-0.075,-0.07,0.0006105006105006105
scv,half_x25,-0.07,-0.065,0.000992063492063492
scv,half_x25,-0.065,-0.06,0.0015262515262515263
scv,half_x25,-0.06,-0.055,0.0020604395604395605
scv,half_x25,-0.055,-0.05,0.002632783882783883
scv,half_x25,-0.05,-0.045,0.003472222222222222
scv,half_x25,-0.045,-0.04,0.004731379731379731
scv,half_x25,-0.04,-0.035,0.007020757020757021
scv,half_x25,-0.035,-0.03,0.009424603174603174
scv,half_x25,-0.03,-0.025,0.015376984126984126
scv,half_x25,-0.025,-0.02,0.022016178266178268
scv,half_x25,-0.02,-0.015,0.036935286935286936
scv,half_x25,-0.015,-0.01,0.060325091575091576
scv,half_x25,-0.01,-0.005,0.10000763125763126
scv,half_x25,-0.005,0.0,0.16723901098901098
scv,half_x25,0.0,0.005,0.21336996336996336
scv,half_x25,0.005,0.01,0.1516712454212454
scv,half_x25,0.01,0.015,0.08073870573870574
scv,half_x25,0.015,0.02,0.042162698412698416
scv,half_x25,0.02,0.025,0.0260989010989011
scv,half_x25,0.025,0.03,0.014652014652014652
scv,half_x25,0.03,0.035,0.009768009768009768
scv,half_x25,0.035,0.04,0.00682997557997558
scv,half_x25,0.04,0.045,0.003891941391941392
scv,half_x25,0.045,0.05,0.0027472527472527475
scv,half_x25,0.05,0.055,0.002213064713064713
scv,half_x25,0.055,0.06,0.001488095238095238
scv,half_x25,0.06,0.065,0.0011828449328449328
scv,half_x25,0.065,0.07,0.001221001221001221
scv,half_x25,0.07,0.075,0.0008775946275946276
scv,half_x25,0.075,0.08,0.0006868131868131869
scv,half_x25,0.08,0.085,0.000496031746031746
scv,half_x25,0.085,0.09,0.00038156288156288156
scv,half_x25,0.09,0.095,0.0004578754578754579
scv,half_x25,0.095,0.1,0.0002670940170940171
scv,half_x25,0.1,0.105,0.00022893772893772894
scv,half_x25,0.105,0.11,0.00019078144078144078
scv,half_x25,0.11,0.115,0.0
scv,half_x25,0.115,0.12,0.0
scv,half_x25,0.12,0.125,0.0
scv,half_x25,0.125,0.13,0.0
scv,half_x25,0.13,0.135,0.0
scv,half_x25,0.135,0.14,0.0
scv,half_x25,0.14,0.145,0.0
scv,half_x25,0.145,0.15,0.0
scv,half_x25,0.15,0.155,0.0
scv,half_x25,0.155,0.16,0.0
scv,half_x25,0.16,0.165,0.0
scv,half_x25,0.165,0.17,0.0
scv,half_x25,0.17,0.175,0.0
scv,half_x25,0.175,0.18,0.0
scv,half_x25,0.18,0.185,0.0
scv,half_x25,0.185,0.19,0.0
scv,half_x25,0.19,0.195,0.0
scv,half_x25,0.195,0.2,0.0
scv,quarter_x25,-0.2,-0.195,0.0
scv,quarter_x25,-0.195,-0.19,0.0
scv,quarter_x25,-0.19,-0.185,0.0
scv,quarter_x25,-0.185,-0.18,0.0
scv,quarter_x25,-0.18,-0.175,0.0
scv,quarter_x25,-0.175,-0.17,0.0
scv,quarter_x25,-0.17,-0.165,0.0
scv,quarter_x25,-0.165,-0.16,0.0
scv,quarter_x25,-0.16,-0.155,0.0
scv,quarter_x25,-0.155,-0.15,0.0
scv,quarter_x25,-0.15,-0.145,0.0
scv,quarter_x25,-0.145,-0.14,0.0
scv,quarter_x25,-0.14,-0.135,0.0
scv,quarter_x25,-0.135,-0.13,0.0
scv,quarter_x25,-0.13,-0.125,0.0
scv,quarter_x25,-0.125,-0.12,0.0
scv,quarter_x25,-0.12,-0.115,0.0
scv,quarter_x25,-0.115,-0.11,3.8156288156288156e-05
scv,quarter_x25,-0.11,-0.105,0.0
scv,quarter_x25,-0.105,-0.1,0.0
scv,quarter_x25,-0.1,-0.095,0.0
scv,quarter_x25,-0.095,-0.09,0.0
scv,quarter_x25,-0.09,-0.085,0.00011446886446886447
scv,quarter_x25,-0.085,-0.08,7.631257631257631e-05
scv,quarter_x25,-0.08,-0.075,0.00011446886446886447
scv,quarter_x25,-0.075,-0.07,0.00015262515262515263
scv,quarter_x25,-0.07,-0.065,0.00015262515262515263
scv,quarter_x25,-0.065,-0.06,0.00030525030525030525
scv,quarter_x25,-0.06,-0.055,0.0002670940170940171
scv,quarter_x25,-0.055,-0.05,0.0006105006105006105
scv,quarter_x25,-0.05,-0.045,0.0006486568986568986
scv,quarter_x25,-0.045,-0.04,0.0007631257631257631
scv,quarter_x25,-0.04,-0.035,0.0013736263736263737
scv,quarter_x25,-0.035,-0.03,0.00248015873015873
scv,quarter_x25,-0.03,-0.025,0.004731379731379731
scv,quarter_x25,-0.025,-0.02,0.008165445665445666
scv,quarter_x25,-0.02,-0.015,0.016254578754578756
scv,quarter_x25,-0.015,-0.01,0.037126068376068376
scv,quarter_x25,-0.01,-0.005,0.09592490842490843
scv,quarter_x25,-0.005,0.0,0.26270604395604397
scv,quarter_x25,0.0,0.005,0.3689713064713065
scv,quarter_x25,0.005,0.01,0.125
scv,quarter_x25,0.01,0.015,0.04082722832722833
scv,quarter_x25,0.015,0.02,0.016826923076923076
scv,quarter_x25,0.02,0.025,0.006677350427350427
scv,quarter_x25,0.025,0.03,0.003701159951159951
scv,quarter_x25,0.03,0.035,0.002403846153846154
scv,quarter_x25,0.035,0.04,0.0015644078144078145
scv,quarter_x25,0.04,0.045,0.0008775946275946276
scv,quarter_x25,0.045,0.05,0.000724969474969475
scv,quarter_x25,0.05,0.055,0.00041971916971916975
scv,quarter_x25,0.055,0.06,0.0
scv,quarter_x25,0.06,0.065,0.0
scv,quarter_x25,0.065,0.07,0.0
scv,quarter_x25,0.07,0.075,0.0
scv,quarter_x25,0.075,0.08,0.0
scv,quarter_x25,0.08,0.085,0.0
scv,quarter_x25,0.085,0.09,0.0
scv,quarter_x25,0.09,0.095,0.0
scv,quarter_x25,0.095,0.1,0.0
scv,quarter_x25,0.1,0.105,0.0
scv,quarter_x25,0.105,0.11,0.0
scv,quarter_x25,0.11,0.115,0.0
scv,quarter_x25,0.115,0.12,0.0
scv,quarter_x25,0.12,0.125,0.0
scv,quarter_x25,0.125,0.13,0.0
scv,quarter_x25,0.13,0.135,0.0
scv,quarter_x25,0.135,0.14,0.0
scv,quarter_x25,0.14,0.145,0.0
scv,quarter_x25,0.145,0.15,0.0
scv,quarter_x25,0.15,0.155,0.0
scv,quarter_x25,0.155,0.16,0.0
scv,quarter_x25,0.16,0.165,0.0
scv,quarter_x25,0.165,0.17,0.0
scv,quarter_x25,0.17,0.175,0.0
scv,quarter_x25,0.175,0.18,0.0
scv,quarter_x25,0.18,0.185,0.0
scv,quarter_x25,0.185,0.19,0.0
scv,quarter_x25,0.19,0.195,0.0
scv,quarter_x25,0.195,0.2,0.0
scv,full_x100,-0.2,-0.195,0.001875023916121379
scv,full_x100,-0.195,-0.19,0.00022959476523935255
scv,full_x100,-0.19,-0.185,0.00011479738261967628
scv,full_x100,-0.185,-0.18,0.0002678605594459113
scv,full_x100,-0.18,-0.175,7.653158841311751e-05
scv,full_x100,-0.175,-0.17,0.00030612635365247004
scv,full_x100,-0.17,-0.165,0.00022959476523935255
scv,full_x100,-0.165,-0.16,0.00015306317682623502
scv,full_x100,-0.16,-0.155,0.0002678605594459113
scv,full_x100,-0.155,-0.15,0.0004974553246852639
scv,full_x100,-0.15,-0.145,0.00038265794206558755
scv,full_x100,-0.145,-0.14,0.00022959476523935255
scv,full_x100,-0.14,-0.135,0.00038265794206558755
scv,full_x100,-0.135,-0.13,0.0006122527073049401
scv,full_x100,-0.13,-0.125,0.0006505185015114989
scv,full_x100,-0.125,-0.12,0.0008801132667508514
scv,full_x100,-0.12,-0.115,0.0010714422377836451
scv,full_x100,-0.115,-0.11,0.0009949106493705277
scv,full_x100,-0.11,-0.105,0.0014541001798492328
scv,full_x100,-0.105,-0.1,0.0011862396204033216
scv,full_x100,-0.1,-0.095,0.001568897562468909
scv,full_x100,-0.095,-0.09,0.0019132897103279378
scv,full_x100,-0.09,-0.085,0.0022959476523935255
scv,full_x100,-0.085,-0.08,0.0024872766234263193
scv,full_x100,-0.08,-0.075,0.0030612635365247004
scv,full_x100,-0.075,-0.07,0.003941376803275552
scv,full_x100,-0.07,-0.065,0.004247503156928022
scv,full_x100,-0.065,-0.06,0.00524241380629855
scv,full_x100,-0.06,-0.055,0.006811311368767459
scv,full_x100,-0.055,-0.05,0.008762866873301956
scv,full_x100,-0.05,-0.045,0.00895419584433475
scv,full_x100,-0.045,-0.04,0.013354762178089006
scv,full_x100,-0.04,-0.035,0.017104810010331765
scv,full_x100,-0.035,-0.03,0.019936478781617112
scv,full_x100,-0.03,-0.025,0.026365132208318983
scv,full_x100,-0.025,-0.02,0.03443921478590288
scv,full_x100,-0.02,-0.015,0.042589828951899895
scv,full_x100,-0.015,-0.01,0.05873799410706769
scv,full_x100,-0.01,-0.005,0.07484789346802893
scv,full_x100,-0.005,0.0,0.09386599318868863
scv,full_x100,0.0,0.005,0.11062641105116136
scv,full_x100,0.005,0.01,0.10282018903302338
scv,full_x100,0.01,0.015,0.08468220257911453
scv,full_x100,0.015,0.02,0.06654421612520568
scv,full_x100,0.02,0.025,0.045765889871044275
scv,full_x100,0.025,0.03,0.03424788581487009
scv,full_x100,0.03,0.035,0.025102360999502544
scv,full_x100,0.035,0.04,0.017143075804538322
scv,full_x100,0.04,0.045,0.014694064975318563
scv,full_x100,0.045,0.05,0.01136494087934795
scv,full_x100,0.05,0.055,0.008112348371790456
scv,full_x100,0.055,0.06,0.00646691922090843
scv,full_x100,0.06,0.065,0.004706692687406727
scv,full_x100,0.065,0.07,0.005012819041059197
scv,full_x100,0.07,0.075,0.003673516243829641
scv,full_x100,0.075,0.08,0.003137795124937818
scv,full_x100,0.08,0.085,0.0024872766234263193
scv,full_x100,0.085,0.09,0.001415834385642674
scv,full_x100,0.09,0.095,0.0013775685914361152
scv,full_x100,0.095,0.1,0.0013775685914361152
scv,full_x100,0.1,0.105,0.0008418474725442927
scv,full_x100,0.105,0.11,0.001415834385642674
scv,full_x100,0.11,0.115,0.0006505185015114989
scv,full_x100,0.115,0.12,0.0008035816783377339
scv,full_x100,0.12,0.125,0.0004974553246852639
scv,full_x100,0.125,0.13,0.0006887842957180576
scv,full_x100,0.13,0.135,0.0007653158841311751
scv,full_x100,0.135,0.14,0.0004591895304787051
scv,full_x100,0.14,0.145,0.0006887842957180576
scv,full_x100,0.145,0.15,3.8265794206558755e-05
scv,full_x100,0.15,0.155,0.0
scv,full_x100,0.155,0.16,0.0
scv,full_x100,0.16,0.165,0.0
scv,full_x100,0.165,0.17,0.0
scv,full_x100,0.17,0.175,0.0
scv,full_x100,0.175,0.18,0.0
scv,full_x100,0.18,0.185,0.0
scv,full_x100,0.185,0.19,0.0
scv,full_x100,0.19,0.195,0.0
scv,full_x100,0.195,0.2,0.0
scv,half_x100,-0.2,-0.195,3.8265794206558755e-05
scv,half_x100,-0.195,-0.19,0.0
scv,half_x100,-0.19,-0.185,0.0
scv,half_x100,-0.185,-0.18,0.0
scv,half_x100,-0.18,-0.175,0.0
scv,half_x100,-0.175,-0.17,0.00011479738261967628
scv,half_x100,-0.17,-0.165,3.8265794206558755e-05
scv,half_x100,-0.165,-0.16,3.8265794206558755e-05
scv,half_x100,-0.16,-0.155,0.00011479738261967628
scv,half_x100,-0.155,-0.15,0.0
scv,half_x100,-0.15,-0.145,0.00011479738261967628
scv,half_x100,-0.145,-0.14,3.8265794206558755e-05
scv,half_x100,-0.14,-0.135,3.8265794206558755e-05
scv,half_x100,-0.135,-0.13,0.00011479738261967628
scv,half_x100,-0.13,-0.125,0.00011479738261967628
scv,half_x100,-0.125,-0.12,0.00019132897103279377
scv,half_x100,-0.12,-0.115,3.8265794206558755e-05
scv,half_x100,-0.115,-0.11,0.00022959476523935255
scv,half_x100,-0.11,-0.105,0.00030612635365247004
scv,half_x100,-0.105,-0.1,0.00030612635365247004
scv,half_x100,-0.1,-0.095,0.0002678605594459113
scv,half_x100,-0.095,-0.09,0.00038265794206558755
scv,half_x100,-0.09,-0.085,0.00038265794206558755
scv,half_x100,-0.085,-0.08,0.00038265794206558755
scv,half_x100,-0.08,-0.075,0.0007653158841311751
scv,half_x100,-0.075,-0.07,0.0006122527073049401
scv,half_x100,-0.07,-0.065,0.0009949106493705277
scv,half_x100,-0.065,-0.06,0.0015306317682623502
scv,half_x100,-0.06,-0.055,0.002066352887154173
scv,half_x100,-0.055,-0.05,0.002640339800252554
scv,half_x100,-0.05,-0.045,0.003482187272796847
scv,half_x100,-0.045,-0.04,0.004744958481613286
scv,half_x100,-0.04,-0.035,0.007040906134006811
scv,half_x100,-0.035,-0.03,0.009451651169020013
scv,half_x100,-0.03,-0.025,0.01542111506524318
scv,half_x100,-0.025,-0.02,0.022079363257184403
scv,half_x100,-0.02,-0.015,0.03704128879194888
scv,half_x100,-0.015,-0.01,0.060498220640569395
scv,half_x100,-0.01,-0.005,0.1002946466153905
scv,half_x100,-0.005,0.0,0.16771897600734703
scv,half_x100,0.0,0.005,0.21398232120307656
scv,half_x100,0.005,0.01,0.15210653197107105
scv,half_x100,0.01,0.015,0.08097042054107834
scv,half_x100,0.015,0.02,0.04228370259824742
scv,half_x100,0.02,0.025,0.02617380323728619
scv,half_x100,0.025,0.03,0.014694064975318563
scv,half_x100,0.03,0.035,0.009796043316879041
scv,half_x100,0.035,0.04,0.006849577162974018
scv,half_x100,0.04,0.045,0.0039031110090689933
scv,half_x100,0.045,0.05,0.0027551371828722303
scv,half_x100,0.05,0.055,0.002219416063980408
scv,half_x100,0.055,0.06,0.0014923659740557916
scv,half_x100,0.06,0.065,0.0011862396204033216
scv,half_x100,0.065,0.07,0.0012245054146098801
scv,half_x100,0.07,0.075,0.0007270500899246164
scv,half_x100,0.075,0.08,0.0
scv,half_x100,0.08,0.085,0.0
scv,half_x100,0.085,0.09,0.0
scv,half_x100,0.09,0.095,0.0
scv,half_x100,0.095,0.1,0.0
scv,half_x100,0.1,0.105,0.0
scv,half_x100,0.105,0.11,0.0
scv,half_x100,0.11,0.115,0.0
scv,half_x100,0.115,0.12,0.0
scv,half_x100,0.12,0.125,0.0
scv,half_x100,0.125,0.13,0.0
scv,half_x100,0.13,0.135,0.0
scv,half_x100,0.135,0.14,0.0
scv,half_x100,0.14,0.145,0.0
scv,half_x100,0.145,0.15,0.0
scv,half_x100,0.15,0.155,0.0
scv,half_x100,0.155,0.16,0.0
scv,half_x100,0.16,0.165,0.0
scv,half_x100,0.165,0.17,0.0
scv,half_x100,0.17,0.175,0.0
scv,half_x100,0.175,0.18,0.0
scv,half_x100,0.18,0.185,0.0
scv,half_x100,0.185,0.19,0.0
scv,half_x100,0.19,0.195,0.0
scv,half_x100,0.195,0.2,0.0
scv,quarter_x100,-0.2,-0.195,0.0
scv,quarter_x100,-0.195,-0.19,0.0
scv,quarter_x100,-0.19,-0.185,0.0
scv,quarter_x100,-0.185,-0.18,0.0
scv,quarter_x100,-0.18,-0.175,0.0
scv,quarter_x100,-0.175,-0.17,0.0
scv,quarter_x100,-0.17,-0.165,0.0
scv,quarter_x100,-0.165,-0.16,0.0
scv,quarter_x100,-0.16,-0.155,0.0
scv,quarter_x100,-0.155,-0.15,0.0
scv,quarter_x100,-0.15,-0.145,0.0
scv,quarter_x100,-0.145,-0.14,0.0
scv,quarter_x100,-0.14,-0.135,0.0
scv,quarter_x100,-0.135,-0.13,0.0
scv,quarter_x100,-0.13,-0.125,0.0
scv,quarter_x100,-0.125,-0.12,0.0
scv,quarter_x100,-0.12,-0.115,0.0
scv,quarter_x100,-0.115,-0.11,3.8265794206558755e-05
scv,quarter_x100,-0.11,-0.105,0.0
scv,quarter_x100,-0.105,-0.1,0.0
scv,quarter_x100,-0.1,-0.095,0.0
scv,quarter_x100,-0.095,-0.09,0.0
scv,quarter_x100,-0.09,-0.085,0.00011479738261967628
scv,quarter_x100,-0.085,-0.08,7.653158841311751e-05
scv,quarter_x100,-0.08,-0.075,0.00011479738261967628
scv,quarter_x100,-0.075,-0.07,0.00015306317682623502
scv,quarter_x100,-0.07,-0.065,0.00015306317682623502
scv,quarter_x100,-0.065,-0.06,0.00030612635365247004
scv,quarter_x100,-0.06,-0.055,0.0002678605594459113
scv,quarter_x100,-0.055,-0.05,0.0006122527073049401
scv,quarter_x100,-0.05,-0.045,0.0006505185015114989
scv,quarter_x100,-0.045,-0.04,0.0007653158841311751
scv,quarter_x100,-0.04,-0.035,0.0013775685914361152
scv,quarter_x100,-0.035,-0.03,0.0024872766234263193
scv,quarter_x100,-0.03,-0.025,0.004744958481613286
scv,quarter_x100,-0.025,-0.02,0.008188879960203574
scv,quarter_x100,-0.02,-0.015,0.01630122833199403
scv,quarter_x100,-0.015,-0.01,0.037232617762981673
scv,quarter_x100,-0.01,-0.005,0.09620020663528872
scv,quarter_x100,-0.005,0.0,0.26345999311215706
scv,quarter_x100,0.0,0.005,0.3700302299774232
scv,quarter_x100,0.005,0.01,0.1253587418206865
scv,quarter_x100,0.01,0.015,0.04094439980101787
scv,quarter_x100,0.015,0.02,0.01687521524509241
scv,quarter_x100,0.02,0.025,0.006696513986147783
scv,quarter_x100,0.025,0.03,0.0037117820380361995
scv,quarter_x100,0.03,0.035,0.0024107450350132017
scv,quarter_x100,0.035,0.04,0.0007270500899246164
scv,quarter_x100,0.04,0.045,0.0
scv,quarter_x100,0.045,0.05,0.0
scv,quarter_x100,0.05,0.055,0.0
scv,quarter_x100,0.055,0.06,0.0
scv,quarter_x100,0.06,0.065,0.0
scv,quarter_x100,0.065,0.07,0.0
scv,quarter_x100,0.07,0.075,0.0
scv,quarter_x100,0.075,0.08,0.0
scv,quarter_x100,0.08,0.085,0.0
scv,quarter_x100,0.085,0.09,0.0
scv,quarter_x100,0.09,0.095,0.0
scv,quarter_x100,0.095,0.1,0.0
scv,quarter_x100,0.1,0.105,0.0
scv,quarter_x100,0.105,0.11,0.0
scv,quarter_x100,0.11,0.115,0.0
scv,quarter_x100,0.115,0.12,0.0
scv,quarter_x100,0.12,0.125,0.0
scv,quarter_x100,0.125,0.13,0.0
scv,quarter_x100,0.13,0.135,0.0
scv,quarter_x100,0.135,0.14,0.0
scv,quarter_x100,0.14,0.145,0.0
scv,quarter_x100,0.145,0.15,0.0
scv,quarter_x100,0.15,0.155,0.0
scv,quarter_x100,0.155,0.16,0.0
scv,quarter_x100,0.16,0.165,0.0
scv,quarter_x100,0.165,0.17,0.0
scv,quarter_x100,0.17,0.175,0.0
scv,quarter_x100,0.175,0.18,0.0
scv,quarter_x100,0.18,0.185,0.0
scv,quarter_x100,0.185,0.19,0.0
scv,quarter_x100,0.19,0.195,0.0
scv,quarter_x100,0.195,0.2,0.0
