series,X,scheme,regime,frac,level,f_used,f_base,f_stressed,cagr_median,cagr_mean,cagr_p1,cagr_p5,cagr_p25,cagr_p75,cagr_p95,ann_vol_median,mdd_median,mdd_p5,mdd_mean,tw_median,tw_p1,tw_p5,tw_p25,tw_p75,tw_p95,tw_mean,p_lose_money,p_below_tbills,p_dd_50,p_dd_90,p_ruin_99
mkt,0,block20,stressed,1.25,stressed_1.25,3.2704520567627093,2.6163616454101675,2.6163616454101675,0.13980519864432983,0.14826510288536734,-0.1569616023989272,-0.07693236855913052,0.04744873722043985,0.24194782875136656,0.3992798180901919,0.5691925831621353,-0.9300502009201372,-0.9947036925841274,-0.9136992364125405,26.349103867454627,0.014001801873726008,0.13515691459835064,3.1865407976506104,225.20800633355267,4442.365566693116,3161.2229158134787,0.15195,0.2148,1.0,0.6476,0.0076
mkt,0,block20,stressed,1.5,stressed_1.50,3.924542468115251,2.6163616454101675,2.6163616454101675,0.11606790320084426,0.12786752489762215,-0.22991550671417382,-0.13866067783915723,0.005995893407034658,0.2388926733126851,0.4314374063573555,0.6830366917538556,-0.9702080089697132,-0.9991588537373162,-0.9538492482735835,15.569171194169515,0.0014569999458814908,0.023952831770800712,1.1611953029516418,211.7591616294065,7839.873556502545,14973.699817121416,0.23875,0.3043,1.0,0.86545,0.03125
mkt,0,block20,fixed,,fixed_1.0x,1.0,2.6163616454101675,2.6163616454101675,0.1020903577136586,0.10270041360469404,0.010668478354185518,0.03705333660437739,0.07516213910368807,0.129868548488487,0.17024782189980042,0.17402663446609795,-0.44078288893312,-0.6406630224002041,-0.452225022346061,11.361353386956965,1.3038211444553396,2.483289382260532,6.121376149695906,21.168885337141866,50.92675909893252,17.282381996511493,0.0051,0.039,0.29535,0.0,0.0
mkt,0,block20,fixed,,fixed_2.0x,2.0,2.6163616454101675,2.6163616454101675,0.14120775141592934,0.14420106967717483,-0.044037817087753825,0.007658573505865274,0.08535920592163326,0.2010598127411813,0.2897693052254802,0.3480729555275479,-0.7444242104450414,-0.9215276727470939,-0.7423452477092001,27.171763257548015,0.32435292064606525,1.2101385909484215,7.750636270267474,97.52498564349139,579.1631607722055,154.06307682893345,0.0408,0.09245,0.9873,0.0815,0.0
mkt,0,iid,full,0.25,full_0.25,0.6540904113525419,2.6163616454101675,2.6163616454101675,0.08132871793509833,0.08168016906480387,0.02440268443675945,0.041783582035784625,0.06489178305118415,0.09808341552275268,0.1223398995901376,0.1140887756821524,-0.25456772599142313,-0.3884215689060204,-0.26488157169520016,7.06225555248689,1.8271226389313058,2.7825163343204897,4.8154502271657,10.372496808955788,17.910597048507366,8.319326550080142,0.00025,0.0203,0.0033,0.0,0.0
mkt,0,iid,full,0.5,full_0.50,1.3081808227050837,2.6163616454101675,2.6163616454101675,0.11852983219929591,0.119694005810618,0.003497644449474485,0.038164054506948736,0.0846944929283861,0.15334796350300378,0.20502913829835792,0.22818800609381495,-0.4984875316146801,-0.7023416190211584,-0.5100293066184387,16.450885945390958,1.0912115161325775,2.5506431892866535,7.632835882459029,35.40045368408745,105.91042678428008,31.57864970173294,0.0081,0.03895,0.49385,0.0002,0.0
mkt,0,iid,full,0.75,full_0.75,1.9622712340576256,2.6163616454101675,2.6163616454101675,0.14172931355810725,0.1443975867581593,-0.03104242840938117,0.020593159299896826,0.09014873511490967,0.1954987931621225,0.2769437650347708,0.3422967816357776,-0.6829409559773576,-0.8765791795740008,-0.6866982021262624,27.483928771094092,0.45458911170794747,1.6646248293683068,8.652545318445709,86.84174938437533,451.1223050546688,121.64192902200054,0.0269,0.0707,0.9596,0.02815,0.0
mkt,0,iid,full,1.0,full_1.00,2.6163616454101675,2.6163616454101675,2.6163616454101675,0.15000893345548805,0.15462171477751624,-0.07688634849804649,-0.010648295673779411,0.08063715411874811,0.22277912576402176,0.3356746630854858,0.4564089842154281,-0.8135659942705212,-0.9572189386569724,-0.8077477770270051,32.925346804152,0.13532540810259971,0.7651871304641529,6.950201366118861,152.65127141618245,1388.408367600463,496.4479822511589,0.0653,0.11805,0.99915,0.2007,0.0002
mkt,0,iid,full,1.25,full_1.25,3.2704520567627093,2.6163616454101675,2.6163616454101675,0.14256379159717192,0.14958762523350974,-0.13286864366932144,-0.05459286156331706,0.056734088880202094,0.23383945122216387,0.3789658202655261,0.5705224549499939,-0.899897677184709,-0.9879603610245445,-0.8872327722701988,27.99054954669943,0.028321916865452032,0.24573778072791774,3.973223275127957,191.19050415230294,3082.0348873717853,2246.0593404788488,0.1231,0.1895,1.0,0.49955,0.0035
mkt,0,iid,full,1.5,full_1.50,3.924542468115251,2.6163616454101675,2.6163616454101675,0.11885597795476421,0.12888439347577393,-0.1978929853933013,-0.11036768022921908,0.018155464367245022,0.22776681907117646,0.4044377441741064,0.6846335705397169,-0.9525075943096053,-0.9974948840879964,-0.9372508104948382,16.57122914530075,0.004034668791285617,0.05373581096852384,1.568022964642298,169.00412771901284,4870.374366016125,10747.355866902784,0.21225,0.28065,1.0,0.77715,0.01835
mkt,0,iid,stressed,0.25,stressed_0.25,0.6540904113525419,2.6163616454101675,2.6163616454101675,0.08132871793509833,0.08168016906480387,0.02440268443675945,0.041783582035784625,0.06489178305118415,0.09808341552275268,0.1223398995901376,0.1140887756821524,-0.25456772599142313,-0.3884215689060204,-0.26488157169520016,7.06225555248689,1.8271226389313058,2.7825163343204897,4.8154502271657,10.372496808955788,17.910597048507366,8.319326550080142,0.00025,0.0203,0.0033,0.0,0.0
mkt,0,iid,stressed,0.5,stressed_0.50,1.3081808227050837,2.6163616454101675,2.6163616454101675,0.11852983219929591,0.119694005810618,0.003497644449474485,0.038164054506948736,0.0846944929283861,0.15334796350300378,0.20502913829835792,0.22818800609381495,-0.4984875316146801,-0.7023416190211584,-0.5100293066184387,16.450885945390958,1.0912115161325775,2.5506431892866535,7.632835882459029,35.40045368408745,105.91042678428008,31.57864970173294,0.0081,0.03895,0.49385,0.0002,0.0
mkt,0,iid,stressed,0.75,stressed_0.75,1.9622712340576256,2.6163616454101675,2.6163616454101675,0.14172931355810725,0.1443975867581593,-0.03104242840938117,0.020593159299896826,0.09014873511490967,0.1954987931621225,0.2769437650347708,0.3422967816357776,-0.6829409559773576,-0.8765791795740008,-0.6866982021262624,27.483928771094092,0.45458911170794747,1.6646248293683068,8.652545318445709,86.84174938437533,451.1223050546688,121.64192902200054,0.0269,0.0707,0.9596,0.02815,0.0
mkt,0,iid,stressed,1.0,stressed_1.00,2.6163616454101675,2.6163616454101675,2.6163616454101675,0.15000893345548805,0.15462171477751624,-0.07688634849804649,-0.010648295673779411,0.08063715411874811,0.22277912576402176,0.3356746630854858,0.4564089842154281,-0.8135659942705212,-0.9572189386569724,-0.8077477770270051,32.925346804152,0.13532540810259971,0.7651871304641529,6.950201366118861,152.65127141618245,1388.408367600463,496.4479822511589,0.0653,0.11805,0.99915,0.2007,0.0002
mkt,0,iid,stressed,1.25,stressed_1.25,3.2704520567627093,2.6163616454101675,2.6163616454101675,0.14256379159717192,0.14958762523350974,-0.13286864366932144,-0.05459286156331706,0.056734088880202094,0.23383945122216387,0.3789658202655261,0.5705224549499939,-0.899897677184709,-0.9879603610245445,-0.8872327722701988,27.99054954669943,0.028321916865452032,0.24573778072791774,3.973223275127957,191.19050415230294,3082.0348873717853,2246.0593404788488,0.1231,0.1895,1.0,0.49955,0.0035
