series,X,financing,f,f_kelly_analytic,cagr_median,cagr_p5,cagr_p25,mean_log_growth,mdd_median,p_dd_50,p_dd_90,p_loss,tw_median
mkt,20,broker,2.2,1.6025575085884953,0.08296475135007253,-0.06271501063441613,0.020313986888887248,0.07899322366239966,-0.8537037288558385,0.9984,0.326,0.182,7.334289238149185
mkt,20,broker,2.3,1.6025575085884953,0.08091486566286687,-0.07095887926635015,0.015499345463411307,0.07700054116118786,-0.8709175410078301,0.9994,0.3858,0.199,6.994992415933577
mkt,20,broker,2.4,1.6025575085884953,0.0786210763330657,-0.0793704204712632,0.010372020458509601,0.07469676230246226,-0.8862627680907951,0.9998,0.4442,0.2184,6.6331930067806475
mkt,20,broker,2.5,1.6025575085884953,0.07603827688808618,-0.08796224220404168,0.004795806887896381,0.07208511311074203,-0.8994453932542419,0.9998,0.498,0.2356,6.2473094183195785
mkt,20,broker,2.6,1.6025575085884953,0.07299862244355271,-0.09730200739283629,-0.0009807314343414086,0.0691586500245352,-0.9120901780929935,0.9998,0.5496,0.2528,5.82075251405745
mkt,20,broker,2.7,1.6025575085884953,0.06975359335982623,-0.10647146900803808,-0.006944502681016429,0.06592362928808246,-0.923395538788943,0.9998,0.6014,0.268,5.3962730467620865
mkt,20,broker,2.8,1.6025575085884953,0.06617501104818102,-0.1160756840219519,-0.013290392611058938,0.062373162742077465,-0.9335209269898483,1.0,0.6442,0.2846,4.962639376076077
mkt,20,broker,2.9,1.6025575085884953,0.06218234526690947,-0.12589941155697298,-0.01988451702658056,0.05850519003497621,-0.9423647135392252,1.0,0.6846,0.3028,4.518320668761962
mkt,20,broker,3.0,1.6025575085884953,0.057968950559194155,-0.13574239799973326,-0.02689785004012263,0.05431989962012536,-0.9503859797563685,1.0,0.7242,0.3222,4.0909523327571
mkt,20,broker,3.1,1.6025575085884953,0.053259934591821656,-0.1458157910352487,-0.03434229198571384,0.04981275124069756,-0.9572390917123577,1.0,0.763,0.3428,3.6592251176631883
mkt,20,broker,3.2,1.6025575085884953,0.04837940414440456,-0.15634173224796583,-0.041676373208344,0.044982957453230624,-0.9635150236605439,1.0,0.7994,0.3596,3.2580856619034093
mkt,20,broker,3.3,1.6025575085884953,0.04313311087036664,-0.1667474359004476,-0.04937278478517382,0.03982731052856099,-0.9688163590048042,1.0,0.8262,0.3792,2.8740460346563723
mkt,20,broker,3.4,1.6025575085884953,0.03734015779563016,-0.17748976125866794,-0.05711849491245258,0.03434049739047069,-0.9735350286535096,1.0,0.8532,0.4008,2.5005188963872236
mkt,20,broker,3.5,1.6025575085884953,0.031479964942522476,-0.18869109106302748,-0.06543961463717876,0.028522656334803793,-0.977675750654882,1.0,0.8758,0.4168,2.1703010703730303
