series,X,financing,f,f_kelly_analytic,cagr_median,cagr_p5,cagr_p25,mean_log_growth,mdd_median,p_dd_50,p_dd_90,p_loss,tw_median
mkt,20,letf,2.7,1.6595546726985173,0.06311176257520024,-0.11176440956175888,-0.013070047272849356,0.05972351742453424,-0.9266716015781162,0.9998,0.6138,0.286,4.618203781445156
mkt,20,letf,2.8,1.6595546726985173,0.05958376008625765,-0.12118076825978946,-0.01919567169320599,0.05634449430924631,-0.9362721471403928,1.0,0.6556,0.3022,4.249935476767942
mkt,20,letf,2.9,1.6595546726985173,0.055822916175449544,-0.13081908302904685,-0.02588052351774847,0.052646297854998705,-0.944908877776355,1.0,0.6924,0.3224,3.888455190494204
mkt,20,letf,3.0,1.6595546726985173,0.05192615958773639,-0.1406463768863585,-0.03256392172554781,0.04862882638144134,-0.9521864673296069,1.0,0.7338,0.3402,3.5451242282732776
mkt,20,letf,3.1,1.6595546726985173,0.04737097073284924,-0.15072448445740966,-0.0397651225170218,0.044292147655147725,-0.9589472466286152,1.0,0.772,0.357,3.180633635682007
mkt,20,letf,3.2,1.6595546726985173,0.042759472862535786,-0.16098607093509756,-0.04702549908551412,0.03963132141042656,-0.9647566592464272,1.0,0.8052,0.3758,2.848417442913158
mkt,20,letf,3.3,1.6595546726985173,0.03749667394612333,-0.17149229134928734,-0.05439554968239316,0.03464464487760776,-0.9699486128189202,1.0,0.8332,0.3952,2.509971946368081
mkt,20,letf,3.4,1.6595546726985173,0.03209135576858013,-0.18209067733840728,-0.062172249359459086,0.029328524928700864,-0.9746145754808879,1.0,0.8566,0.4116,2.2026907021884083
mkt,20,letf,3.5,1.6595546726985173,0.026476105180787912,-0.19266480853655638,-0.07032212719548875,0.023678037480111262,-0.9786272812157282,1.0,0.8786,0.4302,1.9218576734541413
mkt,20,letf,3.6,1.6595546726985173,0.02057506377677043,-0.2034881816252455,-0.0782815257906771,0.01769707862946349,-0.9820351745182746,1.0,0.8966,0.4466,1.6638870544309727
mkt,20,letf,3.7,1.6595546726985173,0.014172709253997717,-0.21455977516591357,-0.08695937284362681,0.01137363664560073,-0.9850452543245336,1.0,0.9118,0.4642,1.421667371593344
mkt,20,letf,3.8,1.6595546726985173,0.007814826755876192,-0.22603126423826148,-0.09613032001315289,0.004710436173822989,-0.9876779851532791,1.0,0.9282,0.4786,1.2148418211910537
mkt,20,letf,3.9,1.6595546726985173,0.0012523078463498871,-0.23779054532626043,-0.10530501275906984,-0.00230199930887601,-0.9898115696435237,1.0,0.9432,0.4972,1.0317828063282393
mkt,20,letf,4.0,1.6595546726985173,-0.005758276446839461,-0.24943541436155814,-0.11463896408504018,-0.009669462551943587,-0.9916382885254855,1.0,0.956,0.5152,0.8655650408683269
mkt,100,broker,0.1,0.7684709226600148,0.03400841382816666,0.026055042661399998,0.03091900946189796,0.03336141040000276,-0.0530470634676789,0.0,0.0,0.0,2.3072880528899553
mkt,100,broker,0.2,0.7684709226600148,0.035818838502954975,0.02087730246810996,0.029855937835153556,0.03504229332052644,-0.11651308355657064,0.0,0.0,0.0002,2.4104333772297126
mkt,100,broker,0.3,0.7684709226600148,0.03732659107823244,0.015400034146261366,0.02853116086543167,0.03645649725591806,-0.18372846777715257,0.0002,0.0,0.0034,2.4996993625056367
mkt,100,broker,0.4,0.7684709226600148,0.038760540634095175,0.00944731320106319,0.026796849968192482,0.03760255183814821,-0.252423799843273,0.0148,0.0,0.0158,2.5875341783070853
mkt,100,broker,0.5,0.7684709226600148,0.0398060479502258,0.0034880370612925377,0.02484717527300717,0.03847976509671283,-0.3184923556207934,0.0726,0.0,0.037,2.653435180043517
mkt,100,broker,0.6,0.7684709226600148,0.04049632602604025,-0.0030784209055706334,0.022571043350259834,0.039088013883496524,-0.38169966764245894,0.185,0.0,0.063,2.697825010981611
mkt,100,broker,0.7,0.7684709226600148,0.04104956578608887,-0.009746720135692343,0.02004953435645629,0.039425728725927214,-0.4403842376300333,0.3302,0.0,0.0924,2.7339178206905097
mkt,100,broker,0.8,0.7684709226600148,0.041256782916450074,-0.01683289457638397,0.017266790134372656,0.039492647693931474,-0.49579931684835993,0.488,0.003,0.12,2.7475534589947133
mkt,100,broker,0.9,0.7684709226600148,0.04114247681766925,-0.024259687550352252,0.01424360526109053,0.039287802770277824,-0.5478850367174147,0.6302,0.0066,0.1488,2.740022564352837
mkt,100,broker,1.0,0.7684709226600148,0.04079360835607415,-0.03193082825606254,0.0108406404990386,0.03880945376696018,-0.5955646302635478,0.7516,0.0172,0.1778,2.7171612515043893
mkt,100,broker,1.1,0.7684709226600148,0.038427369553253876,-0.041338152310524366,0.005685969596964324,0.03646724936819235,-0.6434132182664523,0.8386,0.0326,0.2126,2.5668657661230436
mkt,100,broker,1.2,0.7684709226600148,0.03587794246045162,-0.0507995788799975,0.0003024281929304151,0.03384922859995125,-0.6866015258945838,0.8968,0.0634,0.2476,2.4138742683475503
mkt,100,broker,1.3,0.7684709226600148,0.032944682321656815,-0.06045719662635844,-0.00553155789721152,0.030954207986330418,-0.7258939704912684,0.9342,0.0992,0.283,2.2486746289307833
mkt,100,broker,1.4,0.7684709226600148,0.02984835336825542,-0.07041123335331324,-0.011508248658510384,0.027783489188156776,-0.7612504624180196,0.9592,0.1418,0.3138,2.086084975779421
mkt,100,broker,1.5,0.7684709226600148,0.026368430112426955,-0.08040199255401305,-0.01776545462622986,0.024334024880910698,-0.7922669394958191,0.9754,0.1972,0.3428,1.9168236440345314
mkt,100,broker,1.6,0.7684709226600148,0.0227337628101546,-0.09046535761741335,-0.024393707707276807,0.02060008179909864,-0.8197043710016324,0.9854,0.253,0.3726,1.7541424376024493
mkt,100,broker,1.7,0.7684709226600148,0.0187585004115689,-0.10079832917110067,-0.03108253076961459,0.016590530619145793,-0.8447640872077998,0.9926,0.3196,0.397,1.591406533590995
mkt,100,broker,1.8,0.7684709226600148,0.014429753663884881,-0.11128588215439005,-0.037983979041867955,0.01229764806969066,-0.866861674149521,0.9958,0.3852,0.425,1.4307029495685435
mkt,100,broker,1.9,0.7684709226600148,0.00988063118536997,-0.12185204001272854,-0.04535651820998268,0.007723158355827281,-0.8857061583066863,0.9976,0.4482,0.452,1.2786482030991977
mkt,100,broker,2.0,0.7684709226600148,0.0052602650621423885,-0.13258327251676782,-0.052721260049766044,0.0028622290696830705,-0.9029138421919304,0.9988,0.513,0.4742,1.1401525436810453
mkt,100,broker,2.1,0.7684709226600148,0.000260495824962792,-0.14347714546228874,-0.06020573230238904,-0.0022838125785545867,-0.9181069526697418,0.9994,0.573,0.4988,1.0065328210767497
mkt,100,broker,2.2,0.7684709226600148,-0.004976758767218703,-0.15437903775093886,-0.0681265947650771,-0.00771801302483969,-0.9311746374312273,0.9994,0.6272,0.5206,0.8827355628862058
mkt,100,broker,2.3,0.7684709226600148,-0.010461424848378809,-0.16563547872127973,-0.07607397040500266,-0.013439937138301654,-0.9423426532294652,1.0,0.672,0.5442,0.7688088627398075
mkt,100,broker,2.4,0.7684709226600148,-0.016200606308092114,-0.17687150410937771,-0.08437192940859412,-0.019455885958887177,-0.9522012015625553,1.0,0.7162,0.564,0.6647586047438167
mkt,100,broker,2.5,0.7684709226600148,-0.022330015412633242,-0.1886480140172777,-0.0929102672837431,-0.025762778135872244,-0.9605677947674279,1.0,0.7548,0.5834,0.5686003444768273
mkt,100,broker,2.6,0.7684709226600148,-0.02857985238836036,-0.20051852303585257,-0.10141293738857479,-0.032367696307856374,-0.967437459231057,1.0,0.7916,0.601,0.4843704798500649
mkt,100,broker,2.7,0.7684709226600148,-0.03501055898368616,-0.21250573114018118,-0.11028729170298215,-0.039264616278919535,-0.973285267388754,1.0,0.8278,0.6204,0.4102645990108286
mkt,100,broker,2.8,0.7684709226600148,-0.04171885631243849,-0.22430565610417283,-0.11925868807616924,-0.046460542135066306,-0.9780501227532895,1.0,0.8506,0.6384,0.3446066051489912
mkt,100,broker,2.9,0.7684709226600148,-0.04889336797553023,-0.23616962995504515,-0.12829666608094695,-0.05395771970558266,-0.9820953659324492,1.0,0.8712,0.6538,0.2855817467341091
mkt,100,broker,3.0,0.7684709226600148,-0.056153564115341115,-0.24810522483834024,-0.13774972315448858,-0.061756065784483435,-0.9856634562743564,1.0,0.8888,0.6686,0.23579458607089687
mkt,100,broker,3.1,0.7684709226600148,-0.06380588263917675,-0.2603995959942282,-0.14748335271643573,-0.06986028474873908,-0.9885471308899259,1.0,0.908,0.6842,0.19237469513615982
mkt,100,broker,3.2,0.7684709226600148,-0.07155096199505417,-0.27251373562527437,-0.157323482337767,-0.07827131519387791,-0.9909335676803297,1.0,0.9248,0.699,0.15629745069696294
mkt,100,broker,3.3,0.7684709226600148,-0.079507098604705,-0.28467787025661545,-0.16727385838562742,-0.08699249169154935,-0.9928439407685101,1.0,0.9384,0.715,0.12604078817316536
mkt,100,broker,3.4,0.7684709226600148,-0.08764080167814947,-0.29689918205729876,-0.17734705059885403,-0.0960292939402344,-0.99436767383867,1.0,0.95,0.7298,0.10095939600177722
mkt,100,broker,3.5,0.7684709226600148,-0.09599066546212548,-0.3091643264911258,-0.1873382201526824,-0.10538163027779186,-0.9955487998662771,1.0,0.9562,0.743,0.08022777279415391
mkt,100,broker,3.6,0.7684709226600148,-0.10467717710341196,-0.32162105102990846,-0.19786657281698897,-0.11505197479791429,-0.9965360298725621,1.0,0.9648,0.7562,0.06302214273600082
mkt,100,broker,3.7,0.7684709226600148,-0.11349134043617004,-0.33404695845013194,-0.20866647121331103,-0.12505113960464273,-0.9973110223987993,1.0,0.9714,0.7712,0.04921248709892152
mkt,100,broker,3.8,0.7684709226600148,-0.12272025325166291,-0.3465777594863238,-0.219597969151186,-0.1353737906612609,-0.997941357472069,1.0,0.9774,0.783,0.03788372137779867
mkt,100,broker,3.9,0.7684709226600148,-0.13177508304123042,-0.35890667938796617,-0.2302679920476021,-0.146030860538557,-0.9984438860580832,1.0,0.9818,0.795,0.02922848232719709
mkt,100,broker,4.0,0.7684709226600148,-0.14136018357223507,-0.371233088802174,-0.24102760813351973,-0.15702280319602394,-0.9988567707439566,1.0,0.9858,0.8078,0.022144997981674457
mkt,100,letf,0.1,0.7684709226600148,0.024652658778204106,0.016770884127458585,0.021591154894391507,0.024272192669147062,-0.05720785726754757,0.0,0.0,0.0,1.8383016761998798
mkt,100,letf,0.2,0.7684709226600148,0.02644637971885966,0.011639492380677786,0.020537105546520884,0.02595276516700598,-0.12531073171979495,0.0,0.0,0.0024,1.9204662635421479
mkt,100,letf,0.3,0.7684709226600148,0.02794029032263967,0.006211315291161435,0.01922425211851858,0.027366823074410063,-0.19746304712013424,0.0028,0.0,0.0188,1.9915775606795285
mkt,100,letf,0.4,0.7684709226600148,0.029361196288073876,0.00031216332009180724,0.0175053185771602,0.02851283993804827,-0.26780728747744337,0.0276,0.0,0.0466,2.061554489974167
mkt,100,letf,0.5,0.7684709226600148,0.030397415373213388,-0.005593550185093765,0.015573293109237718,0.02939000455306427,-0.3359594610753252,0.1072,0.0,0.0834,2.114068329921307
mkt,100,letf,0.6,0.7684709226600148,0.031081213018290255,-0.012100729163030599,0.013317417776711249,0.02999817578489151,-0.39958420575878545,0.233,0.0,0.1154,2.149422768145943
mkt,100,letf,0.7,0.7684709226600148,0.03162948911369601,-0.018709018233896833,0.010818605144435445,0.030335797021669834,-0.45956287938803864,0.3916,0.001,0.1492,2.178181026856886
mkt,100,letf,0.8,0.7684709226600148,0.03183467464829437,-0.025731453066597552,0.008060985467658988,0.030402638901892584,-0.5152036703830528,0.5426,0.0042,0.1812,2.1890365785677
mkt,100,letf,0.9,0.7684709226600148,0.031721280439256705,-0.03309127684709841,0.005064780332323049,0.030197662603940887,-0.5672140874280649,0.6736,0.0094,0.2092,2.183030071189263
mkt,100,letf,1.0,0.7684709226600148,0.031375454712323836,-0.04069349618994743,0.001692529112784169,0.029719200110313114,-0.6151264517225083,0.7806,0.0216,0.238,2.164810022308505
mkt,100,letf,1.1,0.7684709226600148,0.029202029852775313,-0.0498684127004833,-0.003246306196181825,0.027537501271094653,-0.6607106456841983,0.8588,0.0436,0.2738,2.053600063426742
mkt,100,letf,1.2,0.7684709226600148,0.026858138086703343,-0.059073283098545905,-0.008398885244550958,0.025088996733839908,-0.7029744853291124,0.9076,0.0776,0.3038,1.9398191177780582
mkt,100,letf,1.3,0.7684709226600148,0.024109188505940682,-0.06846445490633267,-0.014012649052370513,0.022366790126571643,-0.7397275947433758,0.9416,0.1176,0.3324,1.8140807229617804
mkt,100,letf,1.4,0.7684709226600148,0.021205634963396114,-0.07822434706025616,-0.019834089625369505,0.01936565469595544,-0.7728779775783128,0.9646,0.1686,0.362,1.6897799703857865
mkt,100,letf,1.5,0.7684709226600148,0.01799956674624137,-0.08792530696932095,-0.025941898869522362,0.01608331209686939,-0.8025798670671798,0.978,0.2174,0.3898,1.5620316496251039
mkt,100,letf,1.6,0.7684709226600148,0.01458966377394677,-0.09789167069556297,-0.03223373427467788,0.01252441082074981,-0.830190629508028,0.9878,0.2802,0.4148,1.4363518559120132
mkt,100,letf,1.7,0.7684709226600148,0.010797752396293103,-0.10796399926369961,-0.03874513169335908,0.008684287406979857,-0.8537234147850531,0.9942,0.3482,0.4422,1.3079968316679753
mkt,100,letf,1.8,0.7684709226600148,0.006642603837979877,-0.1181906829991337,-0.04549432869807407,0.004562795696856261,-0.8741426687299843,0.996,0.4122,0.4636,1.1800019253742242
mkt,100,letf,1.9,0.7684709226600148,0.0022770776190041975,-0.12845606434366055,-0.052545686567055605,0.00015713043675262943,-0.892912021840313,0.998,0.4734,0.4894,1.0585099766904902
mkt,100,letf,2.0,0.7684709226600148,-0.002209616725504626,-0.1388566365281979,-0.059647296376677095,-0.0045361727090819735,-0.9095740156741227,0.9992,0.538,0.5098,0.9461998172972625
mkt,100,letf,2.1,0.7684709226600148,-0.007042102140288442,-0.14988230424066504,-0.06695910560507029,-0.009511031808739814,-0.9233078226905934,0.9994,0.5932,0.5316,0.8380521482323722
mkt,100,letf,2.2,0.7684709226600148,-0.012004057161336457,-0.16059352979474348,-0.0746405858637482,-0.01477766639287187,-0.9358045137990079,1.0,0.6428,0.5526,0.7393992905108795
mkt,100,letf,2.3,0.7684709226600148,-0.01719689821043474,-0.1713929588240834,-0.08246148853356602,-0.020329025831932936,-0.9465365461314019,1.0,0.6882,0.5698,0.6481312759990958
mkt,100,letf,2.4,0.7684709226600148,-0.022876501224703805,-0.1826033461458745,-0.09048641029410529,-0.026174146257275665,-0.9552701297032311,1.0,0.7302,0.5888,0.5607079517794553
mkt,100,letf,2.5,0.7684709226600148,-0.02874911404420366,-0.1942142032824627,-0.09867657465241667,-0.03231327496008703,-0.9630621689003681,1.0,0.7676,0.607,0.4822650064351175
mkt,100,letf,2.6,0.7684709226600148,-0.0347909001725446,-0.20577260981133152,-0.10707486443900846,-0.03874393224079186,-0.9695051889413073,1.0,0.8036,0.625,0.4126058648044749
mkt,100,letf,2.7,0.7684709226600148,-0.04106330373626865,-0.21717473446070887,-0.11587697810766795,-0.04547283109528684,-0.9748493350747269,1.0,0.8366,0.6414,0.35054880416508327
mkt,100,letf,2.8,0.7684709226600148,-0.047636379377271276,-0.22866056132039284,-0.12444543170361774,-0.05249760442164712,-0.9794457183106138,1.0,0.8562,0.6546,0.2951685960133643
mkt,100,letf,2.9,0.7684709226600148,-0.05465508217067122,-0.24038968545208406,-0.133499785273254,-0.05982529148658494,-0.9834482934823083,1.0,0.877,0.6682,0.2453350183140247
mkt,100,letf,3.0,0.7684709226600148,-0.06190325110384043,-0.2523324190216118,-0.14268642484703647,-0.0674560542193385,-0.9866744304088065,1.0,0.8926,0.685,0.20239080207692253
mkt,100,letf,3.1,0.7684709226600148,-0.0691141953825457,-0.26444928735141526,-0.15222414806423795,-0.07539006383814698,-0.9894142531772255,1.0,0.9116,0.6986,0.16688228341235284
mkt,100,letf,3.2,0.7684709226600148,-0.07655045580988401,-0.2764864812811532,-0.16165958398686747,-0.08363239297840531,-0.9915338196779242,1.0,0.9286,0.714,0.13656183284699513
mkt,100,letf,3.3,0.7684709226600148,-0.08432678271026528,-0.28850208179530074,-0.17149259834002198,-0.09218484921233454,-0.9932930100161804,1.0,0.9404,0.728,0.1105383023509662
mkt,100,letf,3.4,0.7684709226600148,-0.09217598014761186,-0.3007029904648913,-0.1816186928967519,-0.10105117642907802,-0.9946850639861551,1.0,0.9524,0.7414,0.08913368878383962
mkt,100,letf,3.5,0.7684709226600148,-0.10034171591786928,-0.3126896723647776,-0.1916623197835921,-0.11023637168416317,-0.9958010867300251,1.0,0.9576,0.7542,0.07111146187858086
mkt,100,letf,3.6,0.7684709226600148,-0.10886053825601072,-0.3245951562796851,-0.20186181947421583,-0.11973671390396418,-0.9967350479523818,1.0,0.9658,0.7672,0.05605866482121829
mkt,100,letf,3.7,0.7684709226600148,-0.1177475470710489,-0.336723602831048,-0.21236268128500047,-0.12956433047923346,-0.9974833424880785,1.0,0.973,0.7804,0.04363369351587061
mkt,100,letf,3.8,0.7684709226600148,-0.12680132021633156,-0.34914051212777797,-0.22295891723454028,-0.1397165621141185,-0.9980684902432521,1.0,0.9782,0.7902,0.03371530700430634
mkt,100,letf,3.9,0.7684709226600148,-0.13585590667592057,-0.3613219356752344,-0.23320827593578874,-0.1502030002495386,-0.9985637846025563,1.0,0.9826,0.8026,0.025980900417554444
mkt,100,letf,4.0,0.7684709226600148,-0.1450127028904129,-0.3736513168432618,-0.2438043671793934,-0.161029471993465,-0.9989195362022907,1.0,0.9864,0.8148,0.019906357816141626
scv,0,broker,0.1,2.439248229394407,0.044652437030733516,0.035206879538416155,0.04090159309414354,0.04366020811202819,-0.04885814224381424,0.0,0.0,0.0,2.980544044773057
scv,0,broker,0.2,2.439248229394407,0.0570381579999395,0.03881136560707874,0.0496200181949058,0.05545796721847365,-0.11009626764606328,0.0,0.0,0.0,4.0019036605351666
scv,0,broker,0.3,2.439248229394407,0.06911974967030299,0.04172958593486266,0.05796411775875915,0.06681489492862677,-0.17427049943027623,0.0,0.0,0.0,5.316903852904596
scv,0,broker,0.4,2.439248229394407,0.08077901129926157,0.04409917246995261,0.06574681123945925,0.07773026033556121,-0.23625322429783746,0.0008,0.0,0.0,6.973046372301302
scv,0,broker,0.5,2.439248229394407,0.09216250673452808,0.04578417225471404,0.07313353292057545,0.08820440537050933,-0.2958650010689475,0.0206,0.0,0.0002,9.061115253100295
scv,0,broker,0.6,2.439248229394407,0.10327757745128785,0.04723232075978234,0.08010537290438563,0.09823764351326922,-0.35232049385337116,0.0774,0.0,0.0004,11.671315275524538
scv,0,broker,0.7,2.439248229394407,0.11383466783720464,0.0481722807132237,0.0865102967403022,0.10782912951697719,-0.4059681009798956,0.189,0.0,0.0008,14.808745753238192
scv,0,broker,0.8,2.439248229394407,0.12407445695140462,0.048453604421223775,0.0924788377454443,0.11697930597137135,-0.4568414892009502,0.3464,0.0,0.0022,18.61559785312325
scv,0,broker,0.9,2.439248229394407,0.13395323123103509,0.04844112658484271,0.0979929950794996,0.12568738122771425,-0.5039252703113939,0.5144,0.0002,0.0036,23.16746842693814
scv,0,broker,1.0,2.439248229394407,0.14349502463536445,0.04800781805407154,0.10328081698517211,0.1339523734602242,-0.5473178943733333,0.6644,0.0006,0.0048,28.566496811589055
scv,0,broker,1.1,2.439248229394407,0.15063945685964608,0.04539851573155778,0.10619325771568422,0.14018470707823186,-0.589572632402499,0.7914,0.0044,0.0082,33.37963944872788
scv,0,broker,1.2,2.439248229394407,0.1573236197604141,0.04217900832972349,0.10860474285545119,0.1459723104133635,-0.6286161377801643,0.8826,0.0104,0.0114,38.580729815082414
scv,0,broker,1.3,2.439248229394407,0.16350620924878057,0.03840415101081834,0.11048445055030026,0.1513139621898499,-0.6655302278735722,0.936,0.0242,0.0148,44.077572934087314
scv,0,broker,1.4,2.439248229394407,0.16926983149303987,0.03430011242489243,0.11197252960697113,0.15621138047842437,-0.6995381777337366,0.9678,0.0406,0.018,49.87335869373
scv,0,broker,1.5,2.439248229394407,0.17445046832495237,0.02972315274330174,0.11299852056696891,0.16066102250013714,-0.7300678361491866,0.9848,0.0672,0.0218,55.701617497777264
scv,0,broker,1.6,2.439248229394407,0.17905143673953916,0.024672642284166834,0.11348777781386443,0.16465793681078036,-0.7584532581985419,0.992,0.0934,0.0274,61.42127718857189
scv,0,broker,1.7,2.439248229394407,0.1830909521178128,0.019197789762424634,0.11332899858739648,0.16821052144184434,-0.7845091266444499,0.9974,0.1264,0.0332,66.9042156644071
scv,0,broker,1.8,2.439248229394407,0.18688927896373908,0.012986242077971812,0.1125705688364006,0.17131088246355142,-0.8087028678162442,0.9992,0.1792,0.0384,72.4861753614514
scv,0,broker,1.9,2.439248229394407,0.19005972022313844,0.006495429439772117,0.11142375299031809,0.17396100847564366,-0.8308472672491882,0.9998,0.2348,0.0444,77.48522963733997
scv,0,broker,2.0,2.439248229394407,0.19292003224099652,-0.0003188727229351492,0.1097672640214063,0.17615554352260723,-0.8502699509928926,1.0,0.293,0.0506,82.27796593725803
scv,0,broker,2.1,2.439248229394407,0.19515333596835827,-0.007487456444474085,0.10781139087430514,0.17789550276532137,-0.8677853829984102,1.0,0.3542,0.0568,86.21658287032253
scv,0,broker,2.2,2.439248229394407,0.19666495655642036,-0.015087693422503531,0.10486942521351045,0.1791776760746483,-0.883701399164527,1.0,0.4236,0.065,88.98449705216228
scv,0,broker,2.3,2.439248229394407,0.197657459954644,-0.023350272196254934,0.10187996766155805,0.18000197972166632,-0.8978209325332397,1.0,0.49,0.0716,90.84806903374621
scv,0,broker,2.4,2.439248229394407,0.19826212744381522,-0.031961705341306414,0.09815434256811167,0.18036174017316525,-0.9107638746527438,1.0,0.5536,0.0794,92.00180769669353
scv,0,broker,2.5,2.439248229394407,0.1979220301294048,-0.0406002280892781,0.09379753403790375,0.18025958615376173,-0.9223410313932673,1.0,0.6138,0.0894,91.35110982150691
scv,0,broker,2.6,2.439248229394407,0.19744353294012873,-0.05028524362930547,0.0890883634156367,0.17968750683745696,-0.9325360565675487,1.0,0.6664,0.099,90.4432365546582
scv,0,broker,2.7,2.439248229394407,0.1960547084431521,-0.060007172243788445,0.08374686731850811,0.1786515583540897,-0.9413533627728441,1.0,0.7196,0.1078,87.85697350718183
scv,0,broker,2.8,2.439248229394407,0.1943264481505771,-0.07012586210911631,0.07822114222498466,0.1771434792008865,-0.9494850958008265,1.0,0.7658,0.1172,84.73761665525541
scv,0,broker,2.9,2.439248229394407,0.19209857836522315,-0.08054248463531677,0.07230523626141738,0.1751605234885413,-0.9569437011968882,1.0,0.8078,0.1286,80.87313673564582
scv,0,broker,3.0,2.439248229394407,0.18901625635370978,-0.0911893183832219,0.06535858823105511,0.1727021921026302,-0.9632385762776867,1.0,0.8402,0.1418,75.80457649144819
scv,0,broker,3.1,2.439248229394407,0.18562015995049108,-0.1024064372814888,0.05820069319743604,0.1697628777674656,-0.9685980898537891,1.0,0.873,0.1554,70.57318703241984
scv,0,broker,3.2,2.439248229394407,0.1815763533560536,-0.11364601318440044,0.050504432169346136,0.1663402947132606,-0.9733718689115334,1.0,0.8964,0.17,64.79554528526103
scv,0,broker,3.3,2.439248229394407,0.17712776772635608,-0.12499826098212069,0.04235018013610187,0.1624308271410991,-0.9775264767116199,1.0,0.9138,0.1842,58.964467441543604
scv,0,broker,3.4,2.439248229394407,0.17240590303597225,-0.13736360764437913,0.03346752142697007,0.15802773574178747,-0.9811751102228803,1.0,0.9326,0.2,53.32734344632838
scv,0,broker,3.5,2.439248229394407,0.16621124042658952,-0.14994303573317536,0.02390397152372581,0.1531302890981932,-0.9843295688446501,1.0,0.9482,0.213,46.7122481347692
scv,0,broker,3.6,2.439248229394407,0.15931974891055134,-0.16302002117368286,0.014110454981362985,0.1477352338504796,-0.9870492229146718,1.0,0.9604,0.229,40.27929711992299
scv,0,broker,3.7,2.439248229394407,0.15288728498504578,-0.17601300262591488,0.004286346522082429,0.1418305189125134,-0.9892777641358225,1.0,0.969,0.2436,35.04864841939643
scv,0,broker,3.8,2.439248229394407,0.14548585285505178,-0.18912010940746019,-0.006071711431180432,0.13542042276016267,-0.9911880881513169,1.0,0.976,0.259,29.83625323680375
scv,0,broker,3.9,2.439248229394407,0.1377942410785521,-0.20295999055059205,-0.016859051316855833,0.12849384987778303,-0.9927994408594236,1.0,0.9818,0.2732,25.211211240239148
scv,0,broker,4.0,2.439248229394407,0.12904513269257478,-0.21640004464574852,-0.028342842943960472,0.12104896533614054,-0.99418636626969,1.0,0.9858,0.2868,20.786575862261575
scv,0,letf,0.1,2.4758832586690724,0.0352011134340251,0.02584049150418497,0.03148391710902382,0.03457165745519958,-0.053550421314660035,0.0,0.0,0.0,2.3747519948357203
scv,0,letf,0.2,2.4758832586690724,0.04747484125075985,0.02941191016144137,0.04012349399492332,0.046369424395288704,-0.11834720413177796,0.0,0.0,0.0,3.188526397545149
scv,0,letf,0.3,2.4758832586690724,0.059447271969844895,0.03230369608537202,0.048392070119995634,0.05772653788741873,-0.1837922243761615,0.0002,0.0,0.0,4.236270424007941
scv,0,letf,0.4,2.4758832586690724,0.07100122804161102,0.03465186524332249,0.056104579534944965,0.06864216016618309,-0.24687688321556395,0.004,0.0,0.0002,5.555833484411271
scv,0,letf,0.5,2.4758832586690724,0.08228201790600764,0.03632160737775296,0.06342449701350128,0.07911654196814788,-0.3065526217095157,0.0306,0.0,0.0008,7.219566763778795
scv,0,letf,0.6,2.4758832586690724,0.0932968533071954,0.03775664681067494,0.07033316084437302,0.08914999816646063,-0.3640550906137895,0.0974,0.0,0.0016,9.299347093971283
scv,0,letf,0.7,2.4758832586690724,0.10375864174602056,0.03868776147440891,0.0766803038562559,0.09874165790226919,-0.41725130926554777,0.2188,0.0,0.0034,11.799209748343586
scv,0,letf,0.8,2.4758832586690724,0.11390612091799401,0.03896651120062884,0.08259500712394247,0.10789202515252727,-0.466955437321407,0.3874,0.0,0.0046,14.832514074180661
scv,0,letf,0.9,2.4758832586690724,0.12369548697643207,0.03895392990679001,0.08805920738201972,0.11660022523665614,-0.5139665100512132,0.551,0.0002,0.0066,18.459329582676325
scv,0,letf,1.0,2.4758832586690724,0.13315129012266758,0.03852424786696986,0.0932989759581383,0.12486534850666667,-0.5572817882466143,0.6958,0.0014,0.0098,22.761319824316395
scv,0,letf,1.1,2.4758832586690724,0.14041403829489185,0.03608576824557731,0.0963555617232626,0.13125807205295362,-0.5991749175055983,0.813,0.0064,0.0124,26.703239409454802
scv,0,letf,1.2,2.4758832586690724,0.147215164580892,0.0331017808630862,0.09892523968993217,0.13721519508870134,-0.6377942872647087,0.8922,0.0136,0.016,30.982893886489485
scv,0,letf,1.3,2.4758832586690724,0.15350549752560982,0.02947234376998816,0.10094640410032357,0.14272970435552731,-0.6734690774205404,0.9416,0.0274,0.0196,35.5215343929591
scv,0,letf,1.4,2.4758832586690724,0.15941859328152097,0.025557509913626777,0.1026286530380337,0.14779673713458283,-0.7060583568837133,0.9724,0.047,0.0236,40.365145332125266
scv,0,letf,1.5,2.4758832586690724,0.16483165328719573,0.021181865062303885,0.10391247401225828,0.15241348996685974,-0.7367753712506213,0.9858,0.0732,0.0296,45.35019060561713
scv,0,letf,1.6,2.4758832586690724,0.1695849691251321,0.016454979834058726,0.10455216261096356,0.15658534791135906,-0.7644594197652892,0.9926,0.101,0.0352,50.21049006183219
scv,0,letf,1.7,2.4758832586690724,0.17382655573927186,0.011198706087222144,0.10446809154955666,0.1603073533166802,-0.7904992530382011,0.9974,0.1374,0.0396,54.96653060306946
scv,0,letf,1.8,2.4758832586690724,0.17779133664980806,0.00539508228059118,0.10407384906523431,0.16357909292521883,-0.8138288818251511,0.9994,0.1916,0.0454,59.80106303488791
