date,series,nav_full_x0,dd_full_x0,nav_half_x0,dd_half_x0,nav_quarter_x0,dd_quarter_x0,nav_full_x10,dd_full_x10,nav_half_x10,dd_half_x10,nav_quarter_x10,dd_quarter_x10,nav_full_x25,dd_full_x25,nav_half_x25,dd_half_x25,nav_quarter_x25,dd_quarter_x25,nav_full_x100,dd_full_x100,nav_half_x100,dd_half_x100,nav_quarter_x100,dd_quarter_x100,wf_f_x0,wf_f_x10,wf_f_x25,wf_f_x100
1975-08-31,mkt,170.981,-0.726139,84.8672,-0.383788,21.6015,-0.126718,45.8851,-0.726139,42.054,-0.383788,15.0126,-0.126718,5.02987,-0.726139,13.2285,-0.383788,8.30141,-0.126718,0.0145671,-0.998498,0.647284,-0.81159,1.78934,-0.150395,2.31831,2.02788,1.48832,4.17621e-05
1975-09-30,mkt,152.992,-0.736812,80.6799,-0.393635,21.138,-0.131443,41.0575,-0.736812,39.979,-0.393635,14.6905,-0.131443,4.50066,-0.736812,12.5758,-0.393635,8.12329,-0.131443,0.0130344,-0.998556,0.615347,-0.814601,1.75094,-0.154992,2.29781,2.0071,1.46729,4.17621e-05
1975-10-31,mkt,175.346,-0.732393,86.7086,-0.386808,21.9727,-0.124888,47.0566,-0.732393,42.9664,-0.386808,15.2706,-0.124888,5.15828,-0.732393,13.5155,-0.386808,8.44407,-0.124888,0.014939,-0.998532,0.661328,-0.812514,1.82009,-0.148614,2.26864,1.9773,1.43668,4.17621e-05
1975-11-30,mkt,188.219,-0.691471,90.0627,-0.339063,22.4398,-0.0890123,50.5111,-0.691471,44.6285,-0.339063,15.5952,-0.0890123,5.53696,-0.691471,14.0384,-0.339063,8.62358,-0.0890123,0.0160356,-0.998308,0.68691,-0.797915,1.85878,-0.113711,2.29879,2.00885,1.47056,4.17621e-05
1975-12-31,mkt,180.684,-0.703885,88.5409,-0.350168,22.3049,-0.0943295,48.4888,-0.703885,43.8743,-0.350168,15.5015,-0.0943295,5.31528,-0.703885,13.8012,-0.350168,8.57175,-0.0943295,0.0153937,-0.998376,0.675303,-0.801311,1.84761,-0.118884,2.31421,2.02495,1.48777,4.17621e-05
1976-01-31,mkt,243.863,-0.66733,103.237,-0.309635,24.145,-0.0647105,65.4439,-0.66733,51.1568,-0.309635,16.7803,-0.0647105,7.17387,-0.66733,16.0919,-0.309635,9.27891,-0.0647105,0.0207763,-0.998175,0.787392,-0.788918,2.00003,-0.0900685,2.30262,2.01324,1.47595,4.17621e-05
1976-02-29,mkt,246.333,-0.568579,104.058,-0.210447,24.2929,-0.014523,66.1068,-0.568579,51.5636,-0.210447,16.8831,-0.014523,7.24654,-0.568579,16.2199,-0.210447,9.33574,-0.014523,0.0209868,-0.997634,0.793654,-0.75859,2.01228,-0.0240199,2.37134,2.08468,1.5518,4.17621e-05
1976-03-31,mkt,262.147,-0.56278,107.69,-0.203064,24.7757,-0.0177604,70.3506,-0.56278,53.3632,-0.203064,17.2186,-0.0177604,7.71174,-0.56278,16.786,-0.203064,9.52126,-0.0177604,0.0223341,-0.997602,0.821353,-0.756333,2.05227,-0.0177604,2.37208,2.08566,1.55324,4.17621e-05
1976-04-30,mkt,252.561,-0.559964,106.011,-0.197391,24.6385,-0.0216601,67.7781,-0.559964,52.5313,-0.197391,17.1233,-0.0216601,7.42974,-0.559964,16.5243,-0.197391,9.46854,-0.0216601,0.0215174,-0.997586,0.808549,-0.754599,2.04091,-0.0216601,2.38494,2.09919,1.56786,4.17621e-05
1976-05-31,mkt,244.26,-0.56792,104.539,-0.201285,24.5202,-0.0208835,65.5505,-0.56792,51.8018,-0.201285,17.0411,-0.0208835,7.18556,-0.56792,16.2948,-0.201285,9.42308,-0.0208835,0.0208102,-0.99763,0.79732,-0.755789,2.03111,-0.0208835,2.37457,2.08861,1.55705,4.17621e-05
1976-06-30,mkt,271.362,-0.575618,110.505,-0.207837,25.27,-0.0242857,72.8236,-0.575618,54.758,-0.207837,17.5622,-0.0242857,7.98283,-0.575618,17.2247,-0.207837,9.71124,-0.0242857,0.0231192,-0.997672,0.84282,-0.757792,2.09322,-0.0242857,2.3652,2.07908,1.54731,4.17621e-05
1976-07-31,mkt,264.68,-0.527679,109.403,-0.160421,25.1989,-0.0164009,71.0303,-0.527679,54.2122,-0.160421,17.5127,-0.0164009,7.78625,-0.527679,17.0531,-0.160421,9.68389,-0.0164009,0.0225498,-0.997409,0.834421,-0.743295,2.08732,-0.0164009,2.38838,2.1032,1.57302,4.17621e-05
1976-08-31,mkt,261.679,-0.545568,109.081,-0.174646,25.2206,-0.0229107,70.2251,-0.545568,54.0525,-0.174646,17.5278,-0.0229107,7.69798,-0.545568,17.0028,-0.174646,9.69224,-0.0229107,0.0222942,-0.997507,0.831963,-0.747644,2.08912,-0.0229107,2.38128,2.09592,1.56548,4.17621e-05
1976-09-30,mkt,276.88,-0.515774,112.508,-0.147224,25.6714,-0.0132678,74.3044,-0.515774,55.7506,-0.147224,17.8411,-0.0132678,8.14516,-0.515774,17.537,-0.147224,9.86548,-0.0132678,0.0235893,-0.997344,0.858099,-0.73926,2.12647,-0.0132678,2.37712,2.09174,1.56134,4.17621e-05
1976-10-31,mkt,260.236,-0.561699,109.404,-0.184829,25.3738,-0.0421183,69.8377,-0.561699,54.2124,-0.184829,17.6343,-0.0421183,7.65552,-0.561699,17.0531,-0.184829,9.75113,-0.0421183,0.0221712,-0.997596,0.834424,-0.750758,2.10182,-0.0421183,2.38894,2.1041,1.57456,4.17621e-05
1976-11-30,mkt,263.286,-0.56974,110.355,-0.190843,25.5403,-0.0443572,70.6562,-0.56974,54.684,-0.190843,17.75,-0.0443572,7.74524,-0.56974,17.2014,-0.190843,9.81509,-0.0443572,0.0224311,-0.99764,0.841682,-0.752596,2.1156,-0.0443572,2.37268,2.08747,1.55747,4.17621e-05
1976-12-31,mkt,304.985,-0.523266,119.087,-0.146632,26.5929,-0.0170215,81.8467,-0.523266,59.0109,-0.146632,18.4815,-0.0170215,8.97193,-0.523266,18.5625,-0.146632,10.2196,-0.0170215,0.0259837,-0.997385,0.908281,-0.739079,2.20279,-0.0170215,2.37383,2.08885,1.55928,4.17621e-05
1977-01-31,mkt,274.672,-0.505077,113.306,-0.126327,25.9969,-0.0229289,73.7119,-0.505077,56.1461,-0.126327,18.0673,-0.0229289,8.0802,-0.505077,17.6613,-0.126327,9.99058,-0.0229289,0.0234011,-0.997285,0.864186,-0.73287,2.15343,-0.0229289,2.40697,2.1232,1.59559,4.17621e-05
1977-02-28,mkt,261.889,-0.530226,110.875,-0.146905,25.767,-0.0325139,70.2815,-0.530226,54.9416,-0.146905,17.9076,-0.0325139,7.70417,-0.530226,17.2825,-0.146905,9.90223,-0.0325139,0.0223121,-0.997423,0.845648,-0.739162,2.13439,-0.0325139,2.38107,2.0965,1.56769,4.17621e-05
1977-03-31,mkt,253.547,-0.542719,109.399,-0.155894,25.6569,-0.035196,68.0428,-0.542719,54.2101,-0.155894,17.831,-0.035196,7.45876,-0.542719,17.0524,-0.155894,9.85991,-0.035196,0.0216014,-0.997492,0.834387,-0.741911,2.12526,-0.035196,2.3688,2.08389,1.55449,4.17621e-05
1977-04-30,mkt,254.948,-0.555709,110.001,-0.165999,25.7836,-0.0391971,68.4187,-0.555709,54.5085,-0.165999,17.9191,-0.0391971,7.49997,-0.555709,17.1462,-0.165999,9.90862,-0.0391971,0.0217207,-0.997563,0.838981,-0.745,2.13576,-0.0391971,2.35979,2.07463,1.545,4.17621e-05
1977-05-31,mkt,246.068,-0.556207,108.342,-0.164046,25.6451,-0.0356412,66.0358,-0.556207,53.6866,-0.164046,17.8228,-0.0356412,7.23875,-0.556207,16.8877,-0.164046,9.85536,-0.0356412,0.0209642,-0.997566,0.82633,-0.744403,2.12428,-0.0356412,2.35958,2.0746,1.54523,4.17621e-05
1977-06-30,mkt,278.614,-0.549093,115.584,-0.157163,26.5491,-0.0314743,74.7699,-0.549093,57.2747,-0.157163,18.4511,-0.0314743,8.19617,-0.549093,18.0164,-0.157163,10.2028,-0.0314743,0.023737,-0.997527,0.881558,-0.742299,2.19917,-0.0314743,2.34994,2.06473,1.53502,4.17621e-05
1977-07-31,mkt,267.125,-0.518231,113.439,-0.12472,26.3545,-0.0177493,71.6866,-0.518231,56.2121,-0.12472,18.3158,-0.0177493,7.85819,-0.518231,17.6821,-0.12472,10.128,-0.0177493,0.0227582,-0.997357,0.865202,-0.732379,2.18305,-0.0177493,2.37774,2.09353,1.56551,4.17621e-05
1977-08-31,mkt,255.909,-0.54542,111.328,-0.147832,26.1706,-0.0287276,68.6768,-0.54542,55.1661,-0.147832,18.1881,-0.0287276,7.52825,-0.54542,17.3531,-0.147832,10.0573,-0.0287276,0.0218027,-0.997507,0.849103,-0.739446,2.16782,-0.0287276,2.36666,2.08218,1.55372,4.17621e-05
1977-09-30,mkt,254.913,-0.556759,111.381,-0.156646,26.234,-0.0319125,68.4092,-0.556759,55.1923,-0.156646,18.2321,-0.0319125,7.49893,-0.556759,17.3613,-0.156646,10.0817,-0.0319125,0.0217177,-0.997569,0.849506,-0.74214,2.17307,-0.0319125,2.35527,2.07046,1.54156,4.17621e-05
1977-10-31,mkt,227.498,-0.605534,105.505,-0.202202,25.5901,-0.0561532,61.0522,-0.605534,52.2806,-0.202202,17.7846,-0.0561532,6.69246,-0.605534,16.4454,-0.202202,9.83423,-0.0561532,0.0193821,-0.997836,0.80469,-0.75607,2.11973,-0.0561532,2.35311,2.0683,1.53943,4.17621e-05
1977-11-30,mkt,252.351,-0.606335,111.473,-0.202359,26.3664,-0.0556278,67.7217,-0.606335,55.2381,-0.202359,18.3241,-0.0556278,7.42356,-0.606335,17.3757,-0.202359,10.1326,-0.0556278,0.0214995,-0.997841,0.85021,-0.756117,2.18404,-0.0556278,2.32506,2.0394,1.50927,4.17621e-05
1977-12-31,mkt,254.719,-0.57128,112.285,-0.163754,26.521,-0.0295291,68.3573,-0.57128,55.6402,-0.163754,18.4316,-0.0295291,7.49324,-0.57128,17.5022,-0.163754,10.192,-0.0295291,0.0217013,-0.997648,0.856399,-0.744314,2.19684,-0.0295291,2.34755,2.06292,1.53442,4.17621e-05
1978-01-31,mkt,217.413,-0.614877,104.033,-0.204679,25.5864,-0.0509768,58.3457,-0.614877,51.5513,-0.204679,17.782,-0.0509768,6.39578,-0.614877,16.216,-0.204679,9.83281,-0.0509768,0.0185229,-0.997888,0.793465,-0.756827,2.11942,-0.0509768,2.3484,2.06386,1.53566,4.17621e-05
1978-02-28,mkt,210.186,-0.620922,102.53,-0.208896,25.4519,-0.0513247,56.4063,-0.620922,50.8062,-0.208896,17.6885,-0.0513247,6.18319,-0.620922,15.9816,-0.208896,9.78112,-0.0513247,0.0179072,-0.997921,0.781995,-0.758116,2.10828,-0.0513247,2.30984,2.02414,1.49417,4.17621e-05
1978-03-31,mkt,226.72,-0.621556,106.765,-0.209219,26.0321,-0.0511314,60.8433,-0.621556,52.9047,-0.209219,18.0918,-0.0511314,6.66956,-0.621556,16.6417,-0.209219,10.0041,-0.0511314,0.0193158,-0.997924,0.814295,-0.758215,2.15634,-0.0511314,2.3007,2.01482,1.48453,4.17621e-05
1978-04-30,mkt,277.274,-0.598576,118.557,-0.183624,27.5224,-0.0339129,74.4102,-0.598576,58.7483,-0.183624,19.1275,-0.0339129,8.15674,-0.598576,18.4799,-0.183624,10.5768,-0.0339129,0.0236228,-0.997798,0.904239,-0.750389,2.27979,-0.0339129,2.31711,2.03182,1.50263,4.17621e-05
1978-05-31,mkt,291.04,-0.502361,121.816,-0.0869902,27.9644,-0.0149049,78.1044,-0.502361,60.3633,-0.0869902,19.4347,-0.0149049,8.5617,-0.502361,18.9879,-0.0869902,10.7467,-0.0149049,0.0247956,-0.99727,0.929096,-0.720843,2.3164,-0.0149049,2.36187,2.07837,1.55204,4.17621e-05
1978-06-30,mkt,278.949,-0.506519,119.608,-0.0863642,27.7758,-0.0320361,74.8598,-0.506519,59.269,-0.0863642,19.3036,-0.0320361,8.20603,-0.506519,18.6437,-0.0863642,10.6742,-0.0320361,0.0237656,-0.997293,0.912254,-0.720652,2.30078,-0.0320361,2.37161,2.08861,1.56309,4.17621e-05
1978-07-31,mkt,319.151,-0.512284,128.398,-0.0908587,28.8691,-0.0336766,85.6484,-0.512284,63.6247,-0.0908587,20.0635,-0.0336766,9.38867,-0.512284,20.0138,-0.0908587,11.0944,-0.0336766,0.0271906,-0.997325,0.979296,-0.722026,2.39135,-0.0336766,2.36016,2.07692,1.55106,4.17621e-05
1978-08-31,mkt,352.334,-0.422478,135.319,-0.0169231,29.7108,-0.00815214,94.5537,-0.422478,67.0542,-0.0169231,20.6484,-0.00815214,10.3648,-0.422478,21.0926,-0.0169231,11.4178,-0.00815214,0.0300177,-0.996832,1.03208,-0.696552,2.46106,-0.00815214,2.38965,2.10754,1.58353,4.17621e-05
1978-09-30,mkt,340.721,-0.39695,133.576,-0.066821,29.6133,-0.0324241,91.4371,-0.39695,66.1903,-0.066821,20.5806,-0.0324241,10.0232,-0.39695,20.8209,-0.066821,11.3804,-0.0324241,0.0290283,-0.996692,1.01878,-0.687925,2.45299,-0.0324241,2.41101,2.1298,1.60721,0.00118673
1978-10-31,mkt,245.414,-0.557387,113.994,-0.195837,27.4621,-0.0979105,65.8602,-0.557387,56.4869,-0.195837,19.0856,-0.0979105,7.21951,-0.557387,17.7686,-0.195837,10.5537,-0.0979105,0.0209085,-0.997572,0.869432,-0.731071,2.2748,-0.0979105,2.4012,2.11983,1.59703,4.17621e-05
1978-11-30,mkt,263.025,-0.562643,118.699,-0.197773,28.1306,-0.0971664,70.5863,-0.562643,58.8187,-0.197773,19.5502,-0.0971664,7.73758,-0.562643,18.5021,-0.197773,10.8106,-0.0971664,0.0224089,-0.997601,0.905322,-0.731718,2.33017,-0.0971664,2.32172,2.03809,1.51202,4.17621e-05
1978-12-31,mkt,270.245,-0.543503,120.966,-0.175827,28.5215,-0.0808395,72.524,-0.543503,59.9419,-0.175827,19.8219,-0.0808395,7.94998,-0.543503,18.8554,-0.175827,10.9608,-0.0808395,0.023024,-0.997496,0.922611,-0.724379,2.36256,-0.0808395,2.33445,2.05176,1.52748,4.17621e-05
1979-01-31,mkt,302.41,-0.504933,128.488,-0.139808,29.4981,-0.0592128,81.1557,-0.504933,63.6694,-0.139808,20.5006,-0.0592128,8.89618,-0.504933,20.0279,-0.139808,11.3361,-0.0592128,0.0257643,-0.997285,0.979984,-0.712333,2.44344,-0.0592128,2.33785,2.05561,1.53206,4.17621e-05
1979-02-28,mkt,276.742,-0.502257,123.466,-0.13039,29.0306,-0.0473285,74.2675,-0.502257,61.1805,-0.13039,20.1757,-0.0473285,8.14111,-0.502257,19.245,-0.13039,11.1564,-0.0473285,0.0235776,-0.99727,0.941675,-0.709184,2.40473,-0.0473285,2.36181,2.0805,1.55857,4.17621e-05
1979-03-31,mkt,321.873,-0.491937,133.818,-0.121035,30.361,-0.041826,86.3789,-0.491937,66.3104,-0.121035,21.1003,-0.041826,9.46874,-0.491937,20.8587,-0.121035,11.6677,-0.041826,0.0274225,-0.997213,1.02063,-0.706055,2.51492,-0.041826,2.33899,2.05709,1.53422,4.17621e-05
1979-04-30,mkt,323.405,-0.429739,134.739,-0.0641302,30.5911,-0.0120274,86.7902,-0.429739,66.7668,-0.0641302,21.2602,-0.0120274,9.51383,-0.429739,21.0022,-0.0641302,11.7561,-0.0120274,0.0275531,-0.996872,1.02766,-0.687025,2.53398,-0.0120274,2.37147,2.0908,1.56989,4.17621e-05
1979-05-31,mkt,307.623,-0.468843,132.093,-0.0907001,30.4287,-0.0251757,82.5547,-0.468843,65.4558,-0.0907001,21.1473,-0.0251757,9.04953,-0.468843,20.5898,-0.0907001,11.6937,-0.0251757,0.0262085,-0.997087,1.00748,-0.695911,2.52053,-0.0251757,2.37036,2.08976,1.56898,4.17621e-05
1979-06-30,mkt,341.597,-0.443518,139.842,-0.0665626,31.4436,-0.00967352,91.6723,-0.443518,69.2955,-0.0665626,21.8527,-0.00967352,10.049,-0.443518,21.7976,-0.0665626,12.0837,-0.00967352,0.029103,-0.996948,1.06658,-0.687839,2.6046,-0.00967352,2.35618,2.07525,1.55406,4.17621e-05
1979-07-31,mkt,351.418,-0.404779,142.516,-0.033818,31.8809,-0.0156293,94.3078,-0.404779,70.6206,-0.033818,22.1566,-0.0156293,10.3379,-0.404779,22.2145,-0.033818,12.2518,-0.0156293,0.0299397,-0.996735,1.08697,-0.674739,2.64083,-0.0156293,2.37814,2.09801,1.57814,4.17621e-05
1979-08-31,mkt,406.811,-0.360331,153.925,-0.00349372,33.2501,-0.00159686,109.173,-0.360331,76.2739,-0.00349372,23.1081,-0.00159686,11.9674,-0.360331,23.9928,-0.00349372,12.778,-0.00159686,0.034659,-0.996491,1.17399,-0.662141,2.75424,-0.00159686,2.38228,2.10246,1.58303,4.17621e-05
1979-09-30,mkt,400.105,-0.319627,153.379,-0.0362844,33.3253,-0.0178282,107.374,-0.319627,76.0032,-0.0362844,23.1604,-0.0178282,11.7701,-0.319627,23.9076,-0.0362844,12.8069,-0.0178282,0.0340877,-0.996268,1.16982,-0.650043,2.76047,-0.0178282,2.41417,2.1355,1.61789,0.0296096
1979-10-31,mkt,322.078,-0.4483,138.64,-0.14145,31.8517,-0.0702973,86.4338,-0.4483,68.6996,-0.14145,22.1363,-0.0702973,9.47476,-0.4483,21.6102,-0.14145,12.2406,-0.0702973,0.02744,-0.996974,1.05741,-0.681607,2.63841,-0.0702973,2.40784,2.12913,1.61162,0.0238059
1979-11-30,mkt,370.592,-0.441677,149.678,-0.134029,33.2797,-0.0642337,99.4533,-0.441677,74.1694,-0.134029,23.1288,-0.0642337,10.9019,-0.441677,23.3308,-0.134029,12.7894,-0.0642337,0.0315732,-0.996938,1.1416,-0.678855,2.7567,-0.0642337,2.35362,2.07367,1.55443,4.17621e-05
1979-12-31,mkt,391.479,-0.336537,154.665,-0.0510863,34.0023,-0.0160351,105.059,-0.336537,76.6407,-0.0510863,23.6309,-0.0160351,11.5164,-0.336537,24.1082,-0.0510863,13.067,-0.0160351,0.0333527,-0.996361,1.17963,-0.648095,2.81654,-0.0160351,2.38259,2.10383,1.58663,0.00110321
1980-01-31,mkt,452.8,-0.34386,167.325,-0.0507291,35.5359,-0.0209555,121.515,-0.34386,82.9138,-0.0507291,24.6967,-0.0209555,13.3203,-0.34386,26.0814,-0.0507291,13.6564,-0.0209555,0.0385771,-0.996401,1.27619,-0.647963,2.94358,-0.0209555,2.39258,2.11427,1.59774,0.0141549
1980-02-29,mkt,440.36,-0.225755,165.89,-0.0625883,35.5366,-0.0298399,118.176,-0.225755,82.2028,-0.0625883,24.6973,-0.0298399,12.9543,-0.225755,25.8578,-0.0625883,13.6567,-0.0298399,0.0375172,-0.995753,1.26524,-0.613699,2.94364,-0.0298399,2.4228,2.14583,1.63148,0.0542583
1980-03-31,mkt,308.316,-0.50285,140.356,-0.241343,32.9327,-0.121032,82.7408,-0.50285,69.55,-0.241343,22.8876,-0.121032,9.06994,-0.50285,21.8777,-0.241343,12.656,-0.121032,0.0262675,-0.997273,1.0705,-0.687363,2.72795,-0.121032,2.41357,2.13654,1.62226,0.0455997
1980-04-30,mkt,343.419,-0.470585,149.393,-0.211751,34.21,-0.10052,92.1611,-0.470585,74.028,-0.211751,23.7753,-0.10052,10.1026,-0.470585,23.2863,-0.211751,13.1469,-0.10052,0.0292582,-0.997096,1.13942,-0.675168,2.83376,-0.10052,2.32545,2.04641,1.5295,4.17621e-05
1980-05-31,mkt,394.826,-0.39108,161.034,-0.151796,35.6772,-0.0632493,105.957,-0.39108,79.7967,-0.151796,24.7949,-0.0632493,11.6149,-0.39108,25.1009,-0.151796,13.7107,-0.0632493,0.0336379,-0.99666,1.22821,-0.650461,2.95529,-0.0632493,2.34567,2.06776,1.55274,4.17621e-05
1980-06-30,mkt,427.769,-0.295852,168.308,-0.0829757,36.5979,-0.0215307,114.798,-0.295852,83.401,-0.0829757,25.4348,-0.0215307,12.584,-0.295852,26.2347,-0.0829757,14.0645,-0.0215307,0.0364446,-0.996138,1.28369,-0.622101,3.03155,-0.0215307,2.37481,2.09808,1.58501,0.0144571
1980-07-31,mkt,504.811,-0.217247,183.415,-0.029343,38.2985,-0.00794704,135.473,-0.217247,90.8869,-0.029343,26.6167,-0.00794704,14.8503,-0.217247,28.5895,-0.029343,14.7181,-0.00794704,0.0430082,-0.995707,1.39891,-0.599999,3.17242,-0.00794704,2.3909,2.11492,1.60309,0.0361059
1980-08-31,mkt,529.82,-0.101837,188.757,-0.0338676,38.9883,-0.0164372,142.184,-0.101837,93.5343,-0.0338676,27.0961,-0.0164372,15.5861,-0.101837,29.4222,-0.0338676,14.9832,-0.0164372,0.045139,-0.995074,1.43966,-0.570088,3.22956,-0.0164372,2.42688,2.1523,1.64267,0.0819759
1980-09-30,mkt,561.75,-0.14002,195.62,-0.0707061,39.8802,-0.035093,150.753,-0.14002,96.9351,-0.0707061,27.7159,-0.035093,16.5254,-0.14002,30.492,-0.0707061,15.3259,-0.035093,0.0478593,-0.994655,1.492,-0.548746,3.30344,-0.035093,2.43537,2.16133,1.65268,0.0951111
1980-10-31,mkt,579.89,-0.146619,200.018,-0.0733795,40.5295,-0.0350645,155.621,-0.146619,99.1145,-0.0733795,28.1672,-0.0350645,17.059,-0.146619,31.1775,-0.0733795,15.5754,-0.0350645,0.0494047,-0.994406,1.52554,-0.534161,3.35722,-0.0350645,2.44497,2.17171,1.66442,0.111315
1980-11-30,mkt,739.633,-0.102067,227.325,-0.0479327,43.4223,-0.0210811,198.49,-0.102067,112.646,-0.0479327,30.1776,-0.0210811,21.7583,-0.102067,35.4339,-0.0479327,16.6871,-0.0210811,0.0630143,-0.994114,1.73381,-0.521368,3.59684,-0.0210811,2.4487,2.17592,1.66952,0.119306
1980-12-31,mkt,661.559,-0.23718,216.961,-0.122664,42.7282,-0.0603955,177.538,-0.23718,107.51,-0.122664,29.6953,-0.0603955,19.4615,-0.23718,33.8185,-0.122664,16.4204,-0.0603955,0.0563627,-0.994419,1.65477,-0.529489,3.53935,-0.0603955,2.50023,2.22951,1.72647,0.185785
1981-01-31,mkt,582.347,-0.213638,204.94,-0.100045,41.7616,-0.0400745,156.281,-0.213638,101.553,-0.100045,29.0235,-0.0400745,17.1313,-0.213638,31.9446,-0.100045,16.0489,-0.0400745,0.0496141,-0.994246,1.56308,-0.517358,3.45928,-0.0400745,2.47002,2.19878,1.69518,0.15379
1981-02-28,mkt,596.396,-0.266389,208.863,-0.125168,42.4144,-0.0517598,160.051,-0.266389,103.497,-0.125168,29.4772,-0.0517598,17.5446,-0.266389,32.5561,-0.125168,16.2998,-0.0517598,0.050811,-0.994632,1.593,-0.530831,3.51336,-0.0517598,2.43766,2.16564,1.66099,0.11731
1981-03-31,mkt,659.636,-0.208447,221.15,-0.088379,43.899,-0.0257788,177.022,-0.208447,109.586,-0.088379,30.5089,-0.0257788,19.4049,-0.208447,34.4714,-0.088379,16.8703,-0.0257788,0.0561988,-0.994208,1.68671,-0.511102,3.63633,-0.0257788,2.43941,2.16774,1.66369,0.122057
1981-04-30,mkt,628.729,-0.153008,217.195,-0.0492909,43.7412,-0.0125514,168.728,-0.153008,107.626,-0.0492909,30.3993,-0.0125514,18.4957,-0.153008,33.8549,-0.0492909,16.8097,-0.0125514,0.0535656,-0.993803,1.65655,-0.490139,3.62326,-0.0125514,2.45864,2.18784,1.68525,0.147969
1981-05-31,mkt,637.237,-0.197868,220.126,-0.0695056,44.3079,-0.0227457,171.011,-0.197868,109.078,-0.0695056,30.7931,-0.0227457,18.746,-0.197868,34.3118,-0.0695056,17.0275,-0.0227457,0.0542905,-0.994131,1.67891,-0.50098,3.6702,-0.0227457,2.44493,2.17379,1.67079,0.132608
1981-06-30,mkt,606.017,-0.180652,216.266,-0.0517427,44.2175,-0.0127365,162.633,-0.180652,107.166,-0.0517427,30.7303,-0.0127365,17.8276,-0.180652,33.7101,-0.0517427,16.9927,-0.0127365,0.0516307,-0.994005,1.64946,-0.491454,3.66271,-0.0127365,2.4447,2.17369,1.67096,0.133674
1981-07-31,mkt,588.558,-0.257883,214.726,-0.08991,44.361,-0.0277398,157.947,-0.257883,106.402,-0.08991,30.83,-0.0277398,17.314,-0.257883,33.47,-0.08991,17.0479,-0.0277398,0.0501432,-0.99457,1.63772,-0.511923,3.6746,-0.0277398,2.42977,2.15847,1.65526,0.117104
1981-08-31,mkt,491.383,-0.33564,197.759,-0.130061,42.8581,-0.0501249,131.869,-0.33564,97.9947,-0.130061,29.7855,-0.0501249,14.4553,-0.33564,30.8253,-0.130061,16.4703,-0.0501249,0.0418642,-0.995139,1.50831,-0.533456,3.55011,-0.0501249,2.41957,2.1481,1.64473,0.106369
1981-09-30,mkt,407.899,-0.491196,181.786,-0.232871,41.377,-0.102701,109.465,-0.491196,90.08,-0.232871,28.7562,-0.102701,11.9994,-0.491196,28.3356,-0.232871,15.9011,-0.102701,0.0347517,-0.996277,1.38649,-0.588592,3.42742,-0.102701,2.37497,2.10231,1.5973,0.0551086
1981-10-31,mkt,465.526,-0.438712,195.575,-0.193019,43.171,-0.0785341,124.93,-0.438712,96.9124,-0.193019,30.003,-0.0785341,13.6947,-0.438712,30.4849,-0.193019,16.5905,-0.0785341,0.0396613,-0.995893,1.49165,-0.56722,3.57603,-0.0785341,2.3284,2.05473,1.54837,0.00344476
1981-11-30,mkt,511.436,-0.383516,206.228,-0.145624,44.5647,-0.043722,137.251,-0.383516,102.191,-0.145624,30.9716,-0.043722,15.0452,-0.383516,32.1454,-0.145624,17.1261,-0.043722,0.0435727,-0.995489,1.5729,-0.541802,3.69147,-0.043722,2.35452,2.08198,1.57756,0.0382288
1981-12-31,mkt,467.669,-0.378811,198.202,-0.136164,43.8885,-0.0321835,125.505,-0.378811,98.2146,-0.136164,30.5016,-0.0321835,13.7577,-0.378811,30.8945,-0.136164,16.8663,-0.0321835,0.0398439,-0.995455,1.51169,-0.536729,3.63546,-0.0321835,2.37264,2.1009,1.59778,0.0622093
1982-01-31,mkt,430.786,-0.474569,191.361,-0.201438,43.3182,-0.0656308,115.607,-0.474569,94.8244,-0.201438,30.1053,-0.0656308,12.6727,-0.474569,29.8281,-0.201438,16.6471,-0.0656308,0.0367016,-0.996156,1.45951,-0.571735,3.58822,-0.0656308,2.35015,2.07781,1.57377,0.0361059
1982-02-28,mkt,370.709,-0.51456,178.593,-0.22753,42.0608,-0.0763684,99.4849,-0.51456,88.4978,-0.22753,29.2314,-0.0763684,10.9054,-0.51456,27.8379,-0.22753,16.1639,-0.0763684,0.0315832,-0.996448,1.36214,-0.585728,3.48407,-0.0763684,2.32859,2.0559,1.55153,0.0135824
1982-03-31,mkt,355.874,-0.560557,176.013,-0.263044,41.9615,-0.0959197,95.5035,-0.560557,87.219,-0.263044,29.1624,-0.0959197,10.469,-0.560557,27.4357,-0.263044,16.1258,-0.0959197,0.0303193,-0.996785,1.34245,-0.604774,3.47584,-0.0959197,2.29194,2.01828,1.51256,4.17621e-05
1982-04-30,mkt,390.176,-0.501364,185.418,-0.211458,43.3034,-0.061198,104.709,-0.501364,91.8797,-0.211458,30.095,-0.061198,11.4781,-0.501364,28.9017,-0.211458,16.6414,-0.061198,0.0332418,-0.996352,1.41419,-0.577108,3.587,-0.061198,2.27989,2.0061,1.50027,4.17621e-05
1982-05-31,mkt,354.636,-0.520524,177.78,-0.217948,42.6218,-0.0553627,95.1714,-0.520524,88.0946,-0.217948,29.6213,-0.0553627,10.4326,-0.520524,27.7111,-0.217948,16.3795,-0.0553627,0.0302139,-0.996492,1.35593,-0.580589,3.53054,-0.0553627,2.29758,2.02451,1.51991,4.17621e-05
