series,X,f,f_kelly_analytic,cagr_median,cagr_p5,cagr_p25,mean_log_growth,mdd_median,p_dd_50,p_dd_90,p_loss,tw_median
mkt,0,1.2,2.6163616454101675,0.11341476594139877,0.03289801734990044,0.08116535181504148,0.1067103845489956,-0.5120566619046304,0.5418,0.001,0.0104,14.669809825138845
mkt,0,1.3,2.6163616454101675,0.11838001987269409,0.030679655041567767,0.08325779475787265,0.11098969072079592,-0.5465672330951947,0.6548,0.0018,0.0126,16.395912877775345
mkt,0,1.4,2.6163616454101675,0.1228186459245062,0.028100623944980776,0.08464358989940257,0.11495886414567602,-0.5796251412184814,0.755,0.0036,0.0148,18.10257699518308
mkt,0,1.5,2.6163616454101675,0.12701850441617812,0.025237354596979324,0.08594769463709168,0.11861831970707662,-0.6105858412132792,0.832,0.007,0.0192,19.8735828461265
mkt,0,1.6,2.6163616454101675,0.13085157064235398,0.02187989556630624,0.08681730804347942,0.12196694381537428,-0.6395816087829551,0.8894,0.0116,0.023,21.634166034065693
mkt,0,1.7,2.6163616454101675,0.13447960462919417,0.018298021805436982,0.08756124253198122,0.12500403640368132,-0.6673820930280553,0.9308,0.023,0.028,23.437836600749463
mkt,0,1.8,2.6163616454101675,0.1376735788712522,0.014266061144315936,0.08780392951802951,0.12772897718853796,-0.6934816527861076,0.9556,0.0386,0.0326,25.144440654078636
mkt,0,1.9,2.6163616454101675,0.14058062710846997,0.009878604898394053,0.08766931594384297,0.13014059417504117,-0.7186667207473638,0.9736,0.0578,0.0374,26.800929202529076
mkt,0,2.0,2.6163616454101675,0.1430149989862901,0.005466221294289943,0.08686725478742341,0.13223725906153014,-0.7419201304070902,0.987,0.0766,0.0416,28.268205611367335
mkt,0,2.1,2.6163616454101675,0.14507786357711638,0.0007473395651034589,0.08593014429113144,0.1340194733901291,-0.7635101895275029,0.994,0.1034,0.0494,29.571651179368857
mkt,0,2.2,2.6163616454101675,0.14674443294822526,-0.004717174513114656,0.08495894063686027,0.13548398199595005,-0.7833980302537894,0.9964,0.1398,0.054,30.66662726048741
mkt,0,2.3,2.6163616454101675,0.1480390797053126,-0.01023564364875708,0.08330124218170021,0.136633179708151,-0.8031725006974437,0.9976,0.1774,0.06,31.544003047247227
mkt,0,2.4,2.6163616454101675,0.14905781654767936,-0.015727778292429242,0.08118655299091715,0.1374626110770544,-0.820895203827135,0.9988,0.2226,0.0656,32.25128590683274
mkt,0,2.5,2.6163616454101675,0.14964732763790878,-0.021552085292264603,0.07872799688671478,0.1379717408876912,-0.8369078061671575,0.999,0.2676,0.0754,32.66749651206051
mkt,0,2.6,2.6163616454101675,0.14968063247167906,-0.027860897163461545,0.0761860820608834,0.13815962460732148,-0.8517217392076284,0.9994,0.3156,0.0836,32.691164910433095
mkt,0,2.7,2.6163616454101675,0.14969315827528007,-0.034296148272873965,0.07330974192250161,0.1380245724927334,-0.8658347248081969,0.9998,0.3658,0.0894,32.70006993364589
mkt,0,2.8,2.6163616454101675,0.14942650800326784,-0.04089580035417306,0.0700179165942133,0.13756464461846687,-0.8791164786391505,0.9998,0.4112,0.0982,32.51099527723279
mkt,0,2.9,2.6163616454101675,0.14886389887976448,-0.048303928440401454,0.06664888710360473,0.13677832590909927,-0.8916074895687444,0.9998,0.463,0.1076,32.11549106223241
mkt,0,3.0,2.6163616454101675,0.14782775082768507,-0.055939417113367626,0.06264430136459748,0.13566377397859916,-0.9026652576384557,1.0,0.511,0.1194,31.399212967548124
mkt,0,3.1,2.6163616454101675,0.14639394329791644,-0.0635473042221664,0.0582617981997135,0.13421824848764466,-0.9128164160013997,1.0,0.5618,0.1276,30.433161632590068
mkt,0,3.2,2.6163616454101675,0.14453421626029994,-0.07199040363053175,0.053632701377139824,0.13244069197407016,-0.9221140309201343,1.0,0.606,0.1372,29.222656402664633
mkt,0,3.3,2.6163616454101675,0.14205997069721377,-0.08048467959787922,0.04793429893761991,0.13032802385670703,-0.9306786032598318,1.0,0.6526,0.152,27.683614999974445
mkt,0,3.4,2.6163616454101675,0.13937869622246446,-0.08945214965670961,0.04284058854471845,0.1278775160145392,-0.9388283524167536,1.0,0.6966,0.163,26.103719226570426
mkt,0,3.5,2.6163616454101675,0.13627710995344178,-0.09858178566728025,0.03683910589989631,0.1250863210004588,-0.9458859888688403,1.0,0.7314,0.1736,24.384084671010548
mkt,0,3.6,2.6163616454101675,0.13292531143156505,-0.1071115588044661,0.03055182700101905,0.12195224245101934,-0.9527782307226015,1.0,0.7634,0.1874,22.648111489993028
mkt,0,3.7,2.6163616454101675,0.1292416227832539,-0.11788439598929724,0.024223563828835504,0.11847074290189301,-0.9586169401029296,1.0,0.7954,0.1994,20.877211989495688
mkt,0,3.8,2.6163616454101675,0.1252847543156138,-0.1280252238650115,0.01705724038690548,0.11463858154491058,-0.963924919298853,1.0,0.8232,0.2142,19.123225638154143
mkt,0,3.9,2.6163616454101675,0.12078738664357047,-0.13716131537916354,0.010087123082021643,0.11045153531362713,-0.9684915225293277,1.0,0.847,0.2296,17.301385373148893
mkt,0,4.0,2.6163616454101675,0.1160238663519223,-0.14694635039845338,0.0034136073030821557,0.1059044577080961,-0.9728118845697229,1.0,0.8722,0.2456,15.55381958548579
mkt,5,0.1,2.47253912159476,0.03952821738983725,0.0326594845493637,0.03677469202470257,0.0387793023558403,-0.03807356997803574,0.0,0.0,0.0,2.6357672803673715
mkt,5,0.2,2.47253912159476,0.0469223212508707,0.034028219649685665,0.041497450660451296,0.04582687688910058,-0.08545994770466164,0.0,0.0,0.0,3.146744563114021
mkt,5,0.3,2.47253912159476,0.05405714884875923,0.03482208265296873,0.04598430312372015,0.05257621691612466,-0.13530629584410858,0.0,0.0,0.0,3.7290993453674033
mkt,5,0.4,2.47253912159476,0.06092791751625304,0.03514144091322659,0.05007325108368105,0.05902624410139817,-0.186692216663932,0.0002,0.0,0.0002,4.38679114126116
mkt,5,0.5,2.47253912159476,0.06755763839956652,0.035351082749379446,0.05380910052531562,0.06517669730360205,-0.23744251547309375,0.003,0.0,0.0004,5.126055537696851
mkt,5,0.6,2.47253912159476,0.0739797359460187,0.035051434059201525,0.05733049900061482,0.07102783686929431,-0.2855287875981783,0.017,0.0,0.0018,5.955279908538751
mkt,5,0.7,2.47253912159476,0.08003088277102788,0.03456991400701361,0.06051655045505033,0.07657850692106527,-0.33234229520203185,0.06,0.0,0.0024,6.853373324661277
mkt,5,0.8,2.47253912159476,0.08571145715180273,0.03360943036586096,0.0633251544281832,0.08182880449041731,-0.37723712128009446,0.1302,0.0,0.0036,7.813768258644959
mkt,5,0.9,2.47253912159476,0.09116575392272419,0.03210322245189878,0.06581779964701218,0.08677815828167974,-0.42032831666386367,0.2362,0.0002,0.0044,8.856623593946981
mkt,5,1.0,2.47253912159476,0.09631893393126068,0.03041103487593031,0.0679849528999516,0.09142519685388724,-0.4617217760323334,0.366,0.0002,0.008,9.963751007537464
mkt,5,1.1,2.47253912159476,0.1011812646958049,0.028467799431100792,0.06967345522140073,0.09577041318838209,-0.4996686266042089,0.4994,0.001,0.0106,11.129364669865426
mkt,5,1.2,2.47253912159476,0.10557172876696086,0.026123828861145008,0.07111489398756832,0.09981252472093742,-0.5364732211213353,0.6212,0.0018,0.0152,12.29343175787462
mkt,5,1.3,2.47253912159476,0.1097611487081177,0.023306884594042575,0.07219220128939619,0.10355150126554696,-0.5716674701202897,0.7334,0.0044,0.0182,13.512568809904597
mkt,5,1.4,2.47253912159476,0.1136500767845624,0.020189425540525864,0.07310551946293864,0.10698547956888178,-0.6049642121309708,0.8166,0.0086,0.0238,14.747512913297502
mkt,5,1.5,2.47253912159476,0.11722615793284274,0.016549743730525226,0.07355643693453884,0.11011475675939358,-0.6357606039429723,0.878,0.0154,0.0276,15.978183920359129
mkt,5,1.6,2.47253912159476,0.12037245919964734,0.012985984835080127,0.07376194086924581,0.11293811112585417,-0.6653215459306447,0.9224,0.0238,0.0332,17.14196613833396
mkt,5,1.7,2.47253912159476,0.12335249340644616,0.008747976139579028,0.07363901293048758,0.11545473368525133,-0.693042756745569,0.9532,0.0416,0.0386,18.318989931220667
mkt,5,1.8,2.47253912159476,0.1259867318353517,0.004315150120891833,0.07311188315049216,0.1176638928588556,-0.7185432344193505,0.9708,0.0612,0.0432,19.423696267413025
mkt,5,1.9,2.47253912159476,0.1281118170206712,-0.0005869551878619647,0.07234606303292052,0.1195643288371428,-0.7424213388149352,0.9824,0.087,0.0508,20.36121647770692
mkt,5,2.0,2.47253912159476,0.12988150531055842,-0.005696099107498148,0.07100167139420144,0.12115429800348737,-0.7653644349678386,0.9902,0.119,0.0582,21.174955107438915
mkt,5,2.1,2.47253912159476,0.13158307886272724,-0.011141956312435378,0.06954770404733773,0.1224342182296143,-0.7862363676652517,0.9948,0.1526,0.0658,21.986753904150248
mkt,5,2.2,2.47253912159476,0.13273882833311235,-0.017153387927186795,0.06772351843759589,0.12340072958324724,-0.8057922301095133,0.9974,0.1882,0.0754,22.555096566915637
mkt,5,2.3,2.47253912159476,0.13361883756001036,-0.023142879844486517,0.06550607087411364,0.1240561489540897,-0.8235547634738649,0.9988,0.233,0.0838,22.99727382122061
mkt,5,2.4,2.47253912159476,0.13413029224201478,-0.029422771806703895,0.06293570203696752,0.12439593633085463,-0.8410561239043426,0.9992,0.2766,0.0928,23.25807511964538
mkt,5,2.5,2.47253912159476,0.13409811109283665,-0.03562338475686265,0.06011251613270341,0.12441946163596568,-0.856466874795947,0.9996,0.3278,0.1024,23.241581715365072
mkt,5,2.6,2.47253912159476,0.13382665656481163,-0.0423604036329192,0.0567122953981245,0.12412569814796443,-0.8706255448861513,0.9998,0.3766,0.1128,23.102904286213622
mkt,5,2.7,2.47253912159476,0.1332397523750205,-0.049162491333437516,0.05319526707639427,0.12351289039129087,-0.8841891536191822,1.0,0.4302,0.12,22.80578980514835
