series,mode,X,n_removed,n_obs,ann_arith_total,cagr,ann_vol,sharpe,max_dd,worst_day,best_day,skew,kurt,kelly_gauss,kelly_quad,kelly_emp,kelly_emp_half,kelly_emp_quarter,fmax_feasible,mean_daily_total,mean_daily_exc,ann_arith_exc,kelly_gauss_half,kelly_gauss_quarter
scv,worst,1,1,26232,0.15817752067871244,0.1459394719101179,0.209521205232478,0.6050506821430067,-0.8895053111818321,-0.1244,0.267,0.35123758956009615,24.24092181189823,2.887521303762445,2.8835039984636626,2.842260456262288,1.421130228131144,0.710565114065572,8.03293172690763,0.0006019480024397683,0.00048249085086916747,0.12678704178984945,1.4437606518812225,0.7218803259406112
scv,worst,5,5,26228,0.16312994751075663,0.1520056010962727,0.20807091860801466,0.6330470847284344,-0.8895053111818321,-0.1186,0.267,0.490233078832203,23.69934001548532,3.0421586154080718,3.037526036688246,3.0095047371265844,1.5047523685632922,0.7523761842816461,8.425442291491153,0.0006207945706878145,0.0005013268262925119,0.1317366850812198,1.5210793077040359,0.7605396538520179
scv,worst,10,10,26223,0.16879976924035653,0.15894949505089007,0.20654087157429046,0.6651699688191083,-0.8895053111818321,-0.1047,0.267,0.630164497793143,23.30548256906905,3.220184683172402,3.2147715817680806,3.202713640549297,1.6013568202746484,0.8006784101373242,9.534795042897997,0.0006423712008542119,0.0005228959310528924,0.1374045293143233,1.610092341586201,0.8050461707931005
scv,worst,20,20,26213,0.17857102970633373,0.17091036863466513,0.20425416380294115,0.7203877094406184,-0.8765836157509574,-0.08869999999999999,0.267,0.8205621531228319,23.11635331037053,3.526462348720228,3.5195113734374757,3.5336954427369536,1.7668477213684768,0.8834238606842384,11.250843644544432,0.0006795559455232136,0.0005600465417922404,0.14716682020096514,1.763231174360114,0.881615587180057
scv,worst,50,50,26183,0.2023876417326562,0.2002820633852569,0.19968223431325036,0.8559996413147454,-0.8431174462306045,-0.0693,0.267,1.163608149235493,23.591437894314563,4.286055431292586,4.274136800012245,4.361243792483753,2.1806218962418766,1.0903109481209383,14.43001443001443,0.0007701905816751328,0.0006506091738914563,0.17096451128646004,2.143027715646293,1.0715138578231465
scv,worst,100,100,26133,0.23356832398376243,0.23947624325506234,0.19493798844255208,1.0364440157324915,-0.7849769239015791,-0.0542,0.267,1.4887377340407861,24.873021630198423,5.3154170785591175,5.293775544001219,5.50880967504709,2.754404837523545,1.3772024187617724,18.386029411764707,0.0008888493475682088,0.0007691041977576246,0.20210216605389295,2.6577085392795587,1.3288542696397794
scv,worst,200,200,26033,0.2819828403936804,0.3023792738922839,0.18921630411576398,1.3229122524222359,-0.6658268518983821,-0.042199999999999994,0.267,1.8553748249842656,27.262652187422734,6.988744774282763,6.9425056906817675,7.437267909945327,3.7186339549726637,1.8593169774863318,23.483568075117375,0.0010730918449660047,0.0009530019590519725,0.2504260940709417,3.4943723871413814,1.7471861935706907
scv,worst,500,500,25733,0.3918072349023373,0.4560515724724121,0.17943269204927412,2.004958499369674,-0.42422443630455864,-0.029500000000000002,0.267,2.4911776625173383,33.07831180723814,11.165946767539431,10.997701142541185,12.711566794175827,6.355783397087913,3.1778916985439567,33.79054054054054,0.001491030971903781,0.0013700812186686355,0.3600245360381581,5.5829733837697155,2.7914866918848578
scv,both,0,0,26233,0.1565667669966816,0.14393116810314988,0.2101344195421973,0.5956293781096133,-0.8895053111818321,-0.1602,0.267,0.27700207950349653,24.823938803144376,2.8342787153391558,2.8304571650721333,2.78009325764397,1.390046628821985,0.6950233144109925,6.242197253433208,0.0005958182441962415,0.00047636564632333326,0.1251774847105285,1.4171393576695779,0.7085696788347889
scv,both,1,2,26231,0.155508806987048,0.1432319209107764,0.20782159350813725,0.5971565867779381,-0.8895053111818321,-0.1244,0.23190000000000002,0.019921233043566012,18.02741298607662,2.8731697233479316,2.8692758705404464,2.8094539738181146,1.4047269869090573,0.7023634934545286,8.03293172690763,0.000591792154321223,0.00047233044870572993,0.12411713140423937,1.4365848616739658,0.7182924308369829
scv,both,5,10,26223,0.15333262821710972,0.14179155797762388,0.20314034272853246,0.6001730545157912,-0.8895053111818321,-0.1186,0.1358,-0.3272776632402307,10.640507371393157,2.9542479043109755,2.9502036750983947,2.872988073373367,1.4364940366866834,0.7182470183433417,8.425442291491153,0.0005835106585821607,0.0004640201349959959,0.1219333799616892,1.4771239521554878,0.7385619760777439
scv,both,10,20,26213,0.15378910155546652,0.14299629609640863,0.20020838130390142,0.6112099279276455,-0.8895053111818321,-0.1047,0.0892,-0.31883204151397215,8.984015249780779,3.0526476122993462,3.0483137884804417,2.974237723624296,1.487118861812148,0.743559430906074,9.534795042897997,0.0005852477778201655,0.0004657307442871857,0.1223828871208353,1.5263238061496731,0.7631619030748366
scv,both,20,40,26193,0.1550291436450409,0.1453736901237861,0.19604301717577025,0.6304212713389631,-0.8886434819966206,-0.08869999999999999,0.0817,-0.27374196845095694,7.473972798160471,3.2154806193596626,3.2106245817922137,3.1418315954448834,1.5709157977224417,0.7854578988612209,11.250843644544432,0.0005899667850188981,0.00047037758179666327,0.12360396474426268,1.6077403096798313,0.8038701548399156
scv,both,50,100,26133,0.15701505214926828,0.14961468271302247,0.18718892112488678,0.6706067131758963,-0.9036149658401061,-0.0693,0.0654,-0.23341502999662228,5.222617356476942,3.5822297285655296,3.576109362232771,3.5114315083711167,1.7557157541855584,0.8778578770927792,14.43001443001443,0.0005975242031148356,0.00047776374698656876,0.12554487208563983,1.7911148642827648,0.8955574321413824
scv,both,100,200,26033,0.15904446718472304,0.15397728621725126,0.17758918343883082,0.7177639000107033,-0.8921256352094384,-0.0542,0.052199999999999996,-0.2139683862647414,3.6445292058038445,4.0413392001355595,4.033431161744901,3.9685147377952923,1.9842573688976461,0.9921286844488231,18.386029411764707,0.0006052471862635886,0.00048514193523604656,0.12748368327808993,2.0206696000677797,1.0103348000338899
scv,both,200,400,25833,0.16053620102958924,0.15816887380419598,0.1651495133479041,0.7797117888626703,-0.8721912672972774,-0.042199999999999994,0.0414,-0.23667039623715916,2.3511539066075056,4.720733589235205,4.709836636420816,4.633277922276126,2.316638961138063,1.1583194805690316,23.483568075117375,0.0006109240119227346,0.0004901056787829521,0.12878803621946053,2.3603667946176023,1.1801833973088012
scv,both,500,1000,25233,0.16929596941840608,0.17226603393798223,0.14352954114787944,0.9547664803036852,-0.8360877047902244,-0.029500000000000002,0.0277,-0.22571247181630114,0.990777300676577,6.650934219109826,6.627940756864334,6.521384051902382,3.260692025951191,1.6303460129755956,33.79054054054054,0.0006442595014465184,0.0005216066262434114,0.13706573088433222,3.325467109554913,1.6627335547774564
